Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
vs Avellino,24,8.0,3069,3797,80.8,56287,19313,1285,1432,89.7,1389,1590,87.4,334,578,57.8,6,5.2,7.8,0.8,88,307,79,28,379
vs Bari,24,8.0,2757,3497,78.8,49357,17349,1178,1329,88.6,1130,1334,84.7,330,609,54.2,10,7.0,7.3,3.0,90,206,67,25,270
vs Carrarese,24,8.0,2889,3630,79.6,51581,18286,1218,1401,86.9,1296,1495,86.7,296,536,55.2,7,5.2,5.2,1.8,62,197,43,18,228
vs Catanzaro,22,8.0,2069,2824,73.3,38888,14801,833,990,84.1,937,1151,81.4,244,513,47.6,7,6.5,6.4,0.5,53,163,46,22,216
vs Cesena,21,8.0,3007,3770,79.8,51757,17733,1305,1493,87.4,1310,1523,86.0,269,529,50.9,9,6.5,6.2,2.5,76,195,56,22,258
vs Empoli,24,9.0,2833,3691,76.8,50115,19262,1254,1438,87.2,1184,1395,84.9,298,627,47.5,13,8.0,9.2,5.0,92,209,71,26,253
vs Frosinone,24,8.0,2655,3377,78.6,46777,17860,1196,1333,89.7,1098,1302,84.3,271,531,51.0,4,7.1,7.0,-3.1,95,213,82,28,295
vs Juve Stabia,23,8.0,2441,3191,76.5,46524,17839,981,1147,85.5,1095,1293,84.7,318,575,55.3,6,5.2,6.1,0.8,60,206,48,22,233
vs Mantova,23,8.0,2024,2622,77.2,38563,15454,847,953,88.9,864,1033,83.6,258,487,53.0,9,9.1,7.5,-0.1,85,177,54,23,210
vs Modena,20,9.0,2790,3630,76.9,52647,20773,1062,1237,85.9,1258,1495,84.1,370,651,56.8,2,4.7,4.1,-2.7,55,193,41,11,247
vs Monza,22,8.0,2713,3410,79.6,46063,17426,1247,1377,90.6,1120,1289,86.9,244,516,47.3,2,3.9,4.7,-1.9,70,174,42,16,218
vs Padova,20,8.0,3110,3899,79.8,55003,20326,1396,1580,88.4,1325,1557,85.1,310,525,59.0,7,6.7,8.1,0.3,80,280,67,31,307
vs Palermo,22,8.0,2764,3550,77.9,47104,17052,1292,1474,87.7,1108,1316,84.2,264,540,48.9,1,5.2,6.8,-4.2,71,200,62,22,264
vs Pescara,29,8.0,2645,3416,77.4,48174,18438,1162,1339,86.8,1118,1309,85.4,295,580,50.9,11,11.6,11.3,-0.6,84,206,62,17,277
vs Reggiana,25,8.0,2975,3694,80.5,49245,19333,1426,1597,89.3,1199,1408,85.2,227,424,53.5,9,9.5,11.0,-0.5,93,267,79,29,309
vs Sampdoria,24,8.0,2533,3360,75.4,43886,17352,1201,1386,86.7,1017,1231,82.6,246,541,45.5,7,6.1,7.3,0.9,60,187,45,10,220
vs Spezia,22,8.0,2991,3758,79.6,51276,17261,1375,1569,87.6,1273,1486,85.7,256,506,50.6,11,7.2,7.6,3.8,67,214,61,17,271
vs Südtirol,24,8.0,3274,4149,78.9,58327,20693,1400,1584,88.4,1474,1713,86.0,325,641,50.7,8,8.2,7.2,-0.2,87,249,75,16,303
vs Venezia,24,8.0,1986,2712,73.2,36815,14749,842,980,85.9,876,1058,82.8,224,504,44.4,5,6.5,6.5,-1.5,63,151,46,20,204
vs Virtus Entella,22,8.0,3045,3786,80.4,54870,19900,1273,1451,87.7,1405,1615,87.0,300,545,55.0,5,5.0,6.6,0.0,69,206,53,24,263
