Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Avellino,24,8.0,2781,3456,80.5,51446,18354,1132,1266,89.4,1255,1425,88.1,313,579,54.1,6,5.5,4.9,0.5,58,223,38,16,220
Bari,24,8.0,2874,3587,80.1,49750,19196,1289,1459,88.3,1223,1425,85.8,270,494,54.7,5,5.7,5.9,-0.7,65,193,46,18,245
Carrarese,24,8.0,2575,3324,77.5,49619,18923,974,1127,86.4,1170,1400,83.6,347,586,59.2,9,5.9,5.1,3.1,69,224,62,18,269
Catanzaro,22,8.0,3530,4283,82.4,56120,18510,1760,1949,90.3,1385,1568,88.3,242,479,50.5,5,5.3,7.9,-0.3,78,258,71,28,296
Cesena,21,8.0,2778,3562,78.0,47686,17261,1342,1519,88.3,1150,1346,85.4,236,527,44.8,7,12.3,11.9,-5.3,81,199,76,23,276
Empoli,24,9.0,2633,3484,75.6,48308,19035,1081,1270,85.1,1224,1452,84.3,278,566,49.1,10,7.8,9.5,2.2,67,231,64,23,310
Frosinone,24,8.0,2215,2922,75.8,39758,16583,999,1112,89.8,913,1086,84.1,233,526,44.3,9,8.6,6.3,0.4,101,175,48,10,224
Juve Stabia,23,8.0,3003,3741,80.3,54665,17873,1217,1379,88.3,1449,1668,86.9,275,532,51.7,7,6.4,6.3,0.6,64,230,58,21,270
Mantova,23,8.0,3940,4520,87.2,66018,22723,1856,2011,92.3,1683,1834,91.8,309,482,64.1,2,7.1,6.7,-5.1,104,233,69,19,307
Modena,20,9.0,2960,3839,77.1,56421,22454,1186,1359,87.3,1319,1570,84.0,374,666,56.2,8,9.4,10.4,-1.4,98,274,83,27,334
Monza,22,8.0,2979,3702,80.5,52904,18450,1361,1521,89.5,1255,1430,87.8,301,565,53.3,5,7.6,8.8,-2.6,81,256,58,21,306
Padova,20,8.0,2697,3460,77.9,48691,16876,1167,1325,88.1,1227,1425,86.1,270,563,48.0,6,4.7,5.6,1.3,69,214,57,22,257
Palermo,22,8.0,2344,3202,73.2,42995,16850,938,1133,82.8,985,1235,79.8,294,566,51.9,7,7.6,8.8,-0.6,79,174,77,29,245
Pescara,29,8.0,2747,3458,79.4,48277,18327,1269,1422,89.2,1150,1356,84.8,277,520,53.3,12,5.4,4.1,6.6,77,187,33,12,228
Reggiana,25,8.0,2648,3369,78.6,42463,14371,1321,1472,89.7,945,1139,83.0,231,489,47.2,11,4.8,6.0,6.2,69,157,64,24,211
Sampdoria,24,8.0,2338,3206,72.9,44121,16675,901,1092,82.5,1070,1310,81.7,300,604,49.7,6,5.7,6.2,0.3,73,204,49,20,249
Spezia,22,8.0,2526,3340,75.6,47909,17383,965,1165,82.8,1130,1363,82.9,338,613,55.1,3,4.1,6.4,-1.1,43,197,62,31,234
Südtirol,24,8.0,1367,2291,59.7,27073,15532,576,775,74.3,529,792,66.8,218,542,40.2,8,7.0,9.3,1.0,80,165,59,29,233
Venezia,24,8.0,3331,3982,83.7,55733,19190,1511,1663,90.9,1395,1547,90.2,275,503,54.7,6,7.0,8.0,-1.0,76,242,50,17,265
Virtus Entella,22,8.0,2304,3035,75.9,43302,16634,928,1071,86.6,1019,1222,83.4,298,556,53.6,7,6.5,5.7,0.5,68,164,55,19,246
