Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Avellino,24,26.7,52.9,8,88,720,8.0,11,6,17,10,1,1,15,1,7.7,6.9,5.2,12.2,163,379,1.37,0.75,2.12,1.25,2.0,0.96,0.66,1.62,0.87,1.52
vs Bari,24,27.4,49.1,8,88,720,8.0,15,10,25,13,2,2,19,1,11.6,10.0,7.0,17.0,135,270,1.87,1.25,3.12,1.62,2.87,1.45,0.88,2.33,1.25,2.13
vs Carrarese,24,26.7,52.0,8,88,720,8.0,8,7,15,8,0,0,29,3,7.7,7.7,5.2,12.9,127,228,1.0,0.87,1.87,1.0,1.87,0.96,0.65,1.61,0.96,1.61
vs Catanzaro,22,26.5,39.4,8,88,720,8.0,9,7,16,8,1,1,21,2,10.0,9.2,6.5,15.8,89,216,1.13,0.87,2.0,1.0,1.87,1.25,0.82,2.07,1.16,1.97
vs Cesena,21,26.6,51.5,8,88,720,8.0,11,9,20,10,1,1,17,2,8.8,8.0,6.5,14.6,123,258,1.37,1.13,2.5,1.25,2.37,1.1,0.82,1.92,1.0,1.82
vs Empoli,24,26.4,51.1,9,99,810,9.0,16,13,29,13,3,3,18,1,12.1,9.8,8.0,17.8,141,253,1.78,1.44,3.22,1.44,2.89,1.34,0.89,2.23,1.08,1.97
vs Frosinone,24,27.4,53.3,8,88,720,8.0,8,4,12,7,1,4,15,0,13.8,10.5,7.1,17.6,137,295,1.0,0.5,1.5,0.87,1.37,1.72,0.89,2.61,1.31,2.2
vs Juve Stabia,23,26.5,45.9,8,88,720,8.0,8,6,14,7,1,1,11,2,7.7,7.0,5.2,12.2,96,233,1.0,0.75,1.75,0.87,1.62,0.97,0.65,1.61,0.87,1.52
vs Mantova,23,26.9,36.9,8,88,720,8.0,12,9,21,12,0,1,22,0,12.0,11.3,9.1,20.4,106,210,1.5,1.13,2.62,1.5,2.62,1.5,1.14,2.64,1.41,2.55
vs Modena,20,27.3,48.4,9,99,810,9.0,5,2,7,4,1,1,20,1,7.0,6.2,4.7,10.8,106,247,0.56,0.22,0.78,0.44,0.67,0.77,0.52,1.29,0.69,1.2
vs Monza,22,26.7,48.3,8,88,720,8.0,6,2,8,6,0,1,15,1,6.6,5.8,3.9,9.7,111,218,0.75,0.25,1.0,0.75,1.0,0.83,0.48,1.31,0.73,1.21
vs Padova,20,26.5,52.6,8,88,720,8.0,9,7,16,8,1,2,19,1,11.0,9.6,6.7,16.2,149,307,1.13,0.87,2.0,1.0,1.87,1.38,0.83,2.21,1.19,2.03
vs Palermo,22,26.6,52.6,8,88,720,8.0,2,1,3,2,0,1,15,0,7.1,6.2,5.2,11.5,126,264,0.25,0.12,0.37,0.25,0.37,0.88,0.66,1.54,0.78,1.44
vs Pescara,29,26.5,49.9,8,88,720,8.0,16,11,27,12,4,4,18,0,17.1,14.0,11.6,25.6,114,277,2.0,1.37,3.38,1.5,2.87,2.14,1.45,3.6,1.75,3.2
vs Reggiana,25,26.9,52.0,8,88,720,8.0,11,9,20,11,0,0,13,5,11.9,11.9,9.5,21.5,108,309,1.37,1.13,2.5,1.37,2.5,1.49,1.19,2.68,1.49,2.68
vs Sampdoria,24,27.6,51.0,8,88,720,8.0,13,7,20,12,1,1,15,2,9.9,9.1,6.1,15.2,104,220,1.62,0.87,2.5,1.5,2.37,1.24,0.76,2.0,1.14,1.9
vs Spezia,22,26.2,53.0,8,88,720,8.0,13,11,24,11,2,2,24,0,9.9,8.3,7.2,15.6,132,271,1.62,1.37,3.0,1.37,2.75,1.24,0.9,2.14,1.04,1.95
vs Südtirol,24,26.1,64.0,8,88,720,8.0,11,8,19,10,1,1,12,0,10.6,9.9,8.2,18.1,132,303,1.37,1.0,2.37,1.25,2.25,1.33,1.02,2.35,1.24,2.26
vs Venezia,24,25.8,40.8,8,88,720,8.0,6,5,11,6,0,0,21,2,7.9,7.9,6.5,14.4,95,204,0.75,0.62,1.37,0.75,1.37,0.99,0.81,1.8,0.99,1.8
vs Virtus Entella,22,27.3,55.5,8,88,720,8.0,11,5,16,8,3,3,8,0,10.3,8.0,5.0,13.0,105,263,1.37,0.62,2.0,1.0,1.62,1.29,0.62,1.92,1.0,1.63
