Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Avellino,1,8.0,11,1,0,4,0,9.7,0.26,-1.3,-0.17,39,125,31.2,177,19,50.8,36.5,77,45.5,36.0,168,9,5.4,2,0.25,9.1
Bari,1,8.0,15,2,0,2,0,15.8,0.29,0.8,0.09,26,75,34.7,224,38,28.1,29.6,65,18.5,20.5,122,4,3.3,6,0.75,13.4
Carrarese,1,8.0,9,0,0,1,1,6.2,0.3,-1.8,-0.22,49,102,48.0,238,23,38.7,34.8,57,17.5,24.3,114,8,7.0,7,0.88,14.6
Catanzaro,1,8.0,9,1,0,4,0,10.3,0.42,1.3,0.17,29,87,33.3,246,31,31.3,30.5,61,16.4,21.5,100,1,1.0,11,1.38,18.4
Cesena,1,8.0,11,1,0,1,0,9.3,0.36,-1.7,-0.21,24,116,20.7,168,23,53.6,38.8,58,44.8,36.1,100,6,6.0,1,0.13,10.9
Empoli,1,9.0,16,3,0,2,0,15.8,0.29,-0.2,-0.02,45,133,33.8,279,28,42.3,34.3,63,23.8,25.7,132,5,3.8,4,0.44,12.8
Frosinone,1,8.0,8,1,0,0,0,12.1,0.25,4.1,0.51,41,157,26.1,241,51,54.8,38.9,64,39.1,32.5,135,13,9.6,10,1.25,12.4
Juve Stabia,1,8.0,8,1,0,1,0,8.1,0.29,0.1,0.01,35,103,34.0,255,27,32.2,31.6,48,43.8,40.1,128,10,7.8,7,0.88,11.5
Mantova,1,8.0,14,0,0,5,2,12.0,0.34,0.0,0.0,19,50,38.0,229,31,15.7,23.9,62,22.6,23.6,117,6,5.1,4,0.5,14.8
Modena,1,9.0,5,1,0,0,0,6.3,0.25,1.3,0.15,84,187,44.9,315,29,49.8,39.0,50,60.0,45.2,93,8,8.6,3,0.33,11.6
Monza,1,8.0,6,0,0,1,0,8.0,0.27,2.0,0.25,41,113,36.3,237,33,39.2,34.2,47,42.6,36.6,98,11,11.2,21,2.63,18.5
Padova,1,8.0,9,1,0,3,0,10.0,0.28,1.0,0.13,32,118,27.1,194,27,45.9,36.0,68,42.6,36.0,147,14,9.5,6,0.75,10.6
Palermo,2,8.0,4,0,0,0,2,5.2,0.17,3.2,0.4,52,134,38.8,197,34,53.8,38.8,59,47.5,37.0,116,2,1.7,3,0.38,10.9
Pescara,1,8.0,16,4,0,1,0,19.2,0.34,3.2,0.39,27,86,31.4,218,49,36.2,31.9,54,13.0,19.5,116,7,6.0,15,1.88,16.7
Reggiana,1,8.0,11,0,1,1,0,11.5,0.31,0.5,0.06,24,112,21.4,165,39,35.8,32.9,82,64.6,44.2,141,6,4.3,4,0.5,10.1
Sampdoria,2,8.0,13,1,1,2,0,12.7,0.42,-0.3,-0.03,39,98,39.8,148,21,41.2,32.9,61,60.7,43.4,92,2,2.2,2,0.25,7.8
Spezia,2,8.0,13,2,0,4,0,12.0,0.33,-1.0,-0.13,48,141,34.0,252,30,46.0,37.1,49,51.0,41.0,107,11,10.3,5,0.63,9.5
Südtirol,2,8.0,11,1,0,2,0,11.2,0.32,0.2,0.02,56,149,37.6,112,14,75.0,47.5,69,94.2,61.2,109,11,10.1,5,0.63,11.3
Venezia,1,8.0,6,0,0,1,0,7.9,0.26,1.9,0.24,43,112,38.4,334,38,29.9,29.9,58,20.7,20.8,120,5,4.2,10,1.25,15.1
Virtus Entella,2,8.0,11,3,0,3,0,10.4,0.27,-0.6,-0.08,28,73,38.4,165,20,26.1,31.2,51,58.8,43.4,140,8,5.7,9,1.13,9.9
