Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Avellino,1,8,8,720,8.0,11,1.37,34,23,70.6,3,3,2,2,25.0,1,1,0,0,0.0
Bari,1,8,8,720,8.0,15,1.87,49,34,73.5,1,3,4,0,0.0,2,2,0,0,0.0
Carrarese,1,8,8,720,8.0,9,1.13,21,13,57.1,2,5,1,4,50.0,0,0,0,0,
Catanzaro,1,8,8,720,8.0,9,1.13,24,15,66.7,0,6,2,2,25.0,1,1,0,0,0.0
Cesena,1,8,8,720,8.0,11,1.37,24,13,58.3,4,2,2,0,0.0,1,1,0,0,0.0
Empoli,1,9,9,810,9.0,16,1.78,47,31,72.3,2,4,3,0,0.0,3,3,0,0,0.0
Frosinone,1,8,8,720,8.0,8,1.0,42,33,83.3,4,2,2,3,37.5,4,1,1,2,50.0
Juve Stabia,1,8,8,720,8.0,8,1.0,25,17,72.0,3,4,1,3,37.5,1,1,0,0,0.0
Mantova,1,8,8,720,8.0,14,1.75,35,23,60.0,1,2,5,1,12.5,1,0,0,1,
Modena,1,9,9,810,9.0,5,0.56,22,17,81.8,6,3,0,4,44.4,1,1,0,0,0.0
Monza,1,8,8,720,8.0,6,0.75,26,19,76.9,4,2,2,3,37.5,1,0,1,0,100.0
Padova,1,8,8,720,8.0,9,1.13,30,20,73.3,3,2,3,3,37.5,2,1,1,0,50.0
Palermo,2,8,8,720,8.0,4,0.5,25,22,84.0,4,4,0,4,50.0,1,0,1,0,100.0
Pescara,1,8,8,720,8.0,16,2.0,48,32,75.0,1,3,4,1,12.5,4,4,0,0,0.0
Reggiana,1,8,8,720,8.0,11,1.37,39,28,71.8,3,3,2,1,12.5,0,0,0,0,
Sampdoria,2,8,8,720,8.0,13,1.62,29,16,58.6,1,2,5,1,12.5,1,1,0,0,0.0
Spezia,2,8,8,720,8.0,13,1.62,31,18,64.5,0,3,5,1,12.5,2,2,0,0,0.0
Südtirol,2,8,8,720,8.0,11,1.37,33,22,69.7,2,4,2,0,0.0,1,1,0,0,0.0
Venezia,1,8,8,720,8.0,6,0.75,32,26,81.3,3,4,1,4,50.0,0,0,0,0,
Virtus Entella,2,8,8,720,8.0,11,1.37,32,21,75.0,2,3,3,1,12.5,3,3,0,0,0.0
