Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Avellino,24,8.0,133,68,82,44,7,60,115,52.2,55,109,39,70,61,194,255,2
Bari,24,8.0,104,64,67,29,8,45,97,46.4,52,78,36,42,41,145,216,6
Carrarese,24,8.0,113,80,52,51,10,53,117,45.3,64,84,29,55,63,176,171,2
Catanzaro,22,8.0,101,65,45,41,15,59,103,57.3,44,71,21,50,53,154,194,4
Cesena,21,8.0,119,67,63,51,5,54,98,55.1,44,71,32,39,56,175,220,0
Empoli,24,9.0,141,87,86,45,10,72,131,55.0,59,95,32,63,51,192,258,6
Frosinone,24,8.0,95,62,42,45,8,40,72,55.6,32,94,37,57,46,141,202,3
Juve Stabia,23,8.0,92,59,41,31,20,48,96,50.0,48,92,19,73,37,129,220,6
Mantova,23,8.0,79,40,33,32,14,33,75,44.0,42,80,31,49,45,124,150,12
Modena,20,9.0,142,76,66,57,19,80,144,55.6,64,85,27,58,77,219,195,3
Monza,22,8.0,109,67,48,43,18,43,87,49.4,44,91,30,61,44,153,189,3
Padova,20,8.0,138,77,69,51,18,65,123,52.8,58,101,33,68,75,213,247,3
Palermo,22,8.0,109,60,61,32,16,58,103,56.3,45,78,31,47,58,167,218,1
Pescara,29,8.0,109,70,60,33,16,56,105,53.3,49,74,28,46,44,153,233,8
Reggiana,25,8.0,142,80,88,38,16,63,113,55.8,50,95,34,61,58,200,214,4
Sampdoria,24,8.0,126,69,63,44,19,63,114,55.3,51,75,19,56,58,184,233,5
Spezia,22,8.0,95,54,49,38,8,41,103,39.8,62,71,18,53,61,156,195,1
Südtirol,24,8.0,112,69,46,54,12,56,108,51.9,52,95,36,59,56,168,245,2
Venezia,24,8.0,90,44,45,33,12,41,72,56.9,31,85,22,63,51,141,204,3
Virtus Entella,22,8.0,95,57,40,36,19,40,91,44.0,51,72,29,43,51,146,244,3
