Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Avellino,24,8.0,144,18.0,118,5,6,10,4,1,16,2.0,13,0,1,2,0,0
Bari,24,8.0,163,20.37,110,13,9,18,9,4,13,1.62,9,0,0,3,1,0
Carrarese,24,8.0,180,22.5,130,13,13,14,7,3,24,3.0,16,1,2,2,3,0
Catanzaro,22,8.0,199,24.87,151,15,12,6,13,2,10,1.25,7,2,0,0,1,0
Cesena,21,8.0,185,23.12,142,11,5,17,10,0,23,2.87,13,3,1,3,3,0
Empoli,24,9.0,172,19.11,120,18,10,12,9,3,21,2.33,14,3,1,2,0,1
Frosinone,24,8.0,218,27.25,150,21,23,19,4,1,21,2.62,12,2,3,3,1,0
Juve Stabia,23,8.0,162,20.25,118,11,9,13,7,4,17,2.12,8,4,1,2,2,0
Mantova,23,8.0,251,31.37,196,15,9,16,12,3,10,1.25,8,0,0,1,1,0
Modena,20,9.0,248,27.56,184,27,7,13,12,5,23,2.56,13,4,1,2,3,0
Monza,22,8.0,187,23.37,143,13,5,12,9,5,11,1.37,5,2,0,4,0,0
Padova,20,8.0,161,20.12,117,11,8,10,10,5,16,2.0,10,2,0,2,2,0
Palermo,22,8.0,192,24.0,130,31,8,12,8,3,17,2.12,11,2,1,3,0,0
Pescara,29,8.0,169,21.12,123,24,6,6,8,2,22,2.75,16,1,4,1,0,0
Reggiana,25,8.0,162,20.25,130,10,5,8,5,4,24,3.0,20,1,0,2,1,0
Sampdoria,24,8.0,193,24.12,128,18,11,20,10,6,12,1.5,11,0,0,0,0,1
Spezia,22,8.0,117,14.63,80,14,6,5,12,0,7,0.87,4,1,0,0,2,0
Südtirol,24,8.0,195,24.37,119,32,12,19,13,0,23,2.87,18,2,0,1,2,0
Venezia,24,8.0,194,24.25,144,16,9,14,9,2,20,2.5,14,1,0,2,3,0
Virtus Entella,22,8.0,174,21.75,104,32,6,16,13,3,14,1.75,2,5,0,2,5,0
