Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Avellino,24,8.0,10,81,26,32.1,10.13,3.25,0.12,0.38,18.4,3,0,0,8.5,8.5,0.11,1.5,1.5
Bari,24,8.0,8,92,22,23.9,11.5,2.75,0.08,0.32,19.0,3,1,1,8.4,7.7,0.09,-0.4,-0.7
Carrarese,24,8.0,13,98,30,30.6,12.25,3.75,0.1,0.33,19.7,3,3,3,10.0,7.7,0.08,3.0,2.3
Catanzaro,22,8.0,7,111,26,23.4,13.87,3.25,0.06,0.27,18.5,8,0,1,8.2,7.4,0.07,-1.2,-0.4
Cesena,21,8.0,13,103,28,27.2,12.87,3.5,0.12,0.43,15.4,2,1,1,16.3,15.6,0.16,-3.3,-3.6
Empoli,24,9.0,12,97,36,37.1,10.78,4.0,0.12,0.33,16.3,4,0,0,10.6,10.6,0.11,1.4,1.4
Frosinone,24,8.0,13,128,39,30.5,16.0,4.87,0.09,0.31,16.7,1,1,1,11.9,11.2,0.09,1.1,0.8
Juve Stabia,23,8.0,10,94,25,26.6,11.75,3.12,0.1,0.36,16.3,1,1,1,9.0,8.2,0.09,1.0,0.8
Mantova,23,8.0,6,133,49,36.8,16.62,6.12,0.03,0.08,20.1,5,2,4,12.6,9.5,0.07,-6.6,-5.5
Modena,20,9.0,14,135,37,27.4,15.0,4.11,0.07,0.24,18.3,5,5,6,16.3,11.7,0.09,-2.3,-2.7
Monza,22,8.0,8,107,26,24.3,13.37,3.25,0.07,0.31,17.2,5,0,0,11.0,11.0,0.11,-3.0,-3.0
Padova,20,8.0,8,90,33,36.7,11.25,4.12,0.08,0.21,19.4,5,1,1,7.9,7.1,0.08,0.1,-0.1
Palermo,22,8.0,10,107,36,33.6,13.37,4.5,0.09,0.28,15.0,2,0,0,9.4,9.4,0.09,0.6,0.6
Pescara,29,8.0,12,93,32,34.4,11.62,4.0,0.13,0.38,19.2,3,0,0,6.1,6.1,0.07,5.9,5.9
Reggiana,25,8.0,13,87,29,33.3,10.87,3.62,0.14,0.41,18.6,2,1,1,6.5,5.7,0.07,6.5,6.3
Sampdoria,24,8.0,8,116,32,27.6,14.5,4.0,0.06,0.22,20.5,5,1,2,8.7,7.1,0.06,-0.7,-0.1
Spezia,22,8.0,4,64,24,37.5,8.0,3.0,0.05,0.13,17.5,6,1,2,7.3,5.7,0.09,-3.3,-2.7
Südtirol,24,8.0,12,114,32,28.1,14.25,4.0,0.1,0.34,15.8,2,1,1,10.3,9.5,0.09,1.7,1.5
Venezia,24,8.0,11,103,31,30.1,12.87,3.87,0.08,0.26,19.5,3,3,4,11.7,8.4,0.08,-0.7,-0.4
Virtus Entella,22,8.0,9,104,28,26.9,13.0,3.5,0.08,0.29,17.3,2,1,1,10.4,9.6,0.09,-1.4,-1.6
