Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Avellino,24,26.7,8,720,90,100,8.0,88,79,47,40,23,56,1.13,11,11,0,0.0,7.7,8.5,-0.7,-0.09
vs Bari,24,27.4,8,720,90,100,8.0,88,79,49,38,16,56,1.88,15,8,7,0.87,11.6,8.4,3.2,0.4
vs Carrarese,24,26.7,8,720,90,100,8.0,88,80,48,38,26,57,1.0,9,13,-4,-0.5,7.7,10.0,-2.3,-0.29
vs Catanzaro,22,26.5,8,720,90,100,8.0,88,80,49,38,20,58,1.5,9,7,2,0.25,10.0,8.2,1.9,0.23
vs Cesena,21,26.6,8,720,90,100,8.0,88,83,47,39,22,55,1.0,11,13,-2,-0.25,8.8,16.3,-7.5,-0.94
vs Empoli,24,26.4,9,810,90,100,9.0,99,78,54,44,21,64,1.44,16,12,4,0.44,12.1,10.6,1.5,0.17
vs Frosinone,24,27.4,8,720,90,100,8.0,88,78,49,39,25,52,1.0,8,13,-5,-0.62,13.8,11.9,1.8,0.23
vs Juve Stabia,23,26.5,8,720,90,100,8.0,88,78,48,39,25,56,0.88,8,10,-2,-0.25,7.7,9.0,-1.2,-0.15
vs Mantova,23,26.9,8,720,90,100,8.0,88,79,48,40,22,56,2.13,14,6,8,1.0,12.0,12.6,-0.6,-0.07
vs Modena,20,27.3,9,810,90,100,9.0,99,80,54,44,21,62,0.33,5,16,-11,-1.22,7.0,16.3,-9.4,-1.04
vs Monza,22,26.7,8,720,90,100,8.0,88,80,49,38,19,57,1.0,6,8,-2,-0.25,6.6,11.0,-4.4,-0.55
vs Padova,20,26.5,8,720,90,100,8.0,88,82,48,40,29,55,1.38,9,8,1,0.12,11.0,7.9,3.2,0.39
vs Palermo,22,26.6,8,720,90,100,8.0,88,79,50,38,20,57,0.5,4,10,-6,-0.75,7.1,9.4,-2.3,-0.29
vs Pescara,29,26.5,8,720,90,100,8.0,88,80,49,39,18,55,1.88,16,13,3,0.37,17.1,6.1,11.1,1.38
vs Reggiana,25,26.9,8,720,90,100,8.0,88,81,45,39,22,55,1.13,11,13,-2,-0.25,11.9,6.5,5.4,0.68
vs Sampdoria,24,27.6,8,720,90,100,8.0,88,80,48,38,21,56,2.13,13,8,5,0.62,9.9,8.7,1.3,0.16
vs Spezia,22,26.2,8,720,90,100,8.0,88,78,52,37,20,56,2.25,13,5,8,1.0,9.9,7.3,2.6,0.33
vs Südtirol,24,26.1,8,720,90,100,8.0,88,80,50,38,23,57,1.25,11,12,-1,-0.12,10.6,10.3,0.4,0.05
vs Venezia,24,25.8,8,720,90,100,8.0,88,80,48,38,25,53,0.88,6,11,-5,-0.62,7.9,11.7,-3.8,-0.47
vs Virtus Entella,22,27.3,8,720,90,100,8.0,88,83,50,38,24,56,1.5,11,9,2,0.25,10.3,10.4,-0.1,-0.01
