Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Avellino,24,47.1,8.0,4375,552,1652,1904,860,88,4375,107,50,46.7,41,38.3,2341,12428,6034,90,73,15,102,57,2757,220
Bari,24,50.9,8.0,4449,552,1767,1900,831,124,4448,131,57,43.5,56,42.7,2454,13280,6774,128,90,24,123,77,2851,245
Carrarese,24,48.0,8.0,4193,436,1440,1819,974,156,4190,158,70,44.3,68,43.0,2103,11658,6145,135,81,27,126,40,2557,265
Catanzaro,22,60.6,8.0,5119,465,1555,2452,1145,159,5118,108,50,46.3,43,39.8,2905,15191,8158,137,103,21,135,60,3493,293
Cesena,21,48.5,8.0,4474,460,1490,1897,1136,179,4473,120,58,48.3,54,45.0,2334,11372,5940,134,106,27,119,71,2764,274
Empoli,24,48.9,9.0,4510,525,1587,1915,1053,184,4510,139,66,47.5,56,40.3,2214,12574,6379,137,66,39,158,75,2602,305
Frosinone,24,46.8,8.0,3838,516,1391,1553,938,195,3837,126,67,53.2,46,36.5,1922,12074,6360,145,79,59,132,55,2189,222
Juve Stabia,23,54.1,8.0,4597,463,1573,1962,1112,172,4596,119,56,47.1,53,44.5,2707,13195,7027,119,89,37,139,64,2961,266
Mantova,23,63.1,8.0,5342,621,1939,2341,1095,167,5338,143,53,37.1,70,49.0,3107,17050,8373,144,90,27,118,54,3906,307
Modena,20,51.6,9.0,4778,433,1443,1991,1389,247,4772,108,39,36.1,59,54.6,2633,13964,7338,170,122,30,114,60,2922,329
Monza,22,51.8,8.0,4503,389,1239,2103,1210,182,4503,109,41,37.6,47,43.1,2344,14109,7493,142,109,38,107,65,2945,304
Padova,20,47.4,8.0,4388,487,1481,2031,927,136,4387,95,43,45.3,38,40.0,2228,13144,6956,113,75,26,100,44,2683,256
Palermo,22,47.4,8.0,4097,464,1352,1672,1111,203,4097,97,35,36.1,52,53.6,1953,10440,5441,107,73,18,110,47,2305,241
Pescara,29,50.1,8.0,4368,545,1605,1948,870,119,4368,135,52,38.5,66,48.9,2382,13432,6507,108,80,26,119,70,2725,226
Reggiana,25,48.0,8.0,4343,500,1587,1688,1108,142,4342,129,43,33.3,76,58.9,2515,13871,7317,147,113,24,137,57,2625,206
Sampdoria,24,49.0,8.0,4119,408,1288,1895,982,150,4117,107,49,45.8,48,44.9,2088,10496,5017,93,71,25,123,52,2317,245
Spezia,22,47.0,8.0,4080,479,1334,1805,970,138,4078,74,38,51.4,32,43.2,2089,10326,5249,86,78,13,115,54,2495,232
Südtirol,24,36.0,8.0,3279,387,1005,1212,1098,206,3278,103,38,36.9,52,50.5,1101,6037,2780,52,50,13,137,62,1343,226
Venezia,24,59.3,8.0,4881,470,1596,2095,1219,159,4877,138,57,41.3,64,46.4,2996,14615,7614,126,97,41,135,58,3293,263
Virtus Entella,22,44.5,8.0,3955,460,1397,1661,944,148,3954,99,35,35.4,49,49.5,1907,10170,4793,86,72,12,139,52,2279,243
