Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Angers,23,62.8,8.0,6237,473,1637,3015,1633,177,6234,134,49,36.6,80,59.7,3794,18411,9386,162,124,39,118,72,4705,405
vs Auxerre,22,55.3,8.0,5079,449,1612,2443,1063,161,5078,141,62,44.0,72,51.1,2785,14573,7456,109,88,32,127,99,3393,285
vs Brest,26,55.0,8.0,5062,535,1604,2316,1199,197,5061,184,87,47.3,87,47.3,2829,14574,7857,125,97,23,131,75,3328,347
vs Le Havre,22,55.6,8.0,5262,494,1534,2580,1183,152,5259,116,49,42.2,59,50.9,3175,15948,8564,148,110,37,139,58,3731,338
vs Lens,22,55.5,8.0,5351,571,1612,2499,1269,186,5351,153,59,38.6,85,55.6,2926,14139,6985,130,104,37,108,74,3649,305
vs Lille,27,44.0,8.0,4282,574,1708,1750,873,131,4281,131,58,44.3,67,51.1,2252,11422,5630,118,63,36,117,50,2615,213
vs Lorient,22,55.5,8.0,5440,449,1403,2798,1267,157,5435,97,36,37.1,53,54.6,3387,14782,7649,113,90,33,95,49,3975,345
vs Lyon,22,42.9,8.0,4077,526,1381,1701,1038,181,4077,121,54,44.6,59,48.8,2148,11488,5794,142,87,49,102,53,2537,275
vs Marseille,28,40.8,8.0,4073,581,1674,1732,700,105,4073,93,40,43.0,46,49.5,2319,11956,6025,113,88,23,114,58,2750,205
vs Metz,24,50.3,8.0,4968,414,1401,2452,1170,198,4965,149,68,45.6,76,51.0,3008,14536,7545,161,85,56,114,75,3503,346
vs Monaco,26,43.1,8.0,4458,580,1701,1890,917,160,4454,138,72,52.2,52,37.7,2470,13296,6590,146,84,39,131,82,2746,270
vs Nantes,22,57.7,9.0,5923,516,1576,2679,1710,268,5921,136,51,37.5,76,55.9,3340,17119,8721,174,115,55,128,66,4098,426
vs Nice,26,49.9,8.0,4569,564,1566,1920,1144,201,4565,105,54,51.4,42,40.0,2514,13456,6765,127,107,29,122,72,2957,268
vs Paris FC,24,43.2,9.0,4954,608,1752,2220,1018,193,4950,105,43,41.0,57,54.3,2700,13393,6847,132,98,36,116,77,3224,294
vs Paris S-G,22,29.6,8.0,3567,596,1596,1317,695,135,3566,124,43,34.7,76,61.3,1951,9878,4579,98,52,31,124,53,2057,173
vs Rennes,25,47.5,8.0,4690,469,1540,2005,1207,183,4687,125,56,44.8,62,49.6,2643,13152,6710,144,95,41,102,57,3113,301
vs Strasbourg,25,51.1,8.0,5306,579,1920,2341,1089,174,5305,146,67,45.9,75,51.4,3182,15294,6914,120,78,43,129,72,3698,264
vs Toulouse,22,60.3,8.0,5499,606,2038,2430,1075,174,5496,134,50,37.3,75,56.0,3300,15581,7801,126,96,29,145,58,3896,278
