Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Angers,23,8.0,152,98,94,49,9,80,129,62.0,49,85,24,61,70,222,190,9
Auxerre,22,8.0,171,97,90,59,22,72,134,53.7,62,95,26,69,74,245,174,4
Brest,26,8.0,162,95,70,64,28,87,174,50.0,87,98,31,67,60,222,197,4
Le Havre,22,8.0,117,58,51,46,20,59,108,54.6,49,71,17,54,62,179,203,4
Lens,22,8.0,159,92,83,49,27,85,144,59.0,59,130,41,89,90,249,198,4
Lille,27,8.0,117,68,49,51,17,67,125,53.6,58,80,19,61,81,198,180,9
Lorient,22,8.0,102,65,55,37,10,53,89,59.6,36,60,17,43,78,180,188,3
Lyon,22,8.0,112,64,54,44,14,59,113,52.2,54,93,38,55,60,172,184,6
Marseille,28,8.0,104,60,33,48,23,46,86,53.5,40,60,19,41,42,146,137,5
Metz,24,8.0,151,94,86,47,18,76,144,52.8,68,82,23,59,47,198,171,6
Monaco,26,8.0,134,81,48,57,29,52,124,41.9,72,106,34,72,73,207,162,7
Nantes,22,9.0,142,82,79,45,18,76,127,59.8,51,107,43,64,62,204,273,6
Nice,26,8.0,114,71,62,34,18,42,96,43.8,54,76,35,41,68,182,231,5
Paris FC,24,9.0,134,80,64,49,21,54,97,55.7,43,76,29,47,61,195,221,9
Paris S-G,22,8.0,129,85,45,57,27,76,119,63.9,43,86,21,65,46,175,110,5
Rennes,25,8.0,119,69,50,54,15,62,118,52.5,56,85,29,56,58,177,186,9
Strasbourg,25,8.0,147,78,60,58,29,75,142,52.8,67,96,23,73,51,198,184,6
Toulouse,22,8.0,133,81,70,46,17,75,125,60.0,50,82,34,48,67,200,225,4
