Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Angers,23,8.0,3123,2780,330,96,10,20,129,109,37,25,9,0,2483,13,57
Auxerre,22,8.0,3314,2913,389,130,9,21,115,153,34,6,20,0,2555,12,66
Brest,26,8.0,3328,2937,383,106,11,26,129,156,38,18,15,0,2550,8,56
Le Havre,22,8.0,3517,3123,382,109,5,14,193,160,30,23,7,0,2776,12,65
Lens,22,8.0,3486,3120,351,105,9,26,160,120,51,19,23,1,2770,15,73
Lille,27,8.0,4173,3776,387,121,16,25,165,141,50,14,23,0,3435,10,95
Lorient,22,8.0,3644,3266,363,132,10,12,126,129,24,9,10,0,3011,15,72
Lyon,22,8.0,4251,3858,386,127,16,32,176,127,60,37,16,0,3585,7,70
Marseille,28,8.0,4938,4613,314,86,17,34,137,123,46,20,17,0,4349,11,60
Metz,24,8.0,4085,3725,350,99,7,48,113,126,30,10,14,0,3474,10,64
Monaco,26,8.0,4562,4167,377,85,13,19,150,178,39,18,13,0,3811,18,73
Nantes,22,9.0,3608,3165,434,144,9,20,116,155,33,25,5,0,2830,9,72
Nice,26,8.0,3776,3395,367,110,15,21,158,132,46,18,16,0,3076,14,68
Paris FC,24,9.0,5245,4822,401,109,15,36,172,154,45,27,3,0,4497,22,67
Paris S-G,22,8.0,6403,6085,314,80,13,41,103,134,47,12,11,0,5831,4,69
Rennes,25,8.0,4197,3803,376,114,9,15,131,140,37,14,13,0,3512,18,68
Strasbourg,25,8.0,4182,3843,326,109,17,8,121,117,29,12,13,2,3555,13,56
Toulouse,22,8.0,2937,2624,304,92,15,15,120,104,33,16,11,0,2321,9,52
