Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Angers,23,8.0,2483,3123,79.5,44489,16588,1069,1211,88.3,1085,1242,87.4,257,501,51.3,3,6.1,6.1,-3.1,53,139,44,17,211
Auxerre,22,8.0,2555,3314,77.1,46562,16908,1110,1279,86.8,1080,1255,86.1,298,608,49.0,3,4.9,4.4,-1.9,59,225,38,9,228
Brest,26,8.0,2550,3328,76.6,51797,19293,924,1079,85.6,1200,1405,85.4,386,698,55.3,9,8.2,7.4,0.8,75,202,57,22,234
Le Havre,22,8.0,2776,3517,78.9,51668,17358,1053,1196,88.0,1370,1551,88.3,279,582,47.9,7,7.3,7.2,-0.3,59,176,48,24,245
Lens,22,8.0,2770,3486,79.5,49101,18402,1291,1468,87.9,1127,1319,85.4,300,532,56.4,7,8.6,8.4,-1.6,82,201,76,19,299
Lille,27,8.0,3435,4173,82.3,62359,20943,1385,1577,87.8,1674,1889,88.6,312,498,62.7,12,11.7,11.3,0.3,101,273,79,18,367
Lorient,22,8.0,3011,3644,82.6,53458,18745,1346,1505,89.4,1333,1506,88.5,282,485,58.1,10,8.3,6.6,1.7,63,243,50,15,273
Lyon,22,8.0,3585,4251,84.3,61264,20044,1668,1806,92.4,1560,1736,89.9,275,517,53.2,7,10.6,9.5,-3.6,80,240,62,15,312
Marseille,28,8.0,4349,4938,88.1,71253,21755,2054,2200,93.4,1821,1989,91.6,305,477,63.9,14,11.5,11.9,2.5,94,396,85,11,387
Metz,24,8.0,3474,4085,85.0,62790,19391,1454,1554,93.6,1585,1747,90.7,353,603,58.5,4,5.4,4.2,-1.4,48,174,30,9,216
Monaco,26,8.0,3811,4562,83.5,64172,21028,1699,1877,90.5,1720,1946,88.4,280,481,58.2,11,9.8,10.6,1.2,72,307,84,16,367
Nantes,22,9.0,2830,3608,78.4,54195,19789,1042,1224,85.1,1428,1622,88.0,309,608,50.8,4,4.6,4.8,-0.6,57,156,47,10,210
Nice,26,8.0,3076,3776,81.5,49261,17456,1588,1749,90.8,1181,1358,87.0,207,444,46.6,10,8.4,8.6,1.6,80,254,70,24,297
Paris FC,24,9.0,4497,5245,85.7,80163,26090,1878,2053,91.5,2111,2298,91.9,414,682,60.7,10,9.0,9.2,1.0,93,303,64,17,392
Paris S-G,22,8.0,5831,6403,91.1,94909,26660,2802,2965,94.5,2482,2638,94.1,375,520,72.1,8,8.8,9.6,-0.8,106,502,70,7,430
Rennes,25,8.0,3512,4197,83.7,62877,20904,1466,1615,90.8,1676,1862,90.0,311,544,57.2,8,8.6,7.5,-0.6,80,306,64,17,347
Strasbourg,25,8.0,3555,4182,85.0,60057,20332,1595,1747,91.3,1610,1796,89.6,252,434,58.1,14,12.4,8.0,1.6,70,229,71,13,329
Toulouse,22,8.0,2321,2937,79.0,42992,16551,953,1091,87.4,1086,1262,86.1,241,449,53.7,7,7.0,7.3,0.0,75,198,56,16,241
