Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Augsburg,22,7.0,2331,3057,76.3,41605,16017,997,1164,85.7,1068,1235,86.5,220,498,44.2,8,5.4,6.2,2.6,58,197,47,18,241
Bayern Munich,20,7.0,4159,4737,87.8,66876,22008,2161,2311,93.5,1512,1653,91.5,327,491,66.6,20,12.5,12.0,7.5,102,348,72,7,339
Dortmund,22,7.0,3414,4060,84.1,60487,19390,1421,1579,90.0,1671,1847,90.5,260,454,57.3,12,9.5,14.7,2.5,61,291,74,17,371
Eint Frankfurt,22,7.0,3042,3741,81.3,53117,18741,1355,1508,89.9,1361,1561,87.2,262,498,52.6,15,8.8,9.3,6.2,78,238,55,16,284
Freiburg,23,7.0,2462,3211,76.7,45598,17335,1006,1166,86.3,1081,1286,84.1,299,575,52.0,5,6.7,7.2,-1.7,57,179,47,15,251
Gladbach,23,7.0,2930,3567,82.1,50527,18230,1309,1450,90.3,1339,1520,88.1,228,434,52.5,6,6.4,8.9,-0.4,74,223,67,20,301
Hamburger SV,25,7.0,2515,3116,80.7,46318,15794,987,1102,89.6,1204,1362,88.4,265,507,52.3,6,6.4,6.7,-0.4,66,148,39,11,220
Heidenheim,24,7.0,2087,2776,75.2,42256,15905,713,834,85.5,1042,1221,85.3,301,586,51.4,5,8.3,6.5,-3.3,60,153,49,15,208
Hoffenheim,21,7.0,2582,3321,77.7,45146,17460,1165,1326,87.9,1081,1267,85.3,251,513,48.9,8,8.5,6.9,-0.5,74,201,58,21,260
Köln,22,7.0,2394,3078,77.8,45584,16366,945,1062,89.0,1141,1323,86.2,271,546,49.6,10,7.9,7.1,2.1,69,177,51,20,209
Leverkusen,24,7.0,3615,4231,85.4,59872,19307,1849,2008,92.1,1414,1567,90.2,274,487,56.3,7,7.6,7.9,-0.6,66,242,37,4,229
Mainz 05,23,7.0,2444,3285,74.4,44447,17250,1067,1254,85.1,1031,1239,83.2,271,584,46.4,3,6.2,8.6,-3.2,65,239,91,23,318
RB Leipzig,22,7.0,2734,3368,81.2,48315,17046,1158,1295,89.4,1279,1455,87.9,239,454,52.6,7,7.5,9.2,-0.5,81,166,57,5,249
St. Pauli,18,7.0,3004,3835,78.3,51160,19253,1384,1570,88.2,1298,1511,85.9,239,542,44.1,4,4.9,6.0,-0.9,59,274,64,10,289
Stuttgart,22,7.0,3471,4143,83.8,59590,20760,1592,1759,90.5,1567,1786,87.7,254,449,56.6,9,7.4,10.9,1.6,86,269,72,27,338
Union Berlin,19,8.0,1790,2604,68.7,33939,14432,771,903,85.4,719,940,76.5,242,574,42.2,6,5.9,5.7,0.1,72,147,40,14,181
Werder Bremen,23,8.0,3199,3984,80.3,57419,19976,1311,1493,87.8,1449,1639,88.4,317,586,54.1,8,6.9,6.8,1.1,64,210,58,13,287
Wolfsburg,22,7.0,2512,3162,79.4,47109,16912,974,1108,87.9,1167,1341,87.0,300,529,56.7,6,7.8,7.4,-1.8,75,165,37,10,202
