Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
vs Augsburg,22,7.0,2670,3466,77.0,49063,17944,1103,1267,87.1,1240,1455,85.2,280,560,50.0,9,9.3,8.6,-0.3,65,217,64,12,269
vs Bayern Munich,20,7.0,2291,2922,78.4,41078,15057,955,1089,87.7,1034,1197,86.4,229,460,49.8,3,3.9,4.8,-0.9,51,141,50,9,199
vs Dortmund,22,7.0,2578,3244,79.5,46412,16465,1115,1245,89.6,1106,1258,87.9,284,551,51.5,4,5.1,4.9,-1.1,61,178,42,12,195
vs Eint Frankfurt,22,7.0,2558,3207,79.8,45316,16138,1155,1296,89.1,1041,1201,86.7,276,496,55.6,13,7.9,8.0,5.1,69,200,47,16,236
vs Freiburg,23,7.0,2529,3214,78.7,45541,16528,1095,1252,87.5,1117,1289,86.7,259,509,50.9,7,6.3,6.4,0.7,55,184,46,25,227
vs Gladbach,23,7.0,2880,3507,82.1,47431,16848,1379,1519,90.8,1147,1298,88.4,219,450,48.7,12,7.2,8.2,4.8,75,181,53,14,213
vs Hamburger SV,25,7.0,3123,3778,82.7,53233,18436,1418,1549,91.5,1408,1599,88.1,224,448,50.0,9,7.6,9.5,1.4,85,285,77,16,326
vs Heidenheim,24,7.0,3187,3838,83.0,55603,18606,1389,1535,90.5,1480,1655,89.4,255,483,52.8,11,9.4,13.4,1.6,84,273,59,11,350
vs Hoffenheim,21,7.0,2418,3171,76.3,45163,17512,1017,1196,85.0,1081,1271,85.1,278,559,49.7,8,7.0,4.7,1.0,56,185,34,3,214
vs Köln,22,7.0,2854,3570,79.9,51692,18482,1176,1332,88.3,1312,1497,87.6,299,554,54.0,4,6.8,10.6,-2.8,77,232,65,24,271
vs Leverkusen,24,7.0,2494,3150,79.2,44221,15787,1072,1210,88.6,1126,1306,86.2,224,445,50.3,5,5.4,6.7,-0.4,65,212,58,16,254
vs Mainz 05,23,7.0,2348,3079,76.3,43955,16380,959,1115,86.0,1074,1287,83.4,268,542,49.4,11,9.3,7.8,1.7,83,186,39,10,206
vs RB Leipzig,22,7.0,2938,3629,81.0,53525,18661,1203,1329,90.5,1351,1535,88.0,312,555,56.2,8,9.5,10.6,-1.5,76,228,69,13,323
vs St. Pauli,18,7.0,2863,3497,81.9,50464,18428,1267,1420,89.2,1309,1463,89.5,240,464,51.7,10,7.2,7.5,2.8,55,171,43,6,241
vs Stuttgart,22,7.0,2150,2891,74.4,40841,16555,865,1002,86.3,977,1183,82.6,263,553,47.6,3,4.3,5.7,-1.3,53,166,47,17,197
vs Union Berlin,19,8.0,4388,5174,84.8,73988,24456,2036,2245,90.7,1994,2202,90.6,287,537,53.4,8,8.4,11.4,-0.4,85,302,85,24,415
vs Werder Bremen,23,8.0,3623,4427,81.8,61536,22835,1746,1915,91.2,1384,1609,86.0,348,619,56.2,11,12.2,11.5,-1.2,103,308,69,16,368
vs Wolfsburg,22,7.0,2793,3512,79.5,50303,17064,1215,1376,88.3,1243,1448,85.8,275,522,52.7,9,7.5,8.0,1.5,69,218,68,22,273
