Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Augsburg,22,26.3,7,630,90,100,7.0,77,81,46,31,23,31,1.0,12,14,-2,-0.29,7.4,14.0,-6.5,-0.93
Bayern Munich,20,28.7,7,630,90,100,7.0,77,82,47,31,19,32,3.0,27,4,23,3.29,18.8,4.8,14.0,2.0
Dortmund,22,27.0,7,630,90,100,7.0,77,83,44,32,17,29,2.0,13,6,7,1.0,11.7,7.5,4.1,0.59
Eint Frankfurt,22,24.7,7,630,90,100,7.0,77,81,42,35,20,28,1.43,19,18,1,0.14,10.9,10.1,0.7,0.11
Freiburg,23,27.7,7,630,90,100,7.0,77,82,44,32,19,31,1.29,11,11,0,0.0,10.3,8.8,1.5,0.22
Gladbach,23,26.3,7,630,90,100,7.0,77,81,42,35,19,28,0.43,6,15,-9,-1.29,8.1,9.4,-1.3,-0.18
Hamburger SV,25,26.3,7,630,90,100,7.0,77,82,40,35,17,28,1.14,7,10,-3,-0.43,7.9,11.1,-3.2,-0.45
Heidenheim,24,27.0,7,630,90,100,7.0,77,79,41,35,23,28,0.57,6,13,-7,-1.0,10.0,12.6,-2.6,-0.38
Hoffenheim,21,26.6,7,630,90,100,7.0,77,82,42,35,18,27,1.43,12,12,0,0.0,11.3,11.1,0.2,0.03
Köln,22,25.9,7,630,90,100,7.0,77,79,42,35,24,27,1.57,12,10,2,0.29,9.6,11.2,-1.6,-0.22
Leverkusen,24,26.5,7,630,90,100,7.0,77,81,46,30,23,33,2.0,16,11,5,0.71,13.4,8.0,5.5,0.78
Mainz 05,23,28.4,7,630,90,100,7.0,77,79,41,33,23,30,0.57,8,14,-6,-0.86,9.7,11.6,-1.8,-0.26
RB Leipzig,22,25.8,7,630,90,100,7.0,77,83,43,34,16,29,2.29,10,9,1,0.14,12.4,10.8,1.6,0.22
St. Pauli,18,27.2,7,630,90,100,7.0,77,83,46,31,18,32,1.0,8,12,-4,-0.57,7.9,9.9,-1.9,-0.28
Stuttgart,22,25.3,7,630,90,100,7.0,77,83,44,34,16,29,2.14,11,6,5,0.71,9.7,6.7,3.0,0.43
Union Berlin,19,27.9,8,720,90,100,8.0,88,81,51,36,21,36,1.25,11,15,-4,-0.5,9.7,14.4,-4.8,-0.6
Werder Bremen,23,25.1,8,720,90,100,8.0,88,83,52,35,17,37,1.38,12,16,-4,-0.5,11.1,16.6,-5.5,-0.69
Wolfsburg,22,25.8,7,630,90,100,7.0,77,82,47,30,20,33,0.71,8,13,-5,-0.71,9.9,11.3,-1.4,-0.2
