Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Augsburg,22,27.4,7,630,90,100,7.0,77,81,46,30,19,33,1.86,14,12,2,0.29,14.0,7.4,6.5,0.93
vs Bayern Munich,20,26.1,7,630,90,100,7.0,77,82,43,34,22,28,0.0,4,27,-23,-3.29,4.8,18.8,-14.0,-2.0
vs Dortmund,22,27.3,7,630,90,100,7.0,77,83,44,31,22,32,0.71,6,13,-7,-1.0,7.5,11.7,-4.1,-0.59
vs Eint Frankfurt,22,27.2,7,630,90,100,7.0,77,81,44,32,21,31,1.43,18,19,-1,-0.14,10.1,10.9,-0.7,-0.11
vs Freiburg,23,25.8,7,630,90,100,7.0,77,82,43,34,18,28,1.29,11,11,0,0.0,8.8,10.3,-1.5,-0.22
vs Gladbach,23,26.1,7,630,90,100,7.0,77,81,45,33,21,30,2.14,15,6,9,1.29,9.4,8.1,1.3,0.18
vs Hamburger SV,25,27.2,7,630,90,100,7.0,77,82,45,33,20,30,1.57,10,7,3,0.43,11.1,7.9,3.2,0.45
vs Heidenheim,24,25.8,7,630,90,100,7.0,77,79,45,32,18,30,2.29,13,6,7,1.0,12.6,10.0,2.6,0.38
vs Hoffenheim,21,26.8,7,630,90,100,7.0,77,82,43,33,20,30,1.43,12,12,0,0.0,11.1,11.3,-0.2,-0.03
vs Köln,22,26.6,7,630,90,100,7.0,77,79,42,34,17,29,1.14,10,12,-2,-0.29,11.2,9.6,1.6,0.22
vs Leverkusen,24,26.4,7,630,90,100,7.0,77,81,43,33,20,30,0.71,11,16,-5,-0.71,8.0,13.4,-5.5,-0.78
vs Mainz 05,23,26.3,7,630,90,100,7.0,77,79,44,33,22,30,2.29,14,8,6,0.86,11.6,9.7,1.8,0.26
vs RB Leipzig,22,27.1,7,630,90,100,7.0,77,83,42,35,22,28,0.57,9,10,-1,-0.14,10.8,12.4,-1.6,-0.22
vs St. Pauli,18,26.3,7,630,90,100,7.0,77,83,43,32,20,31,1.86,12,8,4,0.57,9.9,7.9,1.9,0.28
vs Stuttgart,22,26.7,7,630,90,100,7.0,77,83,44,32,15,31,0.86,6,11,-5,-0.71,6.7,9.7,-3.0,-0.43
vs Union Berlin,19,25.9,8,720,90,100,8.0,88,81,48,39,17,32,1.63,15,11,4,0.5,14.4,9.7,4.8,0.6
vs Werder Bremen,23,27.0,8,720,90,100,8.0,88,83,50,38,21,34,1.38,16,12,4,0.5,16.6,11.1,5.5,0.69
vs Wolfsburg,22,26.5,7,630,90,100,7.0,77,82,46,31,18,31,2.0,13,8,5,0.71,11.3,9.9,1.4,0.2
