Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Augsburg,22,27.4,53.1,7,77,630,7.0,14,9,23,13,1,2,15,1,14.0,12.3,9.3,21.6,97,269,2.0,1.29,3.29,1.86,3.14,2.0,1.33,3.33,1.76,3.09
vs Bayern Munich,20,26.1,38.3,7,77,630,7.0,4,3,7,4,0,0,11,0,4.8,4.8,3.9,8.7,97,199,0.57,0.43,1.0,0.57,1.0,0.68,0.56,1.24,0.68,1.24
vs Dortmund,22,27.3,44.9,7,77,630,7.0,6,4,10,5,1,1,10,2,7.5,6.8,5.1,11.9,88,195,0.86,0.57,1.43,0.71,1.29,1.08,0.72,1.8,0.97,1.69
vs Eint Frankfurt,22,27.2,45.4,7,77,630,7.0,18,13,31,17,1,1,17,2,10.1,9.3,7.9,17.3,113,236,2.57,1.86,4.43,2.43,4.29,1.45,1.13,2.58,1.33,2.47
vs Freiburg,23,25.8,50.1,7,77,630,7.0,11,7,18,11,0,1,20,0,8.8,8.0,6.3,14.3,105,227,1.57,1.0,2.57,1.57,2.57,1.25,0.9,2.16,1.14,2.04
vs Gladbach,23,26.1,49.0,7,77,630,7.0,15,12,27,14,1,1,16,0,9.4,8.7,7.2,15.9,117,213,2.14,1.71,3.86,2.0,3.71,1.35,1.03,2.38,1.24,2.27
vs Hamburger SV,25,27.2,54.4,7,77,630,7.0,10,9,19,9,1,2,16,0,11.1,9.7,7.6,17.3,105,326,1.43,1.29,2.71,1.29,2.57,1.59,1.09,2.68,1.38,2.47
vs Heidenheim,24,25.8,57.4,7,77,630,7.0,13,11,24,12,1,1,23,0,12.6,11.8,9.4,21.2,161,350,1.86,1.57,3.43,1.71,3.29,1.8,1.35,3.15,1.69,3.03
vs Hoffenheim,21,26.8,48.4,7,77,630,7.0,12,8,20,10,2,2,10,1,11.1,9.6,7.0,16.6,88,214,1.71,1.14,2.86,1.43,2.57,1.59,1.0,2.59,1.37,2.37
vs Köln,22,26.6,53.6,7,77,630,7.0,10,4,14,8,2,2,11,1,11.2,9.6,6.8,16.4,110,271,1.43,0.57,2.0,1.14,1.71,1.6,0.98,2.57,1.37,2.35
vs Leverkusen,24,26.4,43.4,7,77,630,7.0,11,5,16,9,2,2,26,1,8.0,6.4,5.4,11.8,96,254,1.57,0.71,2.29,1.29,2.0,1.14,0.77,1.91,0.92,1.69
vs Mainz 05,23,26.3,48.1,7,77,630,7.0,14,11,25,13,1,1,13,1,11.6,10.8,9.3,20.1,102,206,2.0,1.57,3.57,1.86,3.43,1.65,1.33,2.98,1.55,2.88
vs RB Leipzig,22,27.1,51.4,7,77,630,7.0,9,8,17,9,0,0,15,0,10.8,10.8,9.5,20.3,124,323,1.29,1.14,2.43,1.29,2.43,1.55,1.35,2.9,1.55,2.9
vs St. Pauli,18,26.3,47.9,7,77,630,7.0,12,10,22,12,0,2,21,2,9.9,8.3,7.2,15.4,90,241,1.71,1.43,3.14,1.71,3.14,1.41,1.02,2.43,1.18,2.2
vs Stuttgart,22,26.7,40.9,7,77,630,7.0,6,3,9,5,1,1,11,1,6.7,5.9,4.3,10.2,72,197,0.86,0.43,1.29,0.71,1.14,0.96,0.62,1.58,0.85,1.46
vs Union Berlin,19,25.9,66.4,8,88,720,8.0,15,8,23,12,3,3,18,1,14.4,12.1,8.4,20.5,193,415,1.87,1.0,2.87,1.5,2.5,1.81,1.05,2.86,1.51,2.56
vs Werder Bremen,23,27.0,52.3,8,88,720,8.0,15,11,26,12,3,3,11,0,16.6,14.2,12.2,26.4,131,368,1.87,1.37,3.25,1.5,2.87,2.07,1.53,3.6,1.78,3.31
vs Wolfsburg,22,26.5,52.3,7,77,630,7.0,13,9,22,12,1,2,16,0,11.3,9.8,7.5,17.3,137,273,1.86,1.29,3.14,1.71,3.0,1.62,1.08,2.7,1.39,2.47
