Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Augsburg,1,7.0,14,1,1,0,0,14.9,0.36,0.9,0.13,38,121,31.4,233,23,36.1,34.6,61,60.7,46.6,92,7,7.6,19,2.71,15.3
Bayern Munich,1,7.0,4,0,1,0,0,3.8,0.27,-0.2,-0.03,35,78,44.9,266,34,26.3,30.2,41,19.5,25.6,73,1,1.4,24,3.43,22.8
Dortmund,1,7.0,6,1,0,1,0,6.7,0.27,0.7,0.1,26,69,37.7,171,26,35.1,32.2,44,20.5,25.0,90,2,2.2,6,0.86,14.5
Eint Frankfurt,2,7.0,18,1,3,2,0,13.7,0.35,-4.3,-0.61,19,83,22.9,219,36,31.1,31.7,59,25.4,29.0,72,4,5.6,10,1.43,15.4
Freiburg,1,7.0,11,0,0,2,0,10.8,0.34,-0.2,-0.03,59,145,40.7,261,22,46.7,38.3,37,62.2,49.2,87,5,5.7,10,1.43,15.5
Gladbach,1,7.0,15,1,0,4,0,11.5,0.32,-3.5,-0.51,19,51,37.3,163,29,25.8,26.4,53,17.0,21.4,82,5,6.1,11,1.57,16.2
Hamburger SV,1,7.0,10,1,0,2,0,9.9,0.22,-0.1,-0.02,35,101,34.7,278,22,30.2,29.7,54,31.5,32.7,103,4,3.9,5,0.71,12.0
Heidenheim,1,7.0,13,1,0,0,0,14.3,0.36,1.3,0.18,59,162,36.4,316,31,39.9,38.3,75,48.0,42.1,99,10,10.1,9,1.29,12.0
Hoffenheim,1,7.0,12,2,0,3,0,10.7,0.32,-1.3,-0.18,31,90,34.4,194,19,39.7,34.1,45,28.9,28.2,108,5,4.6,24,3.43,18.5
Köln,1,7.0,10,2,2,2,0,11.3,0.34,1.3,0.19,59,160,36.9,258,18,42.6,37.0,68,73.5,54.1,131,2,1.5,6,0.86,15.8
Leverkusen,1,7.0,11,2,0,4,0,9.5,0.25,-1.5,-0.22,28,92,30.4,211,24,27.0,31.0,61,57.4,44.2,93,3,3.2,10,1.43,15.1
Mainz 05,2,7.0,14,1,0,1,0,10.3,0.29,-3.7,-0.53,35,121,28.9,196,20,48.5,42.0,51,51.0,46.0,72,7,9.7,13,1.86,15.0
RB Leipzig,1,7.0,9,0,0,1,0,7.7,0.31,-1.3,-0.19,20,73,27.4,205,28,24.4,29.1,64,35.9,31.1,116,6,5.2,8,1.14,13.5
St. Pauli,1,7.0,12,0,0,0,0,12.8,0.31,0.8,0.12,17,64,26.6,238,27,26.5,28.3,35,2.9,11.1,47,5,10.6,8,1.14,14.8
Stuttgart,1,7.0,6,1,0,0,0,6.9,0.24,0.9,0.12,39,80,48.8,233,36,27.5,30.2,42,38.1,34.6,115,9,7.8,9,1.29,14.3
Union Berlin,1,8.0,15,3,0,1,0,15.9,0.31,0.9,0.11,51,166,30.7,199,27,56.8,40.2,66,80.3,55.3,126,12,9.5,6,0.75,11.1
Werder Bremen,2,8.0,16,3,0,1,1,15.0,0.29,0.0,-0.01,27,71,38.0,264,48,20.5,26.1,78,21.8,23.3,135,13,9.6,15,1.88,12.6
Wolfsburg,1,7.0,13,1,1,2,0,12.9,0.34,-0.1,-0.01,25,81,30.9,216,44,25.5,30.8,62,41.9,34.5,140,6,4.3,6,0.86,11.5
