Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
vs Augsburg,22,7.0,14,93,34,36.6,13.29,4.86,0.14,0.38,16.4,3,1,2,14.0,12.3,0.13,0.0,0.7
vs Bayern Munich,20,7.0,4,67,14,20.9,9.57,2.0,0.06,0.29,17.2,2,0,0,4.8,4.8,0.07,-0.8,-0.8
vs Dortmund,22,7.0,6,73,22,30.1,10.43,3.14,0.07,0.23,17.3,1,1,1,7.5,6.8,0.1,-1.5,-1.8
vs Eint Frankfurt,22,7.0,18,90,37,41.1,12.86,5.29,0.19,0.46,16.7,4,1,1,10.1,9.3,0.11,7.9,7.7
vs Freiburg,23,7.0,11,82,29,35.4,11.71,4.14,0.13,0.38,17.2,2,0,1,8.8,8.0,0.1,2.2,3.0
vs Gladbach,23,7.0,15,93,33,35.5,13.29,4.71,0.15,0.42,17.2,1,1,1,9.4,8.7,0.09,5.6,5.3
vs Hamburger SV,25,7.0,10,106,37,34.9,15.14,5.29,0.08,0.24,17.5,4,1,2,11.1,9.7,0.09,-1.1,-0.7
vs Heidenheim,24,7.0,13,109,38,34.9,15.57,5.43,0.11,0.32,17.0,3,1,1,12.6,11.8,0.11,0.4,0.2
vs Hoffenheim,21,7.0,12,78,29,37.2,11.14,4.14,0.13,0.34,17.1,3,2,2,11.1,9.6,0.13,0.9,0.4
vs Köln,22,7.0,10,101,29,28.7,14.43,4.14,0.08,0.28,16.5,3,2,2,11.2,9.6,0.1,-1.2,-1.6
vs Leverkusen,24,7.0,11,81,29,35.8,11.57,4.14,0.11,0.31,18.8,3,2,2,8.0,6.4,0.08,3.0,2.6
vs Mainz 05,23,7.0,14,104,32,30.8,14.86,4.57,0.13,0.41,17.7,6,1,1,11.6,10.8,0.11,2.4,2.2
vs RB Leipzig,22,7.0,9,102,25,24.5,14.57,3.57,0.09,0.36,16.2,2,0,0,10.8,10.8,0.11,-1.8,-1.8
vs St. Pauli,18,7.0,12,72,34,47.2,10.29,4.86,0.17,0.35,17.8,3,0,2,9.9,8.3,0.12,2.1,3.7
vs Stuttgart,22,7.0,6,76,24,31.6,10.86,3.43,0.07,0.21,16.3,2,1,1,6.7,5.9,0.08,-0.7,-0.9
vs Union Berlin,19,8.0,15,117,41,35.0,14.63,5.12,0.1,0.29,18.9,3,3,3,14.4,12.1,0.1,0.6,-0.1
vs Werder Bremen,23,8.0,15,136,40,29.4,17.0,5.0,0.09,0.3,18.4,9,3,3,16.6,14.2,0.11,-1.6,-2.2
vs Wolfsburg,22,7.0,13,93,34,36.6,13.29,4.86,0.13,0.35,17.3,3,1,2,11.3,9.8,0.11,1.7,2.2
