Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Arsenal,22,8.0,3567,4291,83.1,62881,19472,1554,1721,90.3,1674,1864,89.8,282,530,53.2,10,7.6,9.2,2.4,80,260,86,11,361
Aston Villa,23,8.0,3247,3926,82.7,56853,18811,1453,1587,91.6,1436,1613,89.0,286,530,54.0,7,4.8,6.2,2.2,60,267,65,14,308
Bournemouth,23,8.0,2877,3722,77.3,51438,18164,1251,1400,89.4,1268,1487,85.3,294,629,46.7,10,7.0,6.7,3.0,69,264,64,17,293
Brentford,20,8.0,2285,3016,75.8,42720,16735,956,1098,87.1,990,1185,83.5,277,571,48.5,7,7.4,5.9,-0.4,59,162,41,15,195
Brighton,21,8.0,2766,3450,80.2,49293,17707,1224,1362,89.9,1214,1394,87.1,259,500,51.8,8,8.2,6.3,-0.2,69,239,53,19,276
Burnley,22,8.0,2031,2775,73.2,35813,13799,1002,1140,87.9,755,935,80.7,215,513,41.9,8,4.4,3.8,3.6,46,152,33,14,174
Chelsea,25,8.0,3836,4529,84.7,65381,20191,1801,1957,92.0,1684,1853,90.9,283,549,51.5,11,9.0,7.7,2.0,75,298,62,10,312
Crystal Palace,20,8.0,2470,3225,76.6,45640,17352,1032,1184,87.2,1118,1293,86.5,272,579,47.0,5,11.2,9.4,-6.2,69,179,60,15,251
Everton,19,8.0,2563,3342,76.7,48025,17659,1099,1255,87.6,1133,1344,84.3,288,579,49.7,7,8.3,7.4,-1.3,68,206,65,17,261
Fulham,21,8.0,2996,3738,80.1,53405,18704,1289,1445,89.2,1362,1553,87.7,285,562,50.7,5,6.3,6.4,-1.3,62,230,73,18,273
Leeds United,22,9.0,3332,4176,79.8,59870,20733,1425,1605,88.8,1496,1707,87.6,314,629,49.9,3,8.0,6.3,-5.0,81,246,56,27,281
Liverpool,22,8.0,3783,4567,82.8,65263,22102,1758,1938,90.7,1648,1867,88.3,303,572,53.0,10,11.3,7.8,-1.3,95,340,85,19,401
Manchester City,23,8.0,4189,4835,86.6,65257,19782,2248,2412,93.2,1608,1771,90.8,223,428,52.1,13,12.7,10.6,0.3,81,290,66,11,322
Manchester Utd,20,8.0,2951,3778,78.1,51914,18251,1417,1615,87.7,1135,1345,84.4,312,618,50.5,6,9.2,8.0,-3.2,89,242,70,27,312
Newcastle Utd,21,8.0,2905,3747,77.5,51452,18684,1329,1532,86.7,1256,1469,85.5,274,592,46.3,5,7.7,6.6,-2.7,77,252,63,18,350
Nott'ham Forest,25,8.0,3627,4388,82.7,61207,20327,1731,1883,91.9,1580,1791,88.2,255,541,47.1,3,7.3,6.4,-4.3,70,329,75,24,377
Sunderland,23,8.0,2576,3364,76.6,46097,16338,1146,1302,88.0,1090,1278,85.3,270,586,46.1,6,5.1,3.7,0.9,53,202,40,15,227
Tottenham,20,8.0,3196,3935,81.2,59105,19763,1262,1407,89.7,1581,1759,89.9,304,609,49.9,11,6.4,5.7,4.6,63,273,59,22,303
West Ham,25,9.0,3224,4053,79.5,54289,18644,1549,1724,89.8,1291,1477,87.4,272,598,45.5,5,5.9,5.9,-0.9,67,232,58,17,291
Wolves,23,8.0,2888,3687,78.3,55159,18869,1142,1336,85.5,1386,1592,87.1,315,630,50.0,3,4.7,5.1,-1.7,58,227,70,36,245
