Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Arsenal,22,26.9,8,720,90,100,8.0,88,80,52,36,22,36,0.5,3,15,-12,-1.5,4.7,13.6,-8.9,-1.11
vs Aston Villa,23,27.1,8,720,90,100,8.0,88,82,53,34,17,37,1.13,8,8,0,0.0,10.6,6.3,4.3,0.54
vs Bournemouth,23,27.1,8,720,90,100,8.0,88,82,55,32,28,40,0.75,11,14,-3,-0.37,10.7,10.4,0.3,0.04
vs Brentford,20,26.5,8,720,90,100,8.0,88,84,56,33,25,39,1.63,12,11,1,0.12,10.0,10.7,-0.7,-0.08
vs Brighton,21,26.6,8,720,90,100,8.0,88,79,51,36,17,36,1.13,11,12,-1,-0.12,10.5,12.1,-1.6,-0.2
vs Burnley,22,26.4,8,720,90,100,8.0,88,84,52,37,21,35,2.0,15,9,6,0.75,15.8,5.4,10.4,1.31
vs Chelsea,25,26.9,8,720,90,100,8.0,88,76,53,34,23,38,1.0,9,16,-7,-0.87,11.9,12.5,-0.7,-0.08
vs Crystal Palace,20,26.6,8,720,90,100,8.0,88,86,54,34,18,38,0.88,8,12,-4,-0.5,10.8,17.1,-6.3,-0.79
vs Everton,19,26.7,8,720,90,100,8.0,88,85,54,34,18,38,1.38,9,9,0,0.0,11.9,10.8,1.1,0.13
vs Fulham,21,26.2,8,720,90,100,8.0,88,80,54,36,20,36,1.75,12,8,4,0.5,10.7,7.7,3.0,0.38
vs Leeds United,22,26.8,9,810,90,100,9.0,99,83,60,39,25,42,1.56,14,9,5,0.56,9.0,11.6,-2.6,-0.29
vs Liverpool,22,26.9,8,720,90,100,8.0,88,81,52,34,19,38,1.13,11,14,-3,-0.37,9.2,13.6,-4.3,-0.54
vs Manchester City,23,26.7,8,720,90,100,8.0,88,82,50,38,17,34,0.88,6,17,-11,-1.37,8.2,14.4,-6.3,-0.78
vs Manchester Utd,20,26.2,8,720,90,100,8.0,88,81,50,37,25,35,1.25,12,11,1,0.12,12.5,14.9,-2.4,-0.3
vs Newcastle Utd,21,26.6,8,720,90,100,8.0,88,82,54,33,19,39,1.5,7,7,0,0.0,5.7,9.8,-4.1,-0.52
vs Nott'ham Forest,25,26.2,8,720,90,100,8.0,88,82,56,31,20,41,2.13,15,5,10,1.25,14.1,8.7,5.3,0.67
vs Sunderland,23,27.0,8,720,90,100,8.0,88,81,56,32,17,40,1.0,6,9,-3,-0.37,9.5,7.4,2.1,0.27
vs Tottenham,20,26.9,8,720,90,100,8.0,88,84,49,38,23,34,1.0,7,14,-7,-0.87,9.0,8.2,0.8,0.1
vs West Ham,25,26.2,9,810,90,100,9.0,99,82,63,36,19,45,2.44,20,7,13,1.44,14.9,7.6,7.3,0.82
vs Wolves,23,26.8,8,720,90,100,8.0,88,79,52,36,16,36,2.5,16,5,11,1.37,10.0,6.9,3.1,0.39
