Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
vs Arsenal,22,8.0,2365,3049,77.6,42175,15255,1086,1230,88.3,946,1120,84.5,252,529,47.6,2,4.2,3.0,-2.2,57,170,39,6,195
vs Aston Villa,23,8.0,2442,3104,78.7,44519,16080,1100,1227,89.6,1021,1170,87.3,268,530,50.6,5,7.9,6.0,-2.9,69,206,43,17,227
vs Bournemouth,23,8.0,2770,3625,76.4,51308,20493,1197,1375,87.1,1199,1428,84.0,315,628,50.2,7,8.0,6.5,-1.0,63,226,60,15,265
vs Brentford,20,8.0,3608,4369,82.6,59677,19731,1832,2013,91.0,1401,1598,87.7,290,549,52.8,7,6.6,6.0,0.4,73,281,66,19,304
vs Brighton,21,8.0,3176,3922,81.0,55818,20102,1485,1661,89.4,1319,1495,88.2,310,589,52.6,6,7.3,7.0,-1.3,66,239,56,12,285
vs Burnley,22,8.0,4338,5130,84.6,72107,21842,2134,2322,91.9,1799,2025,88.8,312,539,57.9,8,11.5,10.9,-3.5,115,372,101,43,394
vs Chelsea,25,8.0,2573,3250,79.2,46057,17097,1112,1257,88.5,1161,1345,86.3,246,493,49.9,9,10.5,7.1,-1.5,63,197,58,20,263
vs Crystal Palace,20,8.0,3566,4328,82.4,65124,20436,1449,1593,91.0,1739,1937,89.8,320,602,53.2,3,6.7,7.7,-3.7,66,305,66,18,349
vs Everton,19,8.0,3548,4312,82.3,59249,18866,1720,1909,90.1,1492,1672,89.2,245,526,46.6,7,7.9,7.6,-0.9,77,263,65,16,318
vs Fulham,21,8.0,3204,3911,81.9,57742,19738,1344,1486,90.4,1497,1675,89.4,292,563,51.9,8,6.2,6.3,1.8,61,286,60,9,329
vs Leeds United,22,9.0,3784,4652,81.3,68464,22127,1567,1769,88.6,1812,2056,88.1,348,644,54.0,10,6.0,6.0,4.0,63,301,64,27,340
vs Liverpool,22,8.0,1988,2817,70.6,36638,13820,902,1060,85.1,789,959,82.3,244,632,38.6,9,7.4,5.6,1.6,60,156,55,18,208
vs Manchester City,23,8.0,2638,3338,79.0,49042,16750,1138,1288,88.4,1177,1347,87.4,279,557,50.1,4,5.3,5.1,-1.3,54,211,55,13,213
vs Manchester Utd,20,8.0,2841,3649,77.9,49118,18219,1342,1525,88.0,1151,1354,85.0,259,546,47.4,9,10.0,8.3,-1.0,62,208,59,13,280
vs Newcastle Utd,21,8.0,2882,3699,77.9,49720,16980,1346,1513,89.0,1214,1418,85.6,247,588,42.0,6,4.7,5.1,1.3,57,218,61,13,288
vs Nott'ham Forest,25,8.0,2790,3517,79.3,48633,17565,1272,1422,89.5,1180,1370,86.1,258,530,48.7,10,10.1,7.1,-0.1,79,220,62,18,283
vs Sunderland,23,8.0,3476,4262,81.6,60548,19354,1549,1705,90.9,1569,1770,88.6,287,598,48.0,5,6.0,6.8,-1.0,69,292,78,32,356
vs Tottenham,20,8.0,2508,3204,78.3,44931,16414,1071,1197,89.5,1145,1315,87.1,230,528,43.6,3,6.6,5.5,-3.6,71,194,49,16,244
vs West Ham,25,9.0,3720,4554,81.7,65153,22164,1662,1830,90.8,1688,1918,88.0,306,616,49.7,13,10.9,10.0,2.1,94,265,82,20,348
vs Wolves,23,8.0,3092,3852,80.3,55039,19054,1360,1521,89.4,1406,1605,87.6,275,558,49.3,12,8.6,7.4,3.4,72,280,65,21,324
