Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
vs Arsenal,22,8.0,3049,2676,367,92,12,22,88,156,28,15,10,1,2365,6,55
vs Aston Villa,23,8.0,3104,2754,329,89,16,28,141,124,43,33,3,1,2442,21,67
vs Bournemouth,23,8.0,3625,3217,395,112,11,9,139,168,31,19,9,0,2770,13,81
vs Brentford,20,8.0,4369,3990,366,104,18,26,142,160,35,20,4,0,3608,13,84
vs Brighton,21,8.0,3922,3527,387,114,9,15,135,149,32,25,3,0,3176,8,82
vs Burnley,22,8.0,5130,4759,361,91,16,21,232,154,55,29,15,2,4338,10,87
vs Chelsea,25,8.0,3250,2853,384,99,19,16,133,165,37,17,9,0,2573,13,54
vs Crystal Palace,20,8.0,4328,3935,384,95,20,21,182,160,48,27,14,0,3566,9,81
vs Everton,19,8.0,4312,3912,385,89,21,17,125,184,39,22,13,0,3548,15,63
vs Fulham,21,8.0,3911,3515,378,119,22,27,131,139,45,33,3,2,3204,18,61
vs Leeds United,22,9.0,4652,4213,430,94,8,15,169,218,26,19,6,0,3784,9,74
vs Liverpool,22,8.0,2817,2428,378,76,10,10,126,143,40,22,9,2,1988,11,64
vs Manchester City,23,8.0,3338,2997,325,69,18,37,125,139,32,26,3,2,2638,16,53
vs Manchester Utd,20,8.0,3649,3245,390,93,20,20,152,168,37,21,11,0,2841,14,71
vs Newcastle Utd,21,8.0,3699,3328,360,97,16,14,128,142,39,27,4,1,2882,11,60
vs Nott'ham Forest,25,8.0,3517,3168,341,96,15,17,152,124,39,22,11,0,2790,8,68
vs Sunderland,23,8.0,4262,3900,353,75,10,14,183,161,36,24,6,0,3476,9,68
vs Tottenham,20,8.0,3204,2801,394,108,9,14,120,144,43,26,10,1,2508,9,60
vs West Ham,25,9.0,4554,4139,403,105,17,16,196,157,64,46,10,1,3720,12,67
vs Wolves,23,8.0,3852,3438,401,113,18,17,160,171,44,33,5,1,3092,13,64
