Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Arsenal,22,8.0,208,26.0,145,16,12,23,11,1,27,3.38,15,2,3,4,2,1
Aston Villa,23,8.0,148,18.5,117,14,2,7,5,3,14,1.75,13,0,1,0,0,0
Bournemouth,23,8.0,181,22.62,135,11,12,6,11,6,27,3.38,19,2,3,0,2,1
Brentford,20,8.0,128,16.0,86,21,7,9,4,1,17,2.12,11,3,2,1,0,0
Brighton,21,8.0,160,20.0,113,12,11,9,9,6,18,2.25,12,0,2,3,1,0
Burnley,22,8.0,104,13.0,70,14,3,8,8,1,16,2.0,11,1,1,3,0,0
Chelsea,25,8.0,185,23.12,136,13,10,13,8,5,29,3.62,20,4,1,3,1,0
Crystal Palace,20,8.0,185,23.12,126,22,8,19,8,2,22,2.75,15,1,0,3,2,1
Everton,19,8.0,162,20.25,116,15,11,8,10,2,17,2.12,15,0,0,1,1,0
Fulham,21,8.0,145,18.12,110,13,6,11,3,2,10,1.25,7,1,0,2,0,0
Leeds United,22,9.0,187,20.78,127,18,6,21,5,10,13,1.44,4,2,0,5,1,1
Liverpool,22,8.0,216,27.0,174,13,9,14,5,1,25,3.12,21,0,1,2,1,0
Manchester City,23,8.0,184,23.0,142,10,18,11,3,0,27,3.38,24,0,3,0,0,0
Manchester Utd,20,8.0,216,27.0,152,17,9,23,11,4,16,2.0,11,0,1,3,1,0
Newcastle Utd,21,8.0,175,21.87,127,18,8,10,7,5,13,1.62,8,0,1,0,3,1
Nott'ham Forest,25,8.0,165,20.62,133,10,7,10,1,4,10,1.25,8,0,2,0,0,0
Sunderland,23,8.0,133,16.62,87,19,7,12,5,3,14,1.75,10,1,0,1,2,0
Tottenham,20,8.0,150,18.75,113,14,8,8,5,2,24,3.0,19,1,2,1,0,1
West Ham,25,9.0,145,16.11,103,18,11,7,5,1,11,1.22,9,1,0,0,1,0
Wolves,23,8.0,149,18.62,110,14,9,4,8,4,7,0.87,6,0,0,1,0,0
