Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Arsenal,1,8,8,720,8.0,3,0.37,18,15,83.3,6,1,1,5,62.5,0,0,0,0,
Aston Villa,2,8,8,720,8.0,8,1.0,23,15,69.6,3,3,2,2,25.0,1,1,0,0,0.0
Bournemouth,1,8,8,720,8.0,11,1.37,34,23,70.6,4,3,1,3,37.5,1,1,0,0,0.0
Brentford,1,8,8,720,8.0,12,1.5,30,18,63.3,3,1,4,2,25.0,2,1,1,0,50.0
Brighton,1,8,8,720,8.0,11,1.37,25,16,60.0,3,3,2,0,0.0,1,1,0,0,0.0
Burnley,1,8,8,720,8.0,15,1.87,44,32,70.5,2,1,5,2,25.0,2,2,0,0,0.0
Chelsea,2,8,8,718,8.0,9,1.13,24,15,62.5,4,2,2,3,37.5,0,0,0,0,
Crystal Palace,1,8,8,720,8.0,8,1.0,26,18,73.1,3,4,1,3,37.5,1,1,0,0,0.0
Everton,1,8,8,720,8.0,9,1.13,31,21,74.2,3,2,3,2,25.0,2,1,1,0,50.0
Fulham,1,8,8,720,8.0,12,1.5,34,23,70.6,2,2,4,1,12.5,3,2,0,1,0.0
Leeds United,2,9,9,810,9.0,14,1.56,31,18,58.1,3,2,4,2,22.2,1,1,0,0,0.0
Liverpool,2,8,8,720,8.0,11,1.37,26,15,57.7,5,0,3,2,25.0,0,0,0,0,
Manchester City,2,8,8,720,8.0,6,0.75,24,18,79.2,5,1,2,4,50.0,1,1,0,0,0.0
Manchester Utd,2,8,8,720,8.0,12,1.5,33,21,63.6,4,1,3,1,12.5,0,0,0,0,
Newcastle Utd,1,8,8,720,8.0,7,0.87,29,22,75.9,2,3,3,5,62.5,0,0,0,0,
Nott'ham Forest,1,8,8,720,8.0,15,1.87,43,28,72.1,1,2,5,0,0.0,3,3,0,0,0.0
Sunderland,1,8,8,720,8.0,6,0.75,32,25,81.3,4,2,2,4,50.0,1,0,1,0,100.0
Tottenham,1,8,8,720,8.0,7,0.87,31,24,77.4,4,2,2,3,37.5,0,0,0,0,
West Ham,2,9,9,810,9.0,20,2.22,45,25,57.8,1,1,7,1,11.1,1,1,0,0,0.0
Wolves,2,8,8,720,8.0,16,2.0,31,16,48.4,0,2,6,0,0.0,0,0,0,0,
