Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Arsenal,22,8.0,4291,3941,339,84,30,17,169,143,63,48,7,0,3567,11,62
Aston Villa,23,8.0,3926,3523,390,125,22,10,142,134,44,24,6,0,3247,13,72
Bournemouth,23,8.0,3722,3318,386,92,15,10,156,164,45,36,3,0,2877,18,84
Brentford,20,8.0,3016,2655,350,82,7,4,134,147,43,17,16,3,2285,11,38
Brighton,21,8.0,3450,3074,358,96,9,21,117,137,38,23,3,1,2766,18,61
Burnley,22,8.0,2775,2425,334,74,8,31,88,118,22,17,1,1,2031,16,67
Chelsea,25,8.0,4529,4133,379,106,18,18,132,143,47,28,3,0,3836,17,52
Crystal Palace,20,8.0,3225,2861,352,94,23,16,119,135,29,25,1,0,2470,12,63
Everton,19,8.0,3342,2946,389,112,17,23,129,167,28,21,1,1,2563,7,63
Fulham,21,8.0,3738,3340,384,102,13,28,162,156,38,24,11,1,2996,14,77
Leeds United,22,9.0,4176,3771,396,112,8,12,163,154,36,17,17,1,3332,9,82
Liverpool,22,8.0,4567,4163,395,95,25,10,174,182,45,19,19,0,3783,9,60
Manchester City,23,8.0,4835,4450,379,106,27,17,100,168,40,19,16,1,4189,6,84
Manchester Utd,20,8.0,3778,3397,369,103,22,36,137,159,33,26,0,3,2951,12,65
Newcastle Utd,21,8.0,3747,3347,394,104,15,20,179,180,48,21,22,1,2905,6,72
Nott'ham Forest,25,8.0,4388,4006,373,96,11,17,207,157,38,22,11,0,3627,9,74
Sunderland,23,8.0,3364,3005,350,89,8,16,139,144,29,24,0,1,2576,9,75
Tottenham,20,8.0,3935,3537,380,80,4,25,185,162,48,43,1,0,3196,18,69
West Ham,25,9.0,4053,3603,438,97,15,25,163,191,49,27,17,0,3224,12,80
Wolves,23,8.0,3687,3300,376,81,8,20,164,185,30,25,3,0,2888,11,64
