Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Anderlecht,2,30.0,50,4,3,6,4,49.3,0.34,3.3,0.11,166,452,36.7,790,127,46.1,38.5,217,40.6,36.0,463,29,6.3,13,0.43,9.1
vs Antwerp,1,30.0,46,2,1,6,3,40.4,0.27,-2.6,-0.09,192,433,44.3,730,114,45.9,38.5,224,43.8,35.5,369,12,3.3,24,0.8,13.0
vs Beerschot,2,30.0,26,1,0,0,1,31.0,0.26,6.0,0.2,119,313,38.0,643,116,35.8,33.9,189,43.9,36.7,361,20,5.5,33,1.1,13.1
vs Cercle Brugge,2,30.0,29,2,0,9,0,43.0,0.31,14.0,0.47,208,596,34.9,993,161,45.5,39.4,275,52.4,39.7,506,27,5.3,23,0.77,12.3
vs Charleroi,3,30.0,36,4,1,2,0,49.7,0.33,13.7,0.46,168,456,36.8,846,121,38.7,35.3,266,48.5,38.8,514,30,5.8,29,0.97,12.9
vs Club Brugge,2,30.0,65,4,0,3,0,74.8,0.37,9.8,0.33,158,437,36.2,823,134,40.0,36.0,241,44.8,35.3,499,30,6.0,36,1.2,12.0
vs Dender,3,30.0,33,2,0,7,2,31.4,0.33,0.4,0.01,145,406,35.7,769,128,40.6,37.4,220,42.7,34.5,417,24,5.8,37,1.23,14.4
vs Genk,2,30.0,55,8,0,4,1,61.3,0.32,7.3,0.24,197,459,42.9,894,125,39.3,35.7,244,44.3,36.5,467,27,5.8,34,1.13,12.3
vs Gent,3,30.0,41,3,0,6,1,43.5,0.32,3.5,0.12,178,504,35.3,911,118,43.1,37.3,239,46.4,37.0,418,29,6.9,40,1.33,13.8
vs Kortrijk,4,30.0,28,1,0,8,1,38.5,0.37,11.5,0.38,161,463,34.8,880,124,43.0,37.8,228,37.3,32.5,495,39,7.9,26,0.87,11.1
vs Mechelen,1,30.0,45,2,1,6,2,51.4,0.33,8.4,0.28,154,449,34.3,782,116,45.5,37.9,197,47.2,36.4,399,17,4.3,37,1.23,14.2
vs OH Leuven,2,30.0,28,3,0,2,1,28.3,0.28,1.3,0.04,115,334,34.4,753,117,36.3,34.3,237,25.7,27.0,373,22,5.9,36,1.2,14.1
vs Sint-Truiden,2,30.0,41,3,0,2,3,43.3,0.31,5.3,0.18,128,386,33.2,844,130,36.3,34.2,218,36.7,32.3,476,27,5.7,25,0.83,12.9
vs Standard Liège,4,30.0,22,8,0,1,0,33.0,0.26,11.0,0.37,118,303,38.9,838,103,30.4,33.2,167,28.7,30.9,345,26,7.5,35,1.17,14.2
vs Union SG,1,30.0,49,6,1,6,3,59.0,0.34,13.0,0.43,155,466,33.3,921,121,42.6,37.9,264,28.0,29.2,423,15,3.5,41,1.37,14.8
vs Westerlo,4,30.0,50,5,1,10,0,61.7,0.34,11.7,0.39,147,395,37.2,836,152,36.0,33.7,269,34.9,31.5,505,35,6.9,29,0.97,11.8
