Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Birmingham City,25,27.4,11,990,90,100,11.0,121,82,69,50,19,49,1.36,11,14,-3,-0.27,15.2,11.5,3.7,0.33
Blackburn,23,27.3,10,900,90,100,10.0,110,82,66,43,20,47,0.7,8,16,-8,-0.8,12.4,11.4,1.0,0.1
Bristol City,21,26.3,11,990,90,100,11.0,121,83,77,44,19,55,1.73,19,11,8,0.73,17.0,13.7,3.2,0.29
Charlton Ath,21,27.2,11,990,90,100,11.0,121,83,71,49,17,50,1.64,13,9,4,0.36,12.0,12.7,-0.7,-0.06
Coventry City,22,26.5,11,990,90,100,11.0,121,84,78,44,16,55,2.27,31,8,23,2.09,25.5,9.3,16.2,1.47
Derby County,25,27.8,11,990,90,100,11.0,121,84,74,47,16,52,1.0,12,16,-4,-0.36,9.5,15.5,-6.1,-0.55
Hull City,26,26.8,11,990,90,100,11.0,121,81,68,53,20,45,1.64,19,19,0,0.0,14.9,21.4,-6.5,-0.59
Ipswich Town,26,27.0,10,900,90,100,10.0,110,82,61,49,19,41,1.3,16,13,3,0.3,18.3,11.2,7.1,0.71
Leicester City,25,26.6,11,990,90,100,11.0,121,80,67,53,21,45,1.55,15,11,4,0.36,13.1,15.5,-2.4,-0.22
Middlesbrough,23,26.3,11,990,90,100,11.0,121,82,73,48,21,50,2.18,15,7,8,0.73,12.3,10.0,2.3,0.21
Millwall,27,26.2,11,990,90,100,11.0,121,83,71,51,15,48,1.82,13,13,0,0.0,13.8,12.7,1.1,0.1
Norwich City,24,25.5,11,990,90,100,11.0,121,82,75,45,21,54,0.73,11,16,-5,-0.45,14.2,19.7,-5.5,-0.5
Oxford United,26,26.6,11,990,90,100,11.0,121,82,67,54,17,45,0.82,11,14,-3,-0.27,12.5,13.2,-0.6,-0.06
Portsmouth,26,27.3,11,990,90,100,11.0,121,82,76,46,21,53,1.18,10,12,-2,-0.18,12.2,15.5,-3.2,-0.29
Preston,19,26.7,12,1080,90,100,12.0,132,83,81,52,18,52,1.58,15,12,3,0.25,14.6,15.4,-0.8,-0.07
QPR,25,25.5,11,990,90,100,11.0,121,80,72,49,24,50,1.64,15,16,-1,-0.09,13.3,13.0,0.2,0.02
Sheffield Utd,27,25.7,12,1080,90,100,12.0,132,82,78,54,20,54,0.75,9,20,-11,-0.92,14.7,15.4,-0.7,-0.06
Sheffield Weds,22,27.7,11,990,90,100,11.0,121,84,79,40,17,59,0.55,9,23,-14,-1.27,12.3,21.5,-9.1,-0.83
Southampton,27,25.6,11,990,90,100,11.0,121,81,70,51,21,48,1.09,12,15,-3,-0.27,19.7,13.1,6.6,0.6
Stoke City,19,25.8,11,990,90,100,11.0,121,84,80,40,18,59,1.64,12,8,4,0.36,12.3,13.0,-0.8,-0.07
Swansea City,20,25.9,11,990,90,100,11.0,121,82,73,47,18,52,1.18,10,11,-1,-0.09,9.9,14.2,-4.2,-0.39
Watford,28,24.9,11,990,90,100,11.0,121,81,68,52,22,47,1.36,13,13,0,0.0,15.0,11.9,3.1,0.28
West Brom,25,26.1,11,990,90,100,11.0,121,84,75,45,15,54,1.55,12,13,-1,-0.09,11.7,11.8,0.0,0.0
Wrexham,23,28.0,11,990,90,100,11.0,121,83,74,46,18,53,1.18,15,16,-1,-0.09,13.8,17.5,-3.6,-0.33
