Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Birmingham City,2,11,11,990,11.0,14,1.27,35,23,62.9,4,3,4,3,27.3,1,1,0,0,0.0
Blackburn,1,10,10,900,10.0,16,1.6,43,28,67.4,2,1,7,2,20.0,2,2,0,0,0.0
Bristol City,1,11,11,990,11.0,11,1.0,43,32,76.7,5,4,2,4,36.4,1,1,0,0,0.0
Charlton Ath,1,11,11,990,11.0,9,0.82,31,22,71.0,5,3,3,5,45.5,0,0,0,0,
Coventry City,1,11,11,990,11.0,8,0.73,32,24,78.1,7,4,0,6,54.5,1,1,0,0,0.0
Derby County,1,11,11,990,11.0,16,1.45,58,42,75.9,2,5,4,2,18.2,2,2,0,0,0.0
Hull City,1,11,11,990,11.0,19,1.73,51,31,64.7,5,3,3,2,18.2,2,1,1,0,50.0
Ipswich Town,2,10,10,900,10.0,13,1.3,34,22,67.6,3,4,3,1,10.0,2,2,0,0,0.0
Leicester City,1,11,11,990,11.0,11,1.0,41,31,75.6,4,5,2,3,27.3,1,1,0,0,0.0
Middlesbrough,1,11,11,990,11.0,7,0.64,24,16,70.8,7,3,1,5,45.5,1,0,1,0,100.0
Millwall,2,11,11,990,11.0,13,1.18,34,21,61.8,6,2,3,4,36.4,0,0,0,0,
Norwich City,1,11,11,990,11.0,16,1.45,48,31,66.7,2,2,7,1,9.1,1,0,1,0,100.0
Oxford United,1,11,11,990,11.0,14,1.27,45,31,68.9,2,3,6,2,18.2,0,0,0,0,
Portsmouth,3,11,11,990,11.0,12,1.09,45,33,73.3,3,4,4,4,36.4,0,0,0,0,
Preston,1,12,12,1080,12.0,12,1.0,36,25,66.7,5,4,3,4,33.3,0,0,0,0,
QPR,2,11,11,990,11.0,16,1.45,37,21,56.8,5,3,3,3,27.3,0,0,0,0,
Sheffield Utd,1,12,12,1080,12.0,20,1.67,53,34,62.3,3,0,9,2,16.7,1,0,0,1,
Sheffield Weds,3,11,11,989,11.0,23,2.09,68,46,67.6,1,3,7,1,9.1,1,1,0,0,0.0
Southampton,2,11,11,990,11.0,15,1.36,30,16,53.3,2,6,3,2,18.2,1,1,0,0,0.0
Stoke City,1,11,11,990,11.0,8,0.73,41,33,80.5,5,3,3,4,36.4,0,0,0,0,
Swansea City,1,11,11,990,11.0,11,1.0,45,34,75.6,3,4,4,3,27.3,0,0,0,0,
Watford,2,11,11,990,11.0,13,1.18,47,35,72.3,4,3,4,0,0.0,0,0,0,0,
West Brom,1,11,11,990,11.0,13,1.18,35,23,62.9,5,2,4,3,27.3,0,0,0,0,
Wrexham,2,11,11,990,11.0,16,1.45,46,31,65.2,3,4,4,2,18.2,0,0,0,0,
