Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Birmingham City,2,11.0,11,2,0,0,0,10.9,0.29,-0.1,-0.01,69,226,30.5,293,35,56.3,43.5,98,62.2,48.5,169,8,4.7,9,0.82,12.3
vs Blackburn,1,10.0,8,0,0,1,0,9.6,0.31,1.6,0.16,59,171,34.5,271,38,42.1,36.1,90,63.3,47.9,157,7,4.5,19,1.9,16.0
vs Bristol City,1,11.0,19,0,1,2,1,13.4,0.33,-4.6,-0.42,47,152,30.9,281,45,38.1,34.6,96,46.9,39.8,130,8,6.2,18,1.64,14.6
vs Charlton Ath,1,11.0,13,0,0,4,0,10.8,0.25,-2.2,-0.2,51,213,23.9,362,62,44.2,39.2,97,54.6,43.5,169,19,11.2,22,2.0,14.6
vs Coventry City,1,11.0,31,1,1,3,1,24.2,0.38,-5.8,-0.53,67,188,35.6,308,45,43.5,39.2,103,52.4,40.6,187,6,3.2,8,0.73,12.1
vs Derby County,1,11.0,12,2,1,1,0,12.0,0.39,0.0,0.0,47,157,29.9,281,46,40.2,34.5,64,68.8,50.8,163,9,5.5,11,1.0,12.3
vs Hull City,1,11.0,19,0,0,0,1,18.9,0.35,0.9,0.08,57,181,31.5,312,50,43.6,36.5,73,61.6,49.0,135,11,8.1,20,1.82,17.4
vs Ipswich Town,2,10.0,16,3,0,3,1,16.1,0.28,1.1,0.11,42,226,18.6,285,30,57.2,43.7,100,63.0,48.8,183,13,7.1,9,0.9,10.7
vs Leicester City,1,11.0,15,0,0,2,1,14.5,0.3,0.5,0.05,63,186,33.9,282,26,41.1,36.9,115,60.9,47.4,174,2,1.1,13,1.18,17.5
vs Middlesbrough,1,11.0,15,0,0,3,1,13.5,0.32,-0.5,-0.04,46,135,34.1,315,49,29.5,32.4,92,45.7,40.2,123,10,8.1,19,1.73,14.6
vs Millwall,2,11.0,13,0,1,1,0,13.3,0.37,0.3,0.03,41,181,22.7,302,52,43.4,36.8,101,49.5,40.1,179,13,7.3,16,1.45,14.5
vs Norwich City,1,11.0,11,1,0,1,0,12.3,0.3,1.3,0.12,78,215,36.3,357,46,44.5,37.7,80,70.0,53.3,154,11,7.1,29,2.64,17.6
vs Oxford United,1,11.0,11,0,1,1,2,10.6,0.29,1.6,0.15,58,169,34.3,324,28,35.2,35.1,96,57.3,46.4,137,10,7.3,17,1.55,15.5
vs Portsmouth,3,11.0,10,0,0,2,0,10.2,0.28,0.2,0.01,49,213,23.0,350,50,42.3,37.3,93,69.9,52.7,199,15,7.5,13,1.18,14.1
vs Preston,1,12.0,15,1,0,2,1,12.6,0.3,-1.4,-0.12,42,193,21.8,302,66,44.0,41.0,123,48.8,40.4,208,17,8.2,27,2.25,17.3
vs QPR,2,11.0,15,1,0,0,2,14.1,0.33,1.1,0.1,59,212,27.8,295,40,50.8,40.8,91,68.1,51.2,142,15,10.6,19,1.73,15.1
vs Sheffield Utd,1,12.0,9,0,0,0,1,10.9,0.35,2.9,0.25,59,234,25.2,319,41,52.4,40.8,102,65.7,50.1,185,18,9.7,14,1.17,13.5
vs Sheffield Weds,3,11.0,9,0,1,0,0,11.2,0.29,2.2,0.2,57,174,32.8,302,36,41.1,37.0,75,66.7,47.5,164,9,5.5,16,1.45,15.9
vs Southampton,2,11.0,12,0,2,3,0,15.7,0.3,3.7,0.33,80,232,34.5,287,36,55.4,41.8,92,79.3,57.2,214,13,6.1,7,0.64,11.8
vs Stoke City,1,11.0,12,0,0,2,0,12.5,0.3,0.5,0.05,52,193,26.9,302,41,43.0,37.7,101,62.4,48.9,189,6,3.2,8,0.73,12.2
vs Swansea City,1,11.0,10,1,0,0,0,8.7,0.23,-1.3,-0.12,57,161,35.4,266,32,42.9,38.5,82,57.3,46.8,152,6,3.9,9,0.82,16.3
vs Watford,2,11.0,13,0,2,2,0,14.0,0.3,1.0,0.09,57,187,30.5,240,42,52.9,42.2,106,56.6,45.3,155,6,3.9,19,1.73,16.0
vs West Brom,1,11.0,12,0,0,1,0,13.6,0.35,1.6,0.15,49,161,30.4,281,41,39.1,36.3,97,52.6,42.2,170,12,7.1,6,0.55,10.9
vs Wrexham,2,11.0,15,1,0,4,0,13.5,0.28,-1.5,-0.14,45,142,31.7,345,46,30.4,32.1,71,52.1,43.1,171,4,2.3,12,1.09,16.0
