Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Birmingham City,2,11.0,14,1,0,3,2,11.6,0.32,-0.4,-0.03,40,193,20.7,424,24,34.2,31.8,79,60.8,48.2,142,3,2.1,22,2.0,20.3
Blackburn,1,10.0,16,2,0,0,1,12.3,0.25,-2.7,-0.27,39,160,24.4,260,40,46.5,36.5,77,50.6,39.8,127,6,4.7,18,1.8,19.3
Bristol City,1,11.0,11,1,0,1,0,13.1,0.29,2.1,0.19,38,173,22.0,255,35,49.0,38.0,75,64.0,48.3,149,17,11.4,31,2.82,18.1
Charlton Ath,1,11.0,9,0,0,1,0,8.8,0.29,-0.2,-0.02,71,216,32.9,266,32,51.5,39.7,108,73.1,53.4,176,7,4.0,20,1.82,17.7
Coventry City,1,11.0,8,1,2,0,0,8.4,0.24,0.4,0.04,70,240,29.2,356,29,47.2,37.2,83,86.7,60.7,141,7,5.0,21,1.91,17.3
Derby County,1,11.0,16,2,0,1,0,18.2,0.3,2.2,0.2,90,233,38.6,313,47,58.5,42.0,83,60.2,46.9,209,9,4.3,3,0.27,10.4
Hull City,1,11.0,19,1,0,2,0,17.2,0.3,-1.8,-0.17,87,244,35.7,343,35,46.4,37.4,102,83.3,58.1,208,17,8.2,16,1.45,13.8
Ipswich Town,2,10.0,13,2,0,5,1,10.5,0.28,-1.5,-0.15,32,80,40.0,282,52,20.9,30.2,71,29.6,28.7,112,5,4.5,20,2.0,12.8
Leicester City,1,11.0,11,1,0,0,1,14.3,0.33,4.3,0.39,35,103,34.0,305,55,26.6,28.9,86,25.6,26.9,158,13,8.2,12,1.09,13.5
Middlesbrough,1,11.0,7,0,0,2,0,8.0,0.3,1.0,0.09,24,134,17.9,223,54,42.6,36.6,79,49.4,42.3,161,18,11.2,7,0.64,11.5
Millwall,2,11.0,13,0,0,2,0,11.9,0.35,-1.1,-0.1,59,199,29.6,231,32,50.6,50.3,96,85.4,60.6,170,8,4.7,14,1.27,8.6
Norwich City,1,11.0,16,0,0,2,0,18.5,0.39,2.5,0.23,43,135,31.9,319,51,29.2,30.1,90,46.7,37.7,193,13,6.7,19,1.73,13.3
Oxford United,1,11.0,14,0,1,3,0,12.8,0.29,-1.2,-0.11,55,192,28.6,268,38,50.7,38.9,87,64.4,50.3,167,7,4.2,14,1.27,13.0
Portsmouth,3,11.0,12,0,1,1,0,14.8,0.34,2.8,0.25,92,290,31.7,414,44,54.6,44.0,100,64.0,50.6,189,10,5.3,25,2.27,21.7
Preston,1,12.0,12,0,0,2,1,11.1,0.33,0.1,0.01,75,270,27.8,393,51,50.4,40.0,122,59.0,48.2,171,13,7.6,27,2.25,15.1
QPR,2,11.0,16,0,0,2,0,13.6,0.38,-2.4,-0.22,62,192,32.3,254,41,52.8,40.0,105,55.2,44.3,194,9,4.6,4,0.36,10.6
Sheffield Utd,1,12.0,20,0,1,2,1,13.7,0.26,-5.3,-0.44,46,204,22.5,317,58,43.2,37.6,105,63.8,51.5,151,17,11.3,13,1.08,12.3
Sheffield Weds,3,11.0,23,1,0,2,1,20.8,0.3,-1.2,-0.11,58,261,22.2,322,42,51.6,38.3,115,82.6,58.5,193,9,4.7,18,1.64,18.7
Southampton,2,11.0,15,1,1,0,1,12.6,0.41,-1.4,-0.12,37,131,28.2,280,57,32.5,33.7,83,48.2,41.7,141,4,2.8,12,1.09,13.0
Stoke City,1,11.0,8,0,0,2,0,11.6,0.29,3.6,0.32,59,180,32.8,339,54,43.1,35.2,83,41.0,33.9,161,8,5.0,16,1.45,15.0
Swansea City,1,11.0,11,0,1,2,0,13.9,0.31,2.9,0.26,50,160,31.3,347,50,32.6,32.3,85,55.3,45.6,157,17,10.8,8,0.73,11.6
Watford,2,11.0,13,0,2,2,1,13.9,0.33,1.9,0.17,41,146,28.1,276,38,38.8,34.3,107,36.4,33.8,171,6,3.5,8,0.73,12.2
West Brom,1,11.0,13,0,0,0,1,10.7,0.31,-1.3,-0.11,53,166,31.9,276,37,43.1,35.8,105,44.8,37.8,182,9,4.9,8,0.73,11.9
Wrexham,2,11.0,16,0,1,1,1,14.9,0.33,-0.1,-0.01,75,200,37.5,199,27,58.3,45.9,112,75.0,55.8,186,16,8.6,4,0.36,10.9
