Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Birmingham City,25,27.4,55.1,11,121,990,11.0,11,5,16,9,2,2,31,2,15.2,13.6,10.6,24.2,180,368,1.0,0.45,1.45,0.82,1.27,1.38,0.96,2.35,1.24,2.2
Blackburn,23,27.3,49.5,10,110,900,10.0,8,5,13,8,0,0,17,1,12.4,12.4,9.3,21.7,154,325,0.8,0.5,1.3,0.8,1.3,1.24,0.93,2.17,1.24,2.17
Bristol City,21,26.3,47.0,11,121,990,11.0,18,12,30,18,0,0,19,0,17.0,17.0,12.0,28.9,163,406,1.64,1.09,2.73,1.64,2.73,1.54,1.09,2.63,1.54,2.63
Charlton Ath,21,27.2,42.2,11,121,990,11.0,13,8,21,13,0,0,22,1,12.0,12.0,8.2,20.3,114,299,1.18,0.73,1.91,1.18,1.91,1.09,0.75,1.84,1.09,1.84
Coventry City,22,26.5,52.4,11,121,990,11.0,30,17,47,29,1,1,21,0,25.5,24.7,16.5,41.1,190,470,2.73,1.55,4.27,2.64,4.18,2.31,1.5,3.81,2.24,3.74
Derby County,25,27.8,43.3,11,121,990,11.0,12,6,18,10,2,2,32,0,9.5,8.0,4.9,12.9,118,268,1.09,0.55,1.64,0.91,1.45,0.86,0.45,1.31,0.73,1.17
Hull City,26,26.8,44.4,11,121,990,11.0,18,15,33,18,0,0,29,0,14.9,14.9,12.1,27.0,143,295,1.64,1.36,3.0,1.64,3.0,1.35,1.1,2.46,1.35,2.46
Ipswich Town,26,27.0,57.2,10,110,900,10.0,15,5,20,12,3,4,14,0,18.3,15.3,11.1,26.4,172,395,1.5,0.5,2.0,1.2,1.7,1.83,1.11,2.94,1.53,2.64
Leicester City,25,26.6,57.2,11,121,990,11.0,14,12,26,14,0,0,18,1,13.1,13.1,10.8,24.0,227,449,1.27,1.09,2.36,1.27,2.36,1.19,0.99,2.18,1.19,2.18
Middlesbrough,23,26.3,50.7,11,121,990,11.0,14,11,25,14,0,0,26,0,12.3,12.3,9.4,21.7,178,388,1.27,1.0,2.27,1.27,2.27,1.11,0.86,1.97,1.11,1.97
Millwall,27,26.2,46.4,11,121,990,11.0,13,9,22,13,0,0,24,0,13.8,13.8,10.8,24.6,126,376,1.18,0.82,2.0,1.18,2.0,1.26,0.98,2.24,1.26,2.24
Norwich City,24,25.5,52.9,11,121,990,11.0,11,7,18,10,1,1,21,1,14.2,13.4,10.7,24.1,171,381,1.0,0.64,1.64,0.91,1.55,1.29,0.97,2.26,1.22,2.19
Oxford United,26,26.6,44.5,11,121,990,11.0,9,5,14,9,0,0,16,0,12.5,12.5,9.7,22.2,127,305,0.82,0.45,1.27,0.82,1.27,1.14,0.88,2.02,1.14,2.02
Portsmouth,26,27.3,49.5,11,121,990,11.0,10,7,17,10,0,1,23,0,12.2,11.4,8.7,20.2,144,365,0.91,0.64,1.55,0.91,1.55,1.11,0.79,1.9,1.04,1.83
Preston,19,26.7,47.0,12,132,1080,12.0,14,12,26,13,1,1,28,0,14.6,13.8,11.3,25.1,171,336,1.17,1.0,2.17,1.08,2.08,1.22,0.94,2.16,1.15,2.09
QPR,25,25.5,48.2,11,121,990,11.0,13,9,22,12,1,1,23,0,13.3,12.6,9.8,22.4,166,380,1.18,0.82,2.0,1.09,1.91,1.21,0.9,2.1,1.14,2.04
Sheffield Utd,27,25.7,53.7,12,132,1080,12.0,8,8,16,8,0,1,20,0,14.7,13.9,10.7,24.6,188,394,0.67,0.67,1.33,0.67,1.33,1.22,0.89,2.11,1.16,2.05
Sheffield Weds,22,27.7,44.9,11,121,990,11.0,9,4,13,9,0,0,19,2,12.3,12.3,9.6,22.0,128,319,0.82,0.36,1.18,0.82,1.18,1.12,0.88,2.0,1.12,2.0
Southampton,27,25.6,59.5,11,121,990,11.0,12,7,19,12,0,1,27,0,19.7,18.9,13.2,32.1,199,489,1.09,0.64,1.73,1.09,1.73,1.79,1.2,2.99,1.72,2.92
Stoke City,19,25.8,52.8,11,121,990,11.0,12,10,22,12,0,0,20,1,12.3,12.3,9.8,22.0,187,420,1.09,0.91,2.0,1.09,2.0,1.12,0.89,2.0,1.12,2.0
Swansea City,20,25.9,54.5,11,121,990,11.0,10,8,18,9,1,1,26,1,9.9,9.1,7.8,16.9,160,363,0.91,0.73,1.64,0.82,1.55,0.9,0.71,1.61,0.83,1.54
Watford,28,24.9,50.9,11,121,990,11.0,13,6,19,13,0,0,21,1,15.0,15.0,9.8,24.8,170,392,1.18,0.55,1.73,1.18,1.73,1.36,0.89,2.25,1.36,2.25
West Brom,25,26.1,52.8,11,121,990,11.0,12,9,21,12,0,0,21,1,11.7,11.7,8.4,20.1,186,384,1.09,0.82,1.91,1.09,1.91,1.07,0.76,1.83,1.07,1.83
Wrexham,23,28.0,44.0,11,121,990,11.0,15,12,27,14,1,1,16,1,13.8,13.0,9.0,22.0,158,329,1.36,1.09,2.45,1.27,2.36,1.26,0.81,2.07,1.19,2.0
