Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Birmingham City,25,26.8,44.9,11,121,990,11.0,12,7,19,11,1,1,26,0,11.5,10.8,8.3,19.0,105,300,1.09,0.64,1.73,1.0,1.64,1.05,0.75,1.8,0.98,1.73
vs Blackburn,23,26.3,50.5,10,110,900,10.0,15,11,26,13,2,2,18,1,11.4,9.8,8.2,18.1,152,288,1.5,1.1,2.6,1.3,2.4,1.14,0.82,1.96,0.98,1.81
vs Bristol City,21,26.4,53.0,11,121,990,11.0,11,6,17,10,1,1,19,0,13.7,12.9,10.6,23.5,151,342,1.0,0.55,1.55,0.91,1.45,1.25,0.96,2.21,1.18,2.14
vs Charlton Ath,21,26.2,57.8,11,121,990,11.0,9,7,16,9,0,0,13,1,12.7,12.7,9.7,22.4,210,377,0.82,0.64,1.45,0.82,1.45,1.16,0.88,2.04,1.16,2.04
vs Coventry City,22,26.7,47.6,11,121,990,11.0,8,3,11,7,1,1,24,1,9.3,8.5,6.8,15.2,144,331,0.73,0.27,1.0,0.64,0.91,0.84,0.61,1.46,0.77,1.39
vs Derby County,25,26.6,56.7,11,121,990,11.0,16,10,26,14,2,2,19,0,15.5,14.1,9.9,23.9,187,456,1.45,0.91,2.36,1.27,2.18,1.41,0.9,2.31,1.28,2.18
vs Hull City,26,26.4,55.6,11,121,990,11.0,19,13,32,18,1,2,22,1,21.4,19.9,15.5,35.4,206,474,1.73,1.18,2.91,1.64,2.82,1.95,1.41,3.36,1.8,3.22
vs Ipswich Town,26,26.5,42.8,10,110,900,10.0,12,4,16,10,2,2,34,0,11.2,9.7,5.4,15.1,85,225,1.2,0.4,1.6,1.0,1.4,1.12,0.54,1.66,0.97,1.51
vs Leicester City,25,27.0,42.8,11,121,990,11.0,10,8,18,9,1,1,21,1,15.5,14.8,11.5,26.3,147,354,0.91,0.73,1.64,0.82,1.55,1.41,1.05,2.46,1.34,2.39
vs Middlesbrough,23,26.2,49.3,11,121,990,11.0,7,6,13,7,0,1,21,1,10.0,9.2,7.3,16.5,176,369,0.64,0.55,1.18,0.64,1.18,0.91,0.66,1.57,0.84,1.5
vs Millwall,27,26.1,53.6,11,121,990,11.0,13,9,22,13,0,0,23,1,12.7,12.7,9.4,22.1,157,382,1.18,0.82,2.0,1.18,2.0,1.15,0.86,2.01,1.15,2.01
vs Norwich City,24,26.6,47.1,11,121,990,11.0,16,9,25,16,0,1,27,1,19.7,18.9,12.6,31.5,177,398,1.45,0.82,2.27,1.45,2.27,1.79,1.14,2.93,1.72,2.86
vs Oxford United,26,26.7,55.5,11,121,990,11.0,14,8,22,14,0,0,22,2,13.2,13.2,9.9,23.0,178,395,1.27,0.73,2.0,1.27,2.0,1.2,0.9,2.09,1.2,2.09
vs Portsmouth,26,26.3,50.5,11,121,990,11.0,12,10,22,12,0,0,26,0,15.5,15.5,12.0,27.5,170,369,1.09,0.91,2.0,1.09,2.0,1.41,1.09,2.5,1.41,2.5
vs Preston,19,26.6,53.0,12,132,1080,12.0,11,10,21,11,0,0,19,0,15.4,15.4,11.5,27.0,195,394,0.92,0.83,1.75,0.92,1.75,1.29,0.96,2.25,1.29,2.25
vs QPR,25,26.5,51.8,11,121,990,11.0,16,14,30,16,0,0,24,2,13.0,13.0,10.3,23.3,129,367,1.45,1.27,2.73,1.45,2.73,1.18,0.94,2.12,1.18,2.12
vs Sheffield Utd,27,26.2,46.3,12,132,1080,12.0,19,13,32,19,0,1,19,0,15.4,14.6,10.4,25.0,192,428,1.58,1.08,2.67,1.58,2.67,1.29,0.86,2.15,1.22,2.08
vs Sheffield Weds,22,26.8,55.1,11,121,990,11.0,22,14,36,21,1,1,14,0,21.5,20.7,15.5,36.2,206,435,2.0,1.27,3.27,1.91,3.18,1.95,1.41,3.36,1.89,3.29
vs Southampton,27,26.8,40.5,11,121,990,11.0,14,7,21,13,1,1,36,1,13.1,12.3,7.4,19.7,143,270,1.27,0.64,1.91,1.18,1.82,1.19,0.67,1.86,1.12,1.79
vs Stoke City,19,26.6,47.2,11,121,990,11.0,8,6,14,8,0,0,19,0,13.0,13.0,10.6,23.6,180,340,0.73,0.55,1.27,0.73,1.27,1.19,0.96,2.15,1.19,2.15
vs Swansea City,20,26.5,45.5,11,121,990,11.0,11,7,18,11,0,0,26,0,14.2,14.2,8.9,23.0,150,350,1.0,0.64,1.64,1.0,1.64,1.29,0.81,2.09,1.29,2.09
vs Watford,28,26.4,49.1,11,121,990,11.0,12,6,18,12,0,0,27,0,11.9,11.9,9.8,21.7,148,364,1.09,0.55,1.64,1.09,1.64,1.08,0.89,1.97,1.08,1.97
