Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Birmingham City,25,11.0,4130,5364,77.0,75183,25606,1714,1943,88.2,1958,2329,84.1,385,863,44.6,5,10.6,8.9,-5.6,102,296,77,22,368
Blackburn,23,10.0,3139,4287,73.2,55983,21440,1446,1695,85.3,1226,1522,80.6,360,781,46.1,5,9.3,9.6,-4.3,82,242,60,20,325
Bristol City,21,11.0,3359,4578,73.4,59119,23230,1513,1784,84.8,1502,1831,82.0,273,713,38.3,12,12.0,9.9,0.0,109,284,86,23,406
Charlton Ath,21,11.0,2405,3712,64.8,46987,20282,963,1193,80.7,1101,1452,75.8,299,883,33.9,8,8.2,9.1,-0.2,97,232,81,25,299
Coventry City,22,11.0,3822,5016,76.2,68348,26935,1709,1936,88.3,1658,1975,83.9,365,855,42.7,17,16.5,15.2,0.5,136,388,106,30,470
Derby County,25,11.0,3023,4223,71.6,59184,23144,1181,1404,84.1,1381,1701,81.2,401,906,44.3,6,4.9,7.3,1.1,55,240,63,23,268
Hull City,26,11.0,3233,4363,74.1,63608,24485,1274,1511,84.3,1462,1746,83.7,440,905,48.6,15,12.1,10.9,2.9,100,258,76,34,295
Ipswich Town,26,10.0,3754,4759,78.9,66741,25117,1608,1863,86.3,1685,1948,86.5,366,709,51.6,5,11.1,11.1,-6.1,124,359,81,24,395
Leicester City,25,11.0,4859,5797,83.8,80554,30046,2351,2545,92.4,2064,2341,88.2,324,656,49.4,12,10.8,11.2,1.2,126,409,94,29,449
Middlesbrough,23,11.0,4338,5393,80.4,72838,25430,2073,2286,90.7,1772,2026,87.5,357,769,46.4,11,9.4,11.2,1.6,97,282,72,9,388
Millwall,27,11.0,3094,4452,69.5,57489,23067,1263,1537,82.2,1346,1708,78.8,373,899,41.5,9,10.8,12.2,-1.8,99,280,104,42,376
Norwich City,24,11.0,4338,5466,79.4,79667,27360,1763,1968,89.6,2103,2426,86.7,405,854,47.4,7,10.7,12.2,-3.7,95,345,70,20,381
Oxford United,26,11.0,3051,4255,71.7,56152,22247,1308,1524,85.8,1323,1628,81.3,347,852,40.7,5,9.7,10.5,-4.7,104,252,51,13,305
Portsmouth,26,11.0,3477,4769,72.9,68038,25591,1351,1595,84.7,1611,1953,82.5,447,988,45.2,7,8.7,8.6,-1.7,91,312,83,31,365
Preston,19,12.0,3454,4850,71.2,65029,26478,1497,1758,85.2,1492,1847,80.8,405,994,40.7,12,11.3,10.3,0.7,109,307,89,33,336
QPR,25,11.0,3416,4625,73.9,63895,25363,1423,1664,85.5,1518,1839,82.5,394,857,46.0,9,9.8,11.1,-0.8,103,282,87,17,380
Sheffield Utd,27,12.0,4357,5724,76.1,76947,27541,2005,2265,88.5,1868,2231,83.7,397,952,41.7,8,10.7,12.7,-2.7,96,344,79,14,394
Sheffield Weds,22,11.0,3066,4315,71.1,57257,21637,1221,1446,84.4,1399,1697,82.4,358,922,38.8,4,9.6,10.3,-5.6,92,240,77,32,319
Southampton,27,11.0,4815,5938,81.1,86146,28232,2028,2258,89.8,2317,2620,88.4,405,835,48.5,7,13.2,12.5,-6.2,119,382,90,27,489
Stoke City,19,11.0,3919,5073,77.3,75520,26984,1488,1702,87.4,1872,2187,85.6,493,967,51.0,10,9.8,9.0,0.2,101,324,81,25,420
Swansea City,20,11.0,4447,5612,79.2,82885,28992,1806,2050,88.1,2131,2460,86.6,448,896,50.0,8,7.8,8.2,0.2,84,347,68,22,363
Watford,28,11.0,3834,4888,78.4,70790,25331,1606,1796,89.4,1759,2037,86.4,401,845,47.5,6,9.8,8.7,-3.8,111,314,78,24,392
West Brom,25,11.0,4773,5809,82.2,85533,27975,2037,2221,91.7,2192,2481,88.4,450,850,52.9,9,8.4,10.2,0.6,104,348,68,23,384
Wrexham,23,11.0,3513,4627,75.9,66633,26592,1503,1716,87.6,1491,1793,83.2,450,896,50.2,12,9.0,8.1,3.0,93,301,67,29,329
