Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Ajax,25,9.0,17,148,57,38.5,16.44,6.33,0.11,0.28,15.8,4,1,1,17.3,16.5,0.11,-0.3,-0.5
AZ Alkmaar,24,9.0,18,160,48,30.0,17.78,5.33,0.09,0.29,17.4,4,4,4,18.7,15.6,0.1,-0.7,-1.6
Excelsior,25,9.0,8,107,36,33.6,11.89,4.0,0.07,0.22,17.3,5,0,0,10.8,10.8,0.1,-2.8,-2.8
Feyenoord,25,9.0,25,158,60,38.0,17.56,6.67,0.15,0.4,16.7,2,1,1,19.3,18.5,0.12,5.7,5.5
Fortuna Sittard,21,9.0,13,114,35,30.7,12.67,3.89,0.11,0.34,17.0,2,1,1,10.2,9.4,0.09,2.8,2.6
Go Ahead Eag,21,9.0,14,109,45,41.3,12.11,5.0,0.13,0.31,15.7,2,0,1,13.3,12.5,0.12,0.7,1.5
Groningen,21,9.0,14,120,49,40.8,13.33,5.44,0.12,0.29,19.3,7,0,0,12.4,12.4,0.11,1.6,1.6
Heerenveen,22,10.0,17,148,43,29.1,14.8,4.3,0.1,0.35,16.8,4,2,2,20.4,18.8,0.13,-3.4,-3.8
Heracles Almelo,22,9.0,7,91,27,29.7,10.11,3.0,0.08,0.26,17.8,4,0,0,6.7,6.7,0.07,0.3,0.3
NAC Breda,22,10.0,13,121,41,33.9,12.1,4.1,0.09,0.27,15.8,3,2,3,13.6,11.3,0.1,-0.6,-0.3
NEC Nijmegen,24,9.0,23,139,61,43.9,15.44,6.78,0.15,0.34,17.6,4,2,3,17.6,15.3,0.11,5.4,5.7
PSV Eindhoven,24,9.0,26,178,68,38.2,19.78,7.56,0.15,0.38,16.0,1,0,0,22.0,22.0,0.13,4.0,4.0
Sparta R'dam,22,9.0,13,107,34,31.8,11.89,3.78,0.1,0.32,18.6,3,2,2,12.1,10.5,0.1,0.9,0.5
Telstar,22,9.0,12,133,51,38.3,14.78,5.67,0.09,0.24,16.9,2,0,0,13.7,13.7,0.11,-1.7,-1.7
Twente,23,9.0,17,154,55,35.7,17.11,6.11,0.08,0.24,18.4,3,4,4,17.0,14.0,0.09,0.0,-1.0
Utrecht,26,9.0,18,142,50,35.2,15.78,5.56,0.13,0.36,16.6,4,0,0,13.7,13.7,0.1,4.3,4.3
Volendam,23,9.0,10,94,30,31.9,10.44,3.33,0.11,0.33,17.6,3,0,0,8.4,8.4,0.09,1.6,1.6
Zwolle,24,9.0,9,76,20,26.3,8.44,2.22,0.12,0.45,18.6,4,0,0,8.6,8.6,0.11,0.4,0.4
