Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Ajax,25,25.4,9,810,90,100,9.0,99,80,55,44,23,63,1.78,17,12,5,0.56,17.3,12.6,4.7,0.52
AZ Alkmaar,24,23.8,9,810,90,100,9.0,99,82,55,43,18,53,2.0,19,12,7,0.78,18.7,11.5,7.2,0.8
Excelsior,25,24.5,9,810,90,100,9.0,99,80,57,40,23,41,1.0,8,17,-9,-1.0,10.8,18.0,-7.2,-0.8
Feyenoord,25,24.9,9,810,90,100,9.0,99,80,55,42,23,64,2.78,25,6,19,2.11,19.3,6.2,13.1,1.46
Fortuna Sittard,21,26.7,9,810,90,100,9.0,99,79,55,44,24,44,1.44,13,13,0,0.0,10.2,14.5,-4.3,-0.48
Go Ahead Eag,21,26.4,9,810,90,100,9.0,99,80,56,43,22,62,1.11,15,16,-1,-0.11,13.3,16.8,-3.4,-0.38
Groningen,21,24.4,9,810,90,100,9.0,99,84,64,36,18,71,1.67,14,13,1,0.11,12.4,11.4,1.0,0.12
Heerenveen,22,24.9,10,900,90,100,10.0,110,85,72,37,16,72,1.3,18,18,0,0.0,20.4,12.7,7.7,0.77
Heracles Almelo,22,25.9,9,810,90,100,9.0,99,79,59,39,25,58,0.33,7,27,-20,-2.22,6.7,20.6,-14.0,-1.55
NAC Breda,22,25.6,10,900,90,100,10.0,110,83,63,45,17,75,0.9,13,19,-6,-0.6,13.6,19.7,-6.1,-0.61
NEC Nijmegen,24,26.6,9,810,90,100,9.0,99,82,59,39,21,67,1.56,25,17,8,0.89,17.6,12.8,4.8,0.54
PSV Eindhoven,24,25.8,9,810,90,100,9.0,99,81,61,38,23,62,2.44,27,12,15,1.67,22.0,12.1,9.9,1.1
Sparta R'dam,22,27.6,9,810,90,100,9.0,99,84,63,35,16,68,1.44,13,22,-9,-1.0,12.1,16.2,-4.1,-0.46
Telstar,22,25.6,9,810,90,100,9.0,99,81,55,44,20,52,0.78,12,18,-6,-0.67,13.7,17.7,-4.0,-0.45
Twente,23,26.6,9,810,90,100,9.0,99,80,56,42,23,57,1.56,17,14,3,0.33,17.0,8.6,8.4,0.93
Utrecht,26,26.4,9,810,90,100,9.0,99,79,55,45,25,62,1.44,18,11,7,0.78,13.7,12.6,1.1,0.12
Volendam,23,25.3,9,810,90,100,9.0,99,80,53,46,22,59,0.78,10,16,-6,-0.67,8.4,15.0,-6.6,-0.73
Zwolle,24,24.9,9,810,90,100,9.0,99,80,56,43,19,57,0.89,9,17,-8,-0.89,8.6,16.7,-8.1,-0.91
