Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Ajax,1,9.0,12,3,0,1,0,12.5,0.27,0.5,0.05,42,102,41.2,319,49,28.8,29.8,51,19.6,24.9,117,4,3.4,6,0.67,12.0
AZ Alkmaar,2,9.0,12,1,0,4,0,11.3,0.25,-0.7,-0.08,35,124,28.2,228,38,45.2,45.4,67,31.3,31.9,114,9,7.9,14,1.56,8.0
Excelsior,3,9.0,17,2,1,1,0,19.2,0.28,2.2,0.24,102,276,37.0,396,36,52.0,44.0,86,81.4,55.1,137,7,5.1,18,2.0,14.0
Feyenoord,1,9.0,6,1,0,0,0,5.3,0.25,-0.7,-0.08,49,133,36.8,300,34,38.0,33.3,56,33.9,32.1,88,6,6.8,11,1.22,16.1
Fortuna Sittard,1,9.0,13,1,0,1,1,13.7,0.3,1.7,0.19,70,229,30.6,252,22,69.8,47.8,72,73.6,52.6,151,12,7.9,11,1.22,13.0
Go Ahead Eag,1,9.0,16,0,0,4,1,16.9,0.32,1.9,0.21,43,145,29.7,315,35,38.7,34.2,81,28.4,30.0,149,6,4.0,17,1.89,14.0
Groningen,2,9.0,13,1,1,1,1,9.2,0.25,-2.8,-0.32,75,210,35.7,381,41,46.7,39.7,64,50.0,42.0,108,10,9.3,27,3.0,16.5
Heerenveen,2,10.0,18,0,0,6,0,13.8,0.33,-4.2,-0.42,51,177,28.8,330,47,46.1,34.1,73,34.2,31.0,136,14,10.3,13,1.3,14.5
Heracles Almelo,2,9.0,27,0,0,7,0,24.0,0.36,-3.0,-0.33,90,242,37.2,301,18,66.4,43.4,75,56.0,42.5,150,7,4.7,7,0.78,11.7
NAC Breda,2,10.0,19,2,1,1,1,18.2,0.29,0.2,0.02,87,197,44.2,292,35,52.4,37.3,78,56.4,41.7,116,2,1.7,23,2.3,18.2
NEC Nijmegen,1,9.0,17,3,0,2,0,16.6,0.33,-0.4,-0.04,64,222,28.8,404,44,49.8,39.3,38,55.3,45.7,101,3,3.0,26,2.89,18.5
PSV Eindhoven,1,9.0,12,1,1,1,0,11.8,0.3,-0.2,-0.02,39,112,34.8,343,40,30.0,30.8,58,15.5,21.8,113,11,9.7,15,1.67,13.8
Sparta R'dam,1,9.0,22,0,0,4,0,19.3,0.34,-2.7,-0.3,84,206,40.8,306,45,53.9,41.4,95,43.2,37.5,178,8,4.5,7,0.78,11.6
Telstar,1,9.0,18,2,1,1,0,19.5,0.34,1.5,0.17,83,193,43.0,331,32,51.4,39.9,71,32.4,31.8,138,7,5.1,10,1.11,13.1
Twente,1,9.0,14,0,0,2,2,9.1,0.36,-2.9,-0.33,40,114,35.1,212,31,46.2,35.6,59,27.1,25.9,102,5,4.9,8,0.89,16.9
Utrecht,2,9.0,11,1,0,0,0,13.4,0.35,2.4,0.27,40,111,36.0,275,41,30.2,30.7,63,44.4,36.5,84,7,8.3,12,1.33,12.4
Volendam,1,9.0,16,0,0,2,0,14.7,0.29,-1.3,-0.15,58,238,24.4,311,36,57.2,44.7,98,61.2,51.8,153,10,6.5,9,1.0,12.0
Zwolle,2,9.0,17,1,0,1,0,17.4,0.29,0.4,0.05,47,145,32.4,230,51,37.4,38.6,104,56.7,44.4,154,9,5.8,2,0.22,7.5
