Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Ajax,25,9.0,4447,5205,85.4,75868,25690,2040,2215,92.1,1969,2191,89.9,331,548,60.4,11,13.7,16.5,-2.7,112,368,111,15,440
AZ Alkmaar,24,9.0,3678,4460,82.5,65540,22888,1626,1833,88.7,1594,1791,89.0,375,640,58.6,10,12.2,13.4,-2.2,121,297,115,16,390
Excelsior,25,9.0,2618,3583,73.1,53148,20573,941,1121,83.9,1268,1522,83.3,370,780,47.4,5,7.3,7.6,-2.3,76,233,43,12,290
Feyenoord,25,9.0,3570,4408,81.0,60480,22179,1668,1881,88.7,1512,1755,86.2,288,539,53.4,13,14.3,15.6,-1.3,121,328,106,15,433
Fortuna Sittard,21,9.0,2939,3875,75.8,51546,19056,1355,1542,87.9,1202,1422,84.5,283,660,42.9,9,6.0,7.3,3.0,77,206,61,22,244
Go Ahead Eag,21,9.0,3468,4338,79.9,65143,22823,1356,1529,88.7,1672,1870,89.4,379,755,50.2,8,10.0,12.2,-2.0,80,325,92,29,380
Groningen,21,9.0,3030,3971,76.3,58666,22244,1161,1360,85.4,1418,1680,84.4,388,738,52.6,10,8.9,9.9,1.1,82,239,67,15,317
Heerenveen,22,10.0,3666,4756,77.1,67225,25368,1511,1773,85.2,1678,1974,85.0,393,789,49.8,12,14.0,15.9,-2.0,112,344,109,26,469
Heracles Almelo,22,9.0,2465,3284,75.1,47422,17844,1011,1159,87.2,1043,1252,83.3,328,662,49.5,6,5.4,5.6,0.6,65,196,44,18,197
NAC Breda,22,10.0,3263,4297,75.9,60544,23902,1379,1598,86.3,1464,1767,82.9,363,709,51.2,9,9.7,10.4,-0.7,95,264,56,17,301
NEC Nijmegen,24,9.0,3412,4372,78.0,61670,22802,1463,1688,86.7,1524,1762,86.5,355,718,49.4,18,13.2,16.7,4.8,110,343,99,18,418
PSV Eindhoven,24,9.0,4544,5374,84.6,78177,26816,2051,2242,91.5,1982,2211,89.6,385,638,60.3,22,19.1,18.2,2.9,149,416,121,21,489
Sparta R'dam,22,9.0,2618,3432,76.3,52756,21223,938,1111,84.4,1273,1486,85.7,366,699,52.4,6,8.0,8.1,-2.0,78,221,57,8,290
Telstar,22,9.0,2732,3597,76.0,56511,22719,916,1092,83.9,1356,1600,84.8,431,768,56.1,9,10.8,10.2,-1.8,97,262,74,23,346
Twente,23,9.0,3389,4398,77.1,61462,22916,1473,1701,86.6,1410,1664,84.7,380,726,52.3,10,11.1,12.9,-1.1,108,330,99,19,392
Utrecht,26,9.0,3484,4359,79.9,65944,24242,1373,1554,88.4,1636,1899,86.2,416,711,58.5,13,10.7,11.5,2.3,108,292,68,29,326
Volendam,23,9.0,2708,3527,76.8,51935,19600,1073,1224,87.7,1257,1462,86.0,316,666,47.4,8,6.8,7.5,1.2,70,217,52,10,260
Zwolle,24,9.0,2884,3693,78.1,52470,20216,1215,1372,88.6,1283,1486,86.3,303,630,48.1,9,7.1,9.2,1.9,60,228,62,12,299
