Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Ajax,25,9.0,138,86,53,64,21,65,107,60.7,42,86,32,54,79,217,210,8
AZ Alkmaar,24,9.0,145,83,70,56,19,64,133,48.1,69,104,35,69,56,201,224,10
Excelsior,25,9.0,138,82,67,52,19,64,140,45.7,76,118,48,70,80,218,259,1
Feyenoord,25,9.0,150,95,64,67,19,63,110,57.3,47,85,20,65,61,211,239,4
Fortuna Sittard,21,9.0,172,101,84,65,23,81,150,54.0,69,108,33,75,101,273,282,3
Go Ahead Eag,21,9.0,95,60,38,46,11,42,99,42.4,57,92,58,34,59,154,242,4
Groningen,21,9.0,165,95,61,74,30,93,173,53.8,80,102,25,77,64,229,205,4
Heerenveen,22,10.0,129,87,50,63,16,45,106,42.5,61,94,17,77,64,193,276,7
Heracles Almelo,22,9.0,135,82,72,46,17,70,131,53.4,61,114,61,53,64,199,340,8
NAC Breda,22,10.0,168,107,86,66,16,84,154,54.5,70,115,37,78,67,235,297,5
NEC Nijmegen,24,9.0,158,105,63,63,32,85,145,58.6,60,74,19,55,54,212,221,5
PSV Eindhoven,24,9.0,152,100,68,60,24,82,148,55.4,66,116,34,82,75,227,229,12
Sparta R'dam,22,9.0,142,82,74,47,21,64,154,41.6,90,121,47,74,72,214,355,5
Telstar,22,9.0,148,87,76,56,16,79,147,53.7,68,101,40,61,70,218,260,9
Twente,23,9.0,168,101,77,70,21,91,162,56.2,71,99,32,67,68,236,214,2
Utrecht,26,9.0,139,70,67,57,15,70,133,52.6,63,82,28,54,71,210,198,5
Volendam,23,9.0,147,84,87,49,11,76,130,58.5,54,104,41,63,79,226,276,4
Zwolle,24,9.0,132,76,74,45,13,63,123,51.2,60,110,31,79,99,231,281,6
