Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ajax,25,58.1,9.0,6199,688,1920,2746,1584,306,6198,162,72,44.4,83,51.2,3673,20620,10778,200,140,53,116,80,4416,439
AZ Alkmaar,24,55.2,9.0,5546,591,1678,2343,1581,291,5542,156,81,51.9,66,42.3,3093,18148,10001,192,147,71,146,94,3617,381
Excelsior,25,43.4,9.0,4654,594,1705,1909,1087,165,4654,134,53,39.6,72,53.7,2411,13207,6589,124,99,39,140,86,2581,284
Feyenoord,25,55.0,9.0,5524,529,1562,2332,1681,335,5523,194,96,49.5,83,42.8,3312,18609,10096,241,141,89,163,73,3538,429
Fortuna Sittard,21,48.3,9.0,5008,627,1702,2149,1196,182,5007,117,42,35.9,66,56.4,2754,15225,7616,161,104,44,121,76,2907,242
Go Ahead Eag,21,52.3,9.0,5286,741,1767,2112,1441,209,5285,98,41,41.8,51,52.0,2981,14761,7579,134,107,21,113,63,3414,379
Groningen,21,49.4,9.0,5080,560,1660,2300,1169,179,5080,155,72,46.5,75,48.4,2561,13430,6993,123,105,28,170,83,2980,313
Heerenveen,22,52.6,10.0,5917,699,1958,2448,1570,317,5915,175,84,48.0,82,46.9,3441,19958,9510,200,127,64,163,65,3624,463
Heracles Almelo,22,41.2,9.0,4402,712,1697,1860,897,116,4402,129,52,40.3,64,49.6,2106,12059,5629,99,92,22,127,60,2438,192
NAC Breda,22,47.6,10.0,5495,690,1891,2413,1248,198,5492,157,63,40.1,88,56.1,2820,14736,6894,141,113,27,135,90,3238,295
NEC Nijmegen,24,58.1,9.0,5456,520,1581,2356,1572,256,5453,157,77,49.0,69,43.9,2997,16405,7816,171,106,43,156,83,3360,413
PSV Eindhoven,24,60.9,9.0,6529,608,1822,2864,1907,320,6529,193,101,52.3,84,43.5,3915,19891,10427,210,135,65,145,64,4493,489
Sparta R'dam,22,40.6,9.0,4561,820,1908,1723,988,176,4559,123,46,37.4,64,52.0,2369,13611,7181,155,94,44,117,48,2588,286
Telstar,22,44.4,9.0,4689,681,1781,1805,1157,200,4689,128,54,42.2,64,50.0,2470,13636,7384,143,94,37,142,71,2697,345
Twente,23,54.3,9.0,5498,505,1664,2300,1590,272,5494,159,67,42.1,80,50.3,2943,15977,8203,180,142,50,165,69,3351,390
Utrecht,26,52.1,9.0,5408,594,1786,2446,1231,216,5408,147,60,40.8,76,51.7,2861,15091,7451,146,101,50,147,90,3446,323
Volendam,23,43.1,9.0,4574,706,1757,1835,1028,161,4574,109,55,50.5,52,47.7,2539,13713,6873,146,91,36,116,73,2668,256
Zwolle,24,43.1,9.0,4753,738,1786,2042,987,153,4753,122,49,40.2,62,50.8,2623,14559,7383,128,87,37,152,71,2850,293
