Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
vs Atlético Mineiro,33,28.0,466,299,232,183,51,229,422,54.3,193,336,133,203,235,701,729,10
vs Bahia,30,29.0,515,298,255,191,69,251,537,46.7,286,300,94,206,235,750,689,22
vs Botafogo (RJ),38,29.0,420,261,217,153,50,195,432,45.1,237,274,92,182,264,684,736,15
vs Ceará,32,28.0,412,263,151,189,72,180,348,51.7,168,256,69,187,199,611,772,19
vs Corinthians,34,29.0,485,316,217,203,65,227,410,55.4,183,291,80,211,300,785,686,9
vs Cruzeiro,35,29.0,498,320,229,204,65,255,485,52.6,230,290,94,196,258,756,802,11
vs Flamengo,31,28.0,496,296,276,176,44,231,467,49.5,236,325,119,206,220,716,774,16
vs Fluminense,36,28.0,465,293,229,180,56,201,418,48.1,217,292,95,197,257,722,717,15
vs Fortaleza,44,28.0,384,247,186,154,44,170,347,49.0,177,257,119,138,181,565,824,23
vs Grêmio,39,29.0,504,318,213,221,70,257,487,52.8,230,251,70,181,247,751,662,14
vs Internacional,38,29.0,524,375,252,218,54,226,453,49.9,227,313,103,210,257,781,732,14
vs Juventude,43,29.0,451,278,190,193,68,202,400,50.5,198,292,82,210,210,661,671,18
vs Mirassol,33,29.0,521,307,224,223,74,252,447,56.4,195,345,113,232,255,776,760,14
vs Palmeiras,37,28.0,541,357,283,214,44,314,530,59.2,216,287,109,178,207,748,884,18
vs RB Bragantino,31,29.0,483,304,237,192,54,244,498,49.0,254,291,91,200,228,711,675,14
vs Santos,40,28.0,450,295,216,178,56,218,425,51.3,207,277,103,174,195,645,715,14
vs São Paulo,37,29.0,451,290,219,177,55,221,419,52.7,198,318,100,218,262,713,718,11
vs Sport Recife,40,28.0,493,316,231,199,63,232,446,52.0,214,319,111,208,227,720,803,18
vs Vasco da Gama,37,29.0,449,289,186,173,90,220,460,47.8,240,287,85,202,202,651,634,13
vs Vitória,38,29.0,432,279,206,165,61,212,422,50.2,210,261,88,173,202,634,775,15
