Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Atlético Mineiro,2,13.0,12,0,0,2,0,13.8,0.3,1.8,0.14,64,172,37.2,369,52,42.8,35.0,92,15.2,22.3,156,9,5.8,27,2.08,18.4
Bahia,2,13.0,12,2,0,1,0,14.4,0.25,2.4,0.19,55,150,36.7,378,60,25.4,28.5,114,47.4,32.8,216,14,6.5,26,2.0,17.3
Botafogo (RJ),1,13.0,7,0,0,3,0,10.5,0.25,3.5,0.27,53,134,39.6,372,41,28.5,30.9,98,28.6,29.6,182,9,4.9,9,0.69,12.8
Ceará,2,13.0,12,2,0,1,0,14.3,0.27,2.3,0.18,71,230,30.9,280,38,56.8,39.5,116,61.2,48.1,245,13,5.3,13,1.0,13.0
Corinthians,2,14.0,17,3,0,1,0,17.6,0.29,0.6,0.04,44,99,44.4,268,52,27.2,30.9,99,26.3,30.1,150,5,3.3,4,0.29,13.4
Cruzeiro,1,14.0,9,0,0,2,0,13.3,0.23,4.3,0.31,42,113,37.2,180,35,42.8,37.1,108,33.3,34.5,233,5,2.1,9,0.64,14.3
Flamengo,1,13.0,5,0,0,0,0,6.0,0.12,1.0,0.08,36,97,37.1,313,35,26.5,29.4,65,21.5,26.7,143,11,7.7,10,0.77,13.5
Fluminense,1,12.0,14,0,0,4,0,12.6,0.31,-1.4,-0.12,20,59,33.9,180,51,21.7,28.1,77,26.0,24.9,160,10,6.3,5,0.42,12.4
Fortaleza,2,13.0,19,0,0,2,1,20.6,0.31,2.6,0.2,59,151,39.1,280,66,37.9,34.4,93,48.4,40.4,155,10,6.5,12,0.92,15.7
Grêmio,1,13.0,19,4,1,1,0,22.6,0.33,3.6,0.28,94,208,45.2,287,36,50.9,40.0,106,58.5,45.6,217,9,4.1,8,0.62,12.0
Internacional,2,13.0,18,1,0,1,2,12.3,0.27,-3.7,-0.29,35,111,31.5,228,30,35.1,33.1,86,36.0,32.0,140,4,2.9,14,1.08,10.3
Juventude,2,12.0,24,2,1,3,1,23.1,0.27,0.1,0.01,31,113,27.4,265,61,30.9,34.0,87,35.6,31.3,168,9,5.4,5,0.42,11.7
Mirassol,2,12.0,13,1,0,1,0,15.9,0.26,2.9,0.24,40,122,32.8,258,56,36.8,34.6,99,27.3,28.5,219,10,4.6,15,1.25,8.4
Palmeiras,1,12.0,9,1,0,3,0,10.6,0.27,1.6,0.14,38,173,22.0,262,36,48.5,39.9,80,57.5,48.7,161,11,6.8,12,1.0,15.9
RB Bragantino,2,14.0,14,0,0,4,1,16.7,0.29,3.7,0.26,40,109,36.7,302,72,29.5,31.4,121,16.5,23.7,255,10,3.9,7,0.5,11.4
Santos,1,13.0,14,2,0,0,0,13.8,0.2,-0.2,-0.02,48,142,33.8,220,37,42.3,35.1,111,44.1,38.0,203,3,1.5,9,0.69,13.2
São Paulo,1,14.0,18,3,0,3,1,19.4,0.31,2.4,0.17,38,149,25.5,245,29,46.1,37.8,100,36.0,31.7,240,4,1.7,13,0.93,14.5
Sport Recife,2,12.0,20,3,0,1,1,16.3,0.26,-2.7,-0.23,36,99,36.4,215,48,28.4,38.1,94,40.4,35.5,152,9,5.9,10,0.83,17.0
Vasco da Gama,1,13.0,18,0,0,2,3,15.0,0.33,0.0,0.0,27,98,27.6,286,52,25.5,30.9,106,23.6,28.1,218,15,6.9,8,0.62,11.2
Vitória,2,14.0,15,0,0,4,0,17.8,0.25,2.8,0.2,50,166,30.1,324,64,31.5,34.5,117,54.7,45.4,245,14,5.7,6,0.43,4.0
