Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Atlético Mineiro,28,13.0,6427,5773,624,164,18,58,276,246,97,46,29,0,5211,30,106
Bahia,27,13.0,6573,5990,567,171,10,32,230,196,61,18,22,0,5544,16,98
Botafogo (RJ),30,13.0,6416,5812,588,165,16,42,242,246,59,31,17,0,5343,16,89
Ceará,27,13.0,4598,3908,660,224,10,30,230,245,50,28,17,0,3412,30,102
Corinthians,30,14.0,7885,7170,691,221,16,52,256,276,65,29,29,0,6717,24,126
Cruzeiro,29,14.0,5386,4668,694,196,18,21,259,290,77,16,25,0,4155,24,121
Flamengo,25,13.0,7917,7318,582,187,21,52,240,231,81,40,26,0,6892,17,111
Fluminense,28,12.0,6865,6233,625,202,10,53,229,264,56,8,24,0,5822,7,95
Fortaleza,32,13.0,5523,4857,635,183,8,28,281,245,82,20,44,2,4350,31,97
Grêmio,31,13.0,5120,4475,633,185,10,33,207,256,56,22,26,0,3971,12,99
Internacional,32,13.0,6834,6151,664,185,7,38,263,289,73,35,26,0,5665,19,99
Juventude,32,12.0,4764,4135,603,173,8,43,184,270,37,17,17,0,3686,26,98
Mirassol,27,12.0,5345,4738,584,173,13,36,195,238,49,17,21,2,4281,23,102
Palmeiras,27,12.0,5122,4467,631,191,10,41,265,263,76,30,28,1,4077,24,93
RB Bragantino,24,14.0,6076,5381,676,200,16,47,232,255,72,26,33,2,4885,19,104
Santos,31,13.0,5313,4663,627,202,10,27,237,227,60,26,24,1,4227,23,99
São Paulo,28,14.0,6444,5763,666,203,12,32,241,276,56,26,22,0,5282,15,127
Sport Recife,30,12.0,5556,4913,619,153,12,50,255,261,79,35,32,0,4387,24,118
Vasco da Gama,28,13.0,6885,6289,584,168,4,45,276,230,50,10,25,1,5862,12,114
Vitória,29,14.0,5778,5063,691,207,4,34,296,267,71,25,17,1,4538,24,112
