Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Atlético Mineiro,2,13,13,1170,13.0,12,0.92,47,35,74.5,5,5,3,7,53.8,0,0,0,0,
Bahia,2,13,13,1170,13.0,12,0.92,49,36,79.6,7,3,3,4,30.8,3,2,1,0,33.3
Botafogo (RJ),1,13,13,1170,13.0,7,0.54,43,35,83.7,6,4,3,8,61.5,0,0,0,0,
Ceará,2,13,13,1170,13.0,12,0.92,48,36,79.2,5,3,5,5,38.5,2,2,0,0,0.0
Corinthians,2,14,14,1260,14.0,17,1.21,51,34,72.5,5,4,5,5,35.7,3,3,0,0,0.0
Cruzeiro,1,14,14,1260,14.0,9,0.64,57,47,84.2,9,3,2,7,50.0,1,0,1,0,100.0
Flamengo,1,13,13,1170,13.0,5,0.38,34,27,85.3,8,3,2,9,69.2,2,0,2,0,100.0
Fluminense,1,12,12,1080,12.0,14,1.17,43,29,67.4,6,2,4,3,25.0,0,0,0,0,
Fortaleza,2,13,13,1170,13.0,19,1.46,65,46,70.8,2,4,7,5,38.5,1,0,1,0,100.0
Grêmio,1,13,13,1170,13.0,19,1.46,60,41,75.0,4,4,5,3,23.1,4,4,0,0,0.0
Internacional,2,13,13,1170,13.0,18,1.38,44,28,61.4,3,5,5,3,23.1,1,1,0,0,0.0
Juventude,2,12,12,1080,12.0,24,2.0,79,55,72.2,3,2,7,2,16.7,3,2,1,0,33.3
Mirassol,2,12,12,1080,12.0,13,1.08,54,40,77.8,4,6,2,2,16.7,2,1,1,0,50.0
Palmeiras,1,12,12,1080,12.0,9,0.75,34,24,76.5,7,2,3,5,41.7,2,1,1,0,50.0
RB Bragantino,2,14,14,1260,14.0,14,1.0,58,45,75.9,8,3,3,6,42.9,0,0,0,0,
Santos,1,13,13,1170,13.0,14,1.08,61,47,80.3,4,2,7,4,30.8,2,2,0,0,0.0
São Paulo,1,14,14,1260,14.0,18,1.29,61,44,75.4,2,7,5,3,21.4,3,3,0,0,0.0
Sport Recife,2,12,12,1080,12.0,20,1.67,52,33,67.3,0,3,9,2,16.7,4,3,0,1,0.0
Vasco da Gama,1,13,13,1170,13.0,18,1.38,46,31,60.9,4,1,8,2,15.4,0,0,0,0,
Vitória,2,14,14,1260,14.0,15,1.07,70,55,78.6,2,6,6,3,21.4,0,0,0,0,
