Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Alavés,22,27.7,9,810,90,100,9.0,99,81,56,44,21,57,1.33,9,8,1,0.11,8.6,7.2,1.5,0.16
Athletic Club,24,27.9,9,810,90,100,9.0,99,80,54,45,22,59,1.56,9,9,0,0.0,12.0,7.3,4.7,0.52
Atlético Madrid,22,28.0,9,810,90,100,9.0,99,80,55,45,20,62,1.78,16,10,6,0.67,15.8,9.7,6.1,0.68
Barcelona,25,25.5,9,810,90,100,9.0,99,80,56,43,24,57,2.44,24,10,14,1.56,19.6,10.8,8.8,0.97
Betis,25,27.9,9,810,90,100,9.0,99,83,63,36,18,61,1.78,15,10,5,0.56,12.3,8.9,3.4,0.38
Celta Vigo,24,26.1,9,810,90,100,9.0,99,78,53,45,24,63,0.78,8,11,-3,-0.33,10.3,10.6,-0.3,-0.04
Elche,26,27.3,9,810,90,100,9.0,99,82,55,44,17,60,1.56,11,9,2,0.22,10.6,9.9,0.7,0.07
Espanyol,22,27.6,9,810,90,100,9.0,99,81,53,45,18,63,1.67,13,11,2,0.22,17.1,10.9,6.2,0.69
Getafe,23,28.4,9,810,90,100,9.0,99,82,67,31,25,50,1.22,9,12,-3,-0.33,6.1,9.1,-3.0,-0.33
Girona,27,27.6,9,810,90,100,9.0,99,77,51,44,26,45,0.67,6,19,-13,-1.44,8.4,17.6,-9.2,-1.02
Levante,24,27.1,9,810,90,100,9.0,99,82,54,45,18,60,0.89,13,17,-4,-0.44,12.7,14.1,-1.3,-0.15
Mallorca,24,28.3,9,810,90,100,9.0,99,79,52,45,21,61,0.89,10,14,-4,-0.44,8.1,16.0,-7.9,-0.87
Osasuna,20,28.7,9,810,90,100,9.0,99,82,60,38,20,45,1.11,7,9,-2,-0.22,9.0,11.7,-2.7,-0.3
Oviedo,26,28.6,9,810,90,100,9.0,99,78,53,45,24,63,0.67,4,16,-12,-1.33,7.1,17.3,-10.2,-1.14
Rayo Vallecano,24,29.5,9,810,90,100,9.0,99,81,54,45,20,60,1.22,11,10,1,0.11,13.5,12.1,1.4,0.15
Real Madrid,22,25.7,9,810,90,100,9.0,99,82,55,43,18,59,2.67,20,9,11,1.22,19.9,10.1,9.8,1.09
Real Sociedad,26,26.4,10,900,90,100,10.0,110,80,60,50,23,69,0.9,10,14,-4,-0.4,13.3,13.8,-0.5,-0.05
Sevilla,28,27.8,10,900,90,100,10.0,110,80,64,46,24,67,1.3,17,16,1,0.1,9.5,16.6,-7.2,-0.72
Valencia,21,27.1,9,810,90,100,9.0,99,79,55,43,23,63,1.0,10,14,-4,-0.44,9.4,11.7,-2.4,-0.26
Villarreal,25,26.2,9,810,90,100,9.0,99,79,53,45,23,53,1.89,16,10,6,0.67,13.9,11.7,2.2,0.25
