Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Alavés,22,9.0,3321,4264,77.9,57854,21412,1583,1778,89.0,1333,1600,83.3,312,638,48.9,4,4.7,5.4,-0.7,71,285,50,20,294
Athletic Club,24,9.0,3474,4379,79.3,62854,21832,1497,1698,88.2,1569,1843,85.1,355,647,54.9,2,6.7,7.2,-4.7,79,324,76,23,397
Atlético Madrid,22,9.0,4378,5186,84.4,76721,25491,1985,2160,91.9,1861,2073,89.8,423,696,60.8,9,11.6,11.9,-2.6,88,362,105,25,423
Barcelona,25,9.0,5471,6197,88.3,88355,28127,2717,2921,93.0,2364,2591,91.2,287,460,62.4,18,14.5,17.1,3.5,146,551,124,14,528
Betis,25,9.0,3946,4738,83.3,67019,23647,1882,2047,91.9,1506,1732,87.0,393,664,59.2,13,10.1,9.5,2.9,104,287,82,19,357
Celta Vigo,24,9.0,4321,5110,84.6,75303,24775,1830,1992,91.9,2074,2288,90.6,314,583,53.9,5,8.2,9.5,-3.2,82,372,87,14,430
Elche,26,9.0,4416,5171,85.4,70640,25217,2277,2436,93.5,1674,1850,90.5,311,596,52.2,7,7.5,7.4,-0.5,76,324,62,20,317
Espanyol,22,9.0,2838,3656,77.6,51080,20186,1237,1405,88.0,1264,1474,85.8,284,625,45.4,9,12.3,12.1,-3.3,95,224,69,33,305
Getafe,23,9.0,1992,2919,68.2,38164,15651,904,1070,84.5,739,958,77.1,293,699,41.9,9,4.8,4.6,4.2,49,200,27,11,198
Girona,27,9.0,3154,3886,81.2,55588,18494,1398,1533,91.2,1421,1593,89.2,273,570,47.9,4,6.9,5.9,-2.9,64,212,54,10,296
Levante,24,9.0,2609,3400,76.7,47870,19149,1160,1337,86.8,1067,1244,85.8,321,639,50.2,7,7.9,7.5,-0.9,70,214,61,23,250
Mallorca,24,9.0,2820,3628,77.7,53902,20965,1152,1315,87.6,1268,1475,86.0,357,679,52.6,7,5.6,5.7,1.4,63,258,47,23,273
Osasuna,20,9.0,2977,3852,77.3,53178,21137,1379,1548,89.1,1172,1423,82.4,336,663,50.7,5,6.6,7.3,-1.6,61,211,46,18,247
Oviedo,26,9.0,3095,3831,80.8,58459,19857,1234,1397,88.3,1443,1631,88.5,363,634,57.3,2,4.1,5.8,-2.1,51,180,43,14,255
Rayo Vallecano,24,9.0,3576,4446,80.4,66796,24450,1442,1609,89.6,1686,1902,88.6,399,745,53.6,8,9.6,8.5,-1.6,86,295,53,21,324
Real Madrid,22,9.0,5247,5933,88.4,87525,25897,2596,2762,94.0,2062,2230,92.5,440,672,65.5,16,14.2,12.8,1.8,136,498,92,10,511
Real Sociedad,26,10.0,3877,4869,79.6,67790,24697,1723,1941,88.8,1737,2005,86.6,331,652,50.8,6,10.2,11.4,-4.2,106,350,78,24,412
Sevilla,28,10.0,3646,4604,79.2,69019,24513,1452,1649,88.1,1686,1946,86.6,438,774,56.6,13,7.4,7.6,5.6,81,299,73,25,330
Valencia,21,9.0,3004,3831,78.4,54329,19508,1281,1462,87.6,1369,1593,85.9,304,597,50.9,10,7.4,7.0,2.6,59,213,42,9,276
Villarreal,25,9.0,3505,4221,83.0,59719,20056,1680,1831,91.8,1493,1707,87.5,273,526,51.9,13,11.5,12.2,1.5,99,279,80,21,362
