Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Alavés,1,9.0,8,0,0,0,0,8.9,0.33,0.9,0.1,69,154,44.8,162,20,61.1,44.3,63,87.3,61.5,109,4,3.7,3,0.33,9.4
Athletic Club,1,9.0,9,0,0,1,1,9.4,0.3,1.4,0.16,30,114,26.3,222,40,37.4,34.0,49,63.3,49.4,100,9,9.0,18,2.0,18.4
Atlético Madrid,1,9.0,10,1,0,0,0,7.9,0.31,-2.1,-0.24,50,109,45.9,218,30,32.1,32.7,71,54.9,40.6,111,6,5.4,8,0.89,12.7
Barcelona,2,9.0,10,2,0,2,0,12.0,0.36,2.0,0.22,9,28,32.1,241,56,10.8,24.8,35,5.7,22.4,83,3,3.6,39,4.33,25.7
Betis,2,9.0,10,0,0,3,1,8.4,0.23,-0.6,-0.07,30,94,31.9,230,33,27.4,33.6,72,43.1,39.6,133,4,3.0,9,1.0,16.1
Celta Vigo,1,9.0,11,0,0,1,1,10.2,0.24,0.2,0.02,25,81,30.9,204,54,28.4,31.0,66,34.8,35.7,110,5,4.5,7,0.78,12.6
Elche,2,9.0,9,1,0,0,0,7.5,0.23,-1.5,-0.17,56,171,32.7,508,32,30.1,28.4,60,30.0,29.3,129,12,9.3,20,2.22,14.4
Espanyol,1,9.0,11,1,1,1,0,10.9,0.25,-0.1,-0.01,44,142,31.0,220,38,51.8,39.7,61,45.9,40.7,134,7,5.2,11,1.22,14.2
Getafe,1,9.0,12,0,0,3,1,10.4,0.27,-0.6,-0.07,70,217,32.3,184,11,82.1,51.6,73,90.4,60.7,103,4,3.9,7,0.78,14.6
Girona,2,9.0,19,2,1,1,0,18.9,0.33,-0.1,-0.01,30,129,23.3,223,44,41.3,30.4,97,38.1,32.7,149,3,2.0,9,1.0,14.0
Levante,2,9.0,17,1,0,5,1,16.1,0.31,0.1,0.01,45,127,35.4,205,38,40.5,36.7,88,50.0,43.1,152,5,3.3,9,1.0,12.7
Mallorca,1,9.0,14,2,0,2,0,15.1,0.31,1.1,0.12,54,151,35.8,227,27,51.1,39.0,76,46.1,37.4,135,8,5.9,5,0.56,11.1
Osasuna,1,9.0,9,1,0,0,0,12.9,0.28,3.9,0.43,60,133,45.1,216,47,36.6,34.4,89,60.7,44.0,141,7,5.0,19,2.11,18.3
Oviedo,1,9.0,16,0,0,5,0,20.0,0.32,4.0,0.44,53,130,40.8,253,33,41.9,34.5,75,32.0,30.8,142,4,2.8,20,2.22,17.2
Rayo Vallecano,1,9.0,10,2,0,1,0,11.5,0.29,1.5,0.16,58,157,36.9,267,38,48.7,39.5,77,35.1,31.9,115,12,10.4,23,2.56,16.9
Real Madrid,1,9.0,9,2,1,1,0,6.5,0.22,-2.5,-0.28,25,91,27.5,228,37,30.7,33.8,54,38.9,35.3,104,6,5.8,12,1.33,15.6
Real Sociedad,1,10.0,14,1,0,1,1,11.9,0.33,-1.1,-0.11,54,116,46.6,280,34,32.5,31.8,66,37.9,38.5,103,4,3.9,21,2.1,18.4
Sevilla,2,10.0,16,3,1,1,0,16.5,0.29,0.5,0.05,48,134,35.8,297,46,34.3,34.4,51,62.7,49.2,129,3,2.3,10,1.0,11.4
Valencia,1,9.0,14,0,0,2,0,11.1,0.27,-2.9,-0.32,35,120,29.2,237,40,35.9,32.8,77,45.5,39.9,130,12,9.2,14,1.56,15.2
Villarreal,2,9.0,10,2,0,0,0,9.9,0.26,-0.1,-0.01,14,78,17.9,150,30,37.3,37.8,71,31.0,31.6,108,5,4.6,11,1.22,12.3
