Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
vs Alavés,1,9,9,810,9.0,9,1.0,33,25,81.8,3,3,3,3,33.3,3,3,0,0,0.0
vs Athletic Club,1,9,9,810,9.0,9,1.0,36,28,83.3,3,2,4,4,44.4,3,3,0,0,0.0
vs Atlético Madrid,1,9,9,810,9.0,16,1.78,51,35,70.6,1,4,4,0,0.0,2,1,1,0,50.0
vs Barcelona,2,9,9,810,9.0,24,2.67,74,51,68.9,1,1,7,0,0.0,2,1,0,1,0.0
vs Betis,2,9,9,810,9.0,15,1.67,39,25,61.5,1,4,4,0,0.0,0,0,0,0,
vs Celta Vigo,1,9,9,810,9.0,8,0.89,31,23,77.4,2,7,0,1,11.1,1,1,0,0,0.0
vs Elche,2,9,9,810,9.0,11,1.22,36,24,69.4,1,5,3,1,11.1,1,0,1,0,100.0
vs Espanyol,1,9,9,810,9.0,13,1.44,44,30,75.0,2,3,4,2,22.2,3,2,1,0,33.3
vs Getafe,1,9,9,810,9.0,9,1.0,23,14,60.9,4,2,3,3,33.3,0,0,0,0,
vs Girona,2,9,9,810,9.0,6,0.67,32,26,81.3,5,3,1,4,44.4,0,0,0,0,
vs Levante,2,9,9,810,9.0,13,1.44,31,18,61.3,5,2,2,2,22.2,1,1,0,0,0.0
vs Mallorca,1,9,9,810,9.0,10,1.11,34,24,73.5,5,2,2,2,22.2,1,1,0,0,0.0
vs Osasuna,1,9,9,810,9.0,7,0.78,24,17,75.0,5,1,3,4,44.4,1,1,0,0,0.0
vs Oviedo,1,9,9,810,9.0,4,0.44,26,21,84.6,7,0,2,6,66.7,1,0,1,0,100.0
vs Rayo Vallecano,1,9,9,808,9.0,11,1.23,37,26,73.0,4,2,3,3,33.3,1,1,0,0,0.0
vs Real Madrid,1,9,9,810,9.0,20,2.22,62,42,72.6,1,0,8,0,0.0,3,3,0,0,0.0
vs Real Sociedad,1,10,10,900,10.0,10,1.0,43,33,81.4,5,3,2,2,20.0,2,2,0,0,0.0
vs Sevilla,2,10,10,900,10.0,17,1.7,32,16,50.0,5,1,4,0,0.0,1,1,0,0,0.0
vs Valencia,1,9,9,810,9.0,10,1.11,28,17,64.3,4,3,2,3,33.3,1,0,1,0,100.0
vs Villarreal,2,9,9,810,9.0,16,1.78,44,28,63.6,2,2,5,1,11.1,0,0,0,0,
