Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Alavés,22,9.0,8,100,30,30.0,11.11,3.33,0.05,0.17,19.5,2,3,3,8.6,6.5,0.07,-0.6,-1.5
Athletic Club,24,9.0,8,115,33,28.7,12.78,3.67,0.04,0.15,18.3,0,3,3,12.0,9.7,0.09,-4.0,-4.7
Atlético Madrid,22,9.0,15,118,49,41.5,13.11,5.44,0.12,0.29,16.6,4,1,2,15.8,14.3,0.12,-0.8,-0.3
Barcelona,25,9.0,23,188,73,38.8,20.89,8.11,0.12,0.3,18.0,9,1,2,19.6,18.1,0.1,3.4,3.9
Betis,25,9.0,14,133,39,29.3,14.78,4.33,0.11,0.36,17.8,4,0,0,12.3,12.3,0.09,1.7,1.7
Celta Vigo,24,9.0,8,102,30,29.4,11.33,3.33,0.07,0.23,18.4,1,1,1,10.3,9.6,0.1,-2.3,-2.6
Elche,26,9.0,11,97,35,36.1,10.78,3.89,0.11,0.31,16.4,1,0,1,10.6,9.8,0.1,0.4,1.2
Espanyol,22,9.0,13,121,41,33.9,13.44,4.56,0.09,0.27,16.9,4,2,3,17.1,14.7,0.12,-4.1,-3.7
Getafe,23,9.0,9,74,23,31.1,8.22,2.56,0.12,0.39,19.3,2,0,0,6.1,6.1,0.08,2.9,2.9
Girona,27,9.0,6,85,32,37.6,9.44,3.56,0.07,0.19,17.5,1,0,0,8.4,8.4,0.1,-2.4,-2.4
Levante,24,9.0,13,97,30,30.9,10.78,3.33,0.12,0.4,17.9,4,1,1,12.7,12.1,0.13,0.3,-0.1
Mallorca,24,9.0,10,88,33,37.5,9.78,3.67,0.1,0.27,18.1,2,1,1,8.1,7.3,0.08,1.9,1.7
Osasuna,20,9.0,7,79,23,29.1,8.78,2.56,0.08,0.26,16.6,2,1,1,9.0,8.3,0.11,-2.0,-2.3
Oviedo,26,9.0,4,78,25,32.1,8.67,2.78,0.05,0.16,18.5,1,0,1,7.1,6.3,0.08,-3.1,-2.3
Rayo Vallecano,24,9.0,11,111,36,32.4,12.33,4.0,0.09,0.28,18.9,4,1,1,13.5,12.7,0.12,-2.5,-2.7
Real Madrid,22,9.0,20,169,59,34.9,18.78,6.56,0.1,0.29,18.5,6,3,3,19.9,17.6,0.11,0.1,-0.6
Real Sociedad,26,10.0,10,134,41,30.6,13.4,4.1,0.06,0.2,17.1,4,2,2,13.3,11.8,0.09,-3.3,-3.8
Sevilla,28,10.0,16,104,31,29.8,10.4,3.1,0.14,0.48,17.4,2,1,1,9.5,8.7,0.08,6.5,6.3
Valencia,21,9.0,10,88,27,30.7,9.78,3.0,0.11,0.37,17.9,3,0,1,9.4,8.6,0.1,0.6,1.4
Villarreal,25,9.0,16,128,44,34.4,14.22,4.89,0.13,0.36,16.9,1,0,0,13.9,13.9,0.11,2.1,2.1
