Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
vs Atalanta,22,7.0,3142,2854,281,78,6,11,123,105,26,8,11,0,2548,7,56
vs Bologna,25,7.0,2534,2179,343,115,15,17,83,140,22,9,9,0,1904,12,41
vs Cagliari,23,7.0,3539,3175,354,118,4,20,143,136,42,26,9,0,2911,10,36
vs Como,22,7.0,2771,2396,361,118,6,17,100,141,29,13,13,0,2164,14,60
vs Cremonese,26,7.0,3606,3260,333,95,11,24,139,138,47,23,22,0,2984,13,48
vs Fiorentina,22,7.0,3008,2666,336,114,5,15,105,113,30,13,14,0,2409,6,63
vs Genoa,23,7.0,2992,2597,382,114,6,14,90,178,26,10,7,0,2282,13,58
vs Hellas Verona,25,7.0,3754,3395,353,123,11,18,108,143,30,16,7,0,3075,6,67
vs Inter,24,7.0,2748,2384,353,120,5,12,102,109,24,14,8,0,2191,11,55
vs Juventus,22,7.0,2739,2409,326,87,2,11,115,129,32,18,11,0,2159,4,37
vs Lazio,24,7.0,3499,3168,321,83,10,39,122,146,34,19,8,0,2932,10,63
vs Lecce,22,7.0,3383,3055,312,88,9,19,115,113,40,17,18,0,2708,16,52
vs Milan,24,8.0,3694,3364,321,90,4,18,161,114,29,9,12,0,3089,9,50
vs Napoli,24,7.0,2544,2267,271,92,4,13,75,83,21,9,8,0,1984,6,33
vs Parma,20,7.0,3296,2975,303,85,3,11,124,123,30,14,12,0,2643,18,63
vs Pisa,25,8.0,4344,3901,430,116,10,24,168,188,50,20,22,0,3582,13,64
vs Roma,22,7.0,2607,2271,325,115,3,9,97,123,21,8,8,0,1908,11,57
vs Sassuolo,25,7.0,3606,3282,319,92,8,17,132,142,36,15,19,0,2964,5,75
vs Torino,24,7.0,3717,3403,304,102,7,19,124,107,34,19,9,0,3135,10,40
vs Udinese,26,7.0,3063,2707,343,95,7,18,120,135,34,10,19,0,2414,13,63
