Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Atalanta,1,7.0,5,0,0,1,1,6.9,0.23,2.9,0.41,43,102,42.2,223,34,32.3,31.7,47,63.8,47.4,93,4,4.3,9,1.29,14.7
Bologna,2,7.0,5,0,0,1,0,5.2,0.26,0.2,0.02,37,94,39.4,316,37,25.6,31.0,35,37.1,36.5,68,4,5.9,10,1.43,11.4
Cagliari,1,7.0,8,0,0,3,0,9.6,0.29,1.6,0.22,41,111,36.9,167,36,52.1,37.8,79,30.4,29.3,114,19,16.7,9,1.29,13.0
Como,1,7.0,5,0,0,1,0,4.9,0.31,-0.1,-0.02,45,88,51.1,236,25,31.4,30.3,47,29.8,26.8,80,9,11.3,15,2.14,16.0
Cremonese,2,7.0,9,1,0,1,0,10.8,0.26,1.8,0.25,34,118,28.8,212,41,42.0,35.6,76,38.2,35.1,113,9,8.0,3,0.43,9.9
Fiorentina,1,7.0,10,2,0,2,0,8.9,0.24,-1.1,-0.16,33,85,38.8,166,27,42.2,33.2,55,27.3,27.6,79,2,2.5,6,0.86,15.4
Genoa,1,7.0,9,1,0,1,0,8.1,0.32,-0.9,-0.12,25,89,28.1,152,15,47.4,36.1,42,40.5,33.5,74,1,1.4,8,1.14,17.8
Hellas Verona,1,7.0,9,0,0,1,0,8.8,0.33,-0.2,-0.02,44,127,34.6,155,27,52.3,41.0,50,92.0,61.0,85,6,7.1,4,0.57,13.2
Inter,2,7.0,8,1,0,1,0,7.2,0.28,-0.8,-0.11,18,58,31.0,202,22,22.3,29.0,40,32.5,30.7,78,1,1.3,7,1.0,18.6
Juventus,1,7.0,7,1,0,2,0,6.9,0.27,-0.1,-0.01,22,57,38.6,171,29,25.1,29.8,52,26.9,27.7,98,7,7.1,3,0.43,9.7
Lazio,1,7.0,7,0,1,2,0,11.8,0.33,4.8,0.68,24,85,28.2,186,26,36.6,35.1,48,35.4,31.6,93,7,7.5,3,0.43,11.0
Lecce,1,7.0,10,2,0,1,0,10.3,0.28,0.3,0.05,43,139,30.9,156,21,75.6,43.4,56,37.5,29.1,96,5,5.2,9,1.29,12.9
Milan,2,8.0,6,2,0,2,0,7.6,0.3,1.6,0.2,22,64,34.4,226,35,22.6,31.2,46,28.3,30.6,117,12,10.3,2,0.25,8.1
Napoli,2,7.0,7,1,0,1,0,6.0,0.28,-1.0,-0.15,21,55,38.2,161,22,27.3,25.7,58,19.0,29.9,62,5,8.1,9,1.29,19.4
Parma,1,7.0,7,0,0,2,0,7.9,0.24,0.9,0.12,51,148,34.5,220,24,45.5,40.6,59,81.4,59.1,101,8,7.9,16,2.29,17.7
Pisa,1,8.0,12,0,1,1,0,10.4,0.27,-1.6,-0.2,55,129,42.6,188,34,55.9,39.4,67,35.8,31.4,121,10,8.3,0,0.0,6.6
Roma,1,7.0,3,0,0,0,0,4.2,0.21,1.2,0.18,33,102,32.4,229,35,29.7,33.2,57,59.6,47.2,77,3,3.9,5,0.71,15.0
Sassuolo,2,7.0,8,1,1,1,1,10.5,0.29,3.5,0.49,43,122,35.2,204,37,44.6,34.6,59,52.5,41.8,96,13,13.5,2,0.29,11.3
Torino,1,7.0,13,2,0,2,0,9.6,0.25,-3.4,-0.49,47,136,34.6,202,25,54.5,39.1,58,44.8,34.8,93,5,5.4,5,0.71,13.5
Udinese,2,7.0,10,0,0,1,0,7.8,0.33,-2.2,-0.31,24,63,38.1,144,22,29.2,29.4,58,36.2,32.5,82,2,2.4,8,1.14,18.2
