Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Atalanta,22,54.1,7.0,4485,520,1568,1924,1041,201,4485,145,67,46.2,58,40.0,2650,12596,6592,138,83,46,104,53,3071,306
Bologna,25,56.9,7.0,4064,386,1308,1931,866,129,4062,119,48,40.3,47,39.5,2253,11659,5347,95,68,27,89,68,2678,246
Cagliari,23,43.0,7.0,3415,482,1477,1383,583,102,3414,96,40,41.7,47,49.0,1740,7832,3994,84,49,27,101,54,2046,156
Como,22,55.9,7.0,4306,496,1498,2008,834,149,4306,120,46,38.3,63,52.5,2238,11098,5384,117,72,44,101,75,2860,210
Cremonese,26,44.9,7.0,3631,550,1494,1583,590,69,3630,83,36,43.4,37,44.6,1961,8853,4093,67,58,14,119,58,2218,161
Fiorentina,22,50.1,7.0,3655,400,1212,1770,722,111,3655,109,43,39.4,52,47.7,1969,9971,5070,92,64,18,97,66,2306,197
Genoa,23,50.6,7.0,3899,399,1350,1739,849,113,3898,121,57,47.1,52,43.0,2126,10806,4790,96,58,18,136,61,2330,197
Hellas Verona,25,40.9,7.0,3395,350,1072,1521,835,128,3394,98,45,45.9,43,43.9,1652,8484,4196,94,63,22,113,45,1834,196
Inter,24,59.1,7.0,4646,353,1211,2108,1356,253,4646,80,37,46.3,32,40.0,2418,11623,6305,135,95,32,95,52,3273,358
Juventus,22,57.9,7.0,4477,400,1354,1988,1183,182,4477,121,59,48.8,56,46.3,2668,15287,8046,156,133,33,114,51,3102,284
Lazio,24,48.6,7.0,4109,435,1364,2013,770,113,4108,119,42,35.3,57,47.9,2227,10029,4832,83,57,35,81,63,2787,227
Lecce,22,44.0,7.0,3406,383,1044,1544,849,117,3406,121,37,30.6,65,53.7,1644,8663,4432,90,49,19,111,49,1959,214
Milan,24,53.5,8.0,5075,446,1510,2397,1206,211,5073,148,62,41.9,64,43.2,3066,15980,8234,160,106,45,101,38,3664,313
Napoli,24,62.7,7.0,4973,337,1217,2532,1256,185,4971,104,45,43.3,44,42.3,3097,15495,8097,164,113,37,97,59,3677,364
Parma,20,44.6,7.0,3407,423,1159,1505,767,98,3406,82,22,26.8,42,51.2,1783,8886,4469,79,63,13,99,62,1924,153
Pisa,25,39.1,8.0,3728,595,1436,1629,712,106,3726,123,43,35.0,69,56.1,1810,9855,4921,97,56,23,124,67,2024,216
Roma,22,58.9,7.0,4484,421,1259,2137,1129,165,4484,117,36,30.8,59,50.4,2473,12683,6409,125,116,32,108,67,2999,278
Sassuolo,25,44.3,7.0,3631,418,1360,1618,690,102,3629,100,37,37.0,47,47.0,1882,9670,4695,84,54,29,119,58,2270,183
Torino,24,42.6,7.0,3470,465,1282,1477,743,136,3469,99,42,42.4,39,39.4,1795,8846,4001,79,61,28,98,57,2094,208
Udinese,26,49.6,7.0,3794,382,1131,1738,953,153,3793,131,52,39.7,61,46.6,1984,11377,5861,122,91,32,110,53,2364,238
