Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Atalanta,22,7.0,3701,3410,279,71,7,17,134,109,40,17,17,0,3088,12,43
Bologna,25,7.0,3380,3018,347,112,2,31,124,147,41,9,20,0,2726,15,50
Cagliari,23,7.0,2663,2298,352,112,4,16,92,124,22,3,18,0,2066,13,51
Como,22,7.0,3481,3133,344,112,9,24,84,146,27,8,11,0,2904,4,64
Cremonese,26,7.0,2891,2527,349,101,2,15,93,136,20,11,8,0,2237,15,63
Fiorentina,22,7.0,2964,2613,335,124,6,10,112,112,27,10,14,0,2345,16,37
Genoa,23,7.0,3060,2706,348,104,6,15,121,156,30,14,11,0,2346,6,57
Hellas Verona,25,7.0,2571,2244,315,64,11,17,115,155,30,16,14,0,1856,12,55
Inter,24,7.0,3924,3598,311,78,6,26,179,121,57,19,34,0,3297,15,54
Juventus,22,7.0,3719,3386,326,85,7,17,137,136,39,13,12,0,3122,7,72
Lazio,24,7.0,3374,3034,334,127,11,15,89,123,22,13,8,0,2806,6,63
Lecce,22,7.0,2636,2273,355,112,3,14,113,135,35,15,14,0,1981,8,47
Milan,24,8.0,4270,3909,348,109,18,26,112,146,33,18,11,0,3683,13,50
Napoli,24,7.0,4326,3983,335,91,22,14,167,122,50,33,3,0,3708,8,59
Parma,20,7.0,2641,2302,334,112,0,9,111,126,23,17,5,0,1967,5,36
Pisa,25,8.0,2756,2403,344,106,7,14,125,124,27,8,15,0,2049,9,57
Roma,22,7.0,3721,3337,374,133,4,21,139,136,38,22,12,0,3017,10,78
Sassuolo,25,7.0,2852,2540,300,105,6,20,64,103,18,13,3,0,2284,12,45
Torino,24,7.0,2698,2378,308,85,4,16,115,118,28,14,10,0,2113,12,47
Udinese,26,7.0,2958,2616,333,97,1,9,120,131,30,17,6,0,2391,9,53
