Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Atalanta,22,45.9,7.0,3938,472,1300,1726,953,127,3937,110,45,40.9,51,46.4,2061,10798,5318,108,79,32,115,59,2507,212
vs Bologna,25,43.1,7.0,3286,465,1332,1386,606,116,3286,115,43,37.4,56,48.7,1615,8101,3738,85,52,29,114,47,1879,149
vs Cagliari,23,57.0,7.0,4262,319,1087,2123,1087,175,4262,117,51,43.6,50,42.7,2284,12194,6531,131,71,29,97,56,2865,285
vs Como,22,44.1,7.0,3538,467,1415,1488,688,142,3538,134,66,49.3,52,38.8,1943,9928,4862,99,73,37,108,78,2150,197
vs Cremonese,26,55.1,7.0,4406,259,1051,2265,1118,194,4405,106,38,35.8,55,51.9,2580,12387,6090,132,76,34,132,42,2960,293
vs Fiorentina,22,49.9,7.0,3772,424,1297,1649,861,147,3770,101,39,38.6,49,48.5,1912,10176,5213,119,77,34,98,60,2384,218
vs Genoa,23,49.4,7.0,3795,427,1389,1655,782,118,3794,112,32,28.6,64,57.1,1919,9436,3892,71,56,21,110,68,2250,165
vs Hellas Verona,25,59.1,7.0,4551,474,1402,2301,886,117,4550,115,45,39.1,62,53.9,2621,12731,6958,114,89,19,109,71,3053,289
vs Inter,24,40.9,7.0,3518,516,1369,1528,651,93,3517,80,38,47.5,33,41.3,1808,9431,4626,78,66,15,101,66,2177,191
vs Juventus,22,42.1,7.0,3542,457,1272,1495,805,118,3540,70,26,37.1,35,50.0,1748,9298,4863,100,76,21,105,67,2148,176
vs Lazio,24,51.4,7.0,4241,387,1393,1878,1010,170,4241,122,50,41.0,56,45.9,2518,12162,5587,121,84,40,93,64,2911,265
vs Lecce,22,56.0,7.0,4110,449,1493,1780,873,149,4108,124,45,36.3,58,46.8,2497,12575,6039,92,67,28,90,53,2685,219
vs Milan,24,46.5,8.0,4447,470,1326,2124,1035,114,4445,106,36,34.0,53,50.0,2404,12889,6591,130,91,12,110,57,3072,285
vs Napoli,24,37.3,7.0,3300,517,1315,1430,586,95,3299,94,40,42.6,43,45.7,1766,9092,4349,84,61,19,84,39,1965,134
vs Parma,20,55.4,7.0,4129,445,1389,1769,1005,165,4128,123,50,40.7,56,45.5,2068,10351,5250,98,84,32,111,46,2617,253
vs Pisa,25,60.9,8.0,5198,429,1297,2528,1424,242,5198,155,77,49.7,62,40.0,3124,15804,8341,188,131,57,114,88,3556,390
vs Roma,22,41.1,7.0,3426,466,1280,1548,636,87,3426,102,40,39.2,47,46.1,1678,8330,3935,75,48,21,106,52,1867,183
vs Sassuolo,25,55.7,7.0,4308,328,1157,2121,1059,148,4307,113,46,40.7,53,46.9,2420,12101,6471,110,87,27,110,52,2930,300
vs Torino,24,57.4,7.0,4468,430,1287,2194,1030,174,4466,117,37,31.6,50,42.7,2566,12243,6380,134,82,38,106,45,3103,286
vs Udinese,26,50.4,7.0,3815,440,1455,1557,839,132,3815,120,52,43.3,49,40.8,1904,9666,4734,88,59,29,104,46,2401,215
