Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
vs Atalanta,22,7.0,2548,3142,81.1,46392,16491,1099,1214,90.5,1094,1258,87.0,289,514,56.2,1,3.7,4.1,-2.7,57,190,36,12,216
vs Bologna,25,7.0,1904,2534,75.1,35925,13927,746,862,86.5,876,1045,83.8,229,488,46.9,3,4.1,3.8,-1.1,49,124,39,12,154
vs Cagliari,23,7.0,2911,3539,82.3,53969,17933,1153,1300,88.7,1380,1550,89.0,320,541,59.1,8,10.5,8.1,-2.5,83,224,60,20,292
vs Como,22,7.0,2164,2771,78.1,39638,14840,906,1035,87.5,984,1132,86.9,231,447,51.7,1,4.3,4.1,-3.3,49,136,40,8,198
vs Cremonese,26,7.0,2984,3606,82.8,54721,18754,1222,1354,90.3,1357,1523,89.1,335,554,60.5,8,8.5,7.7,-0.5,91,247,65,15,296
vs Fiorentina,22,7.0,2409,3008,80.1,42750,16092,1105,1238,89.3,981,1147,85.5,257,459,56.0,8,7.4,6.1,0.6,68,184,44,7,220
vs Genoa,23,7.0,2282,2992,76.3,41701,15073,999,1165,85.8,980,1183,82.8,254,478,53.1,5,4.3,4.0,0.7,50,148,35,13,166
vs Hellas Verona,25,7.0,3075,3754,81.9,56066,20040,1279,1454,88.0,1408,1597,88.2,337,548,61.5,7,6.0,5.8,1.0,59,256,42,8,290
vs Inter,24,7.0,2191,2748,79.7,40483,14179,849,958,88.6,1023,1173,87.2,246,439,56.0,7,4.7,4.2,2.3,57,144,30,10,192
vs Juventus,22,7.0,2159,2739,78.8,39916,13825,874,1015,86.1,989,1153,85.8,244,450,54.2,5,4.6,4.9,0.4,65,145,48,19,176
vs Lazio,24,7.0,2932,3499,83.8,53590,16973,1218,1347,90.4,1380,1521,90.7,275,456,60.3,5,7.8,6.8,-2.8,78,203,63,16,266
vs Lecce,22,7.0,2708,3383,80.0,46398,16590,1252,1409,88.9,1194,1374,86.9,207,447,46.3,6,5.4,5.0,0.6,65,180,52,10,222
vs Milan,24,8.0,3089,3694,83.6,55713,17653,1263,1391,90.8,1453,1623,89.5,293,505,58.0,3,4.1,5.2,-1.1,56,259,57,25,288
vs Napoli,24,7.0,1984,2544,78.0,34654,12313,892,1001,89.1,823,965,85.3,205,444,46.2,4,5.5,5.0,-1.5,55,133,24,10,134
vs Parma,20,7.0,2643,3296,80.2,46761,16649,1173,1307,89.7,1147,1307,87.8,269,508,53.0,5,5.4,6.5,-0.4,72,202,59,20,256
vs Pisa,25,8.0,3582,4344,82.5,65120,22454,1515,1700,89.1,1645,1850,88.9,359,600,59.8,9,9.4,10.2,-0.4,101,318,87,17,395
vs Roma,22,7.0,1908,2607,73.2,34995,13640,764,903,84.6,849,1030,82.4,215,486,44.2,3,5.3,3.9,-2.3,55,151,27,8,185
vs Sassuolo,25,7.0,2964,3606,82.2,50492,16126,1347,1494,90.2,1299,1481,87.7,235,431,54.5,4,6.6,5.9,-2.6,76,236,48,12,304
vs Torino,24,7.0,3135,3717,84.3,56650,19332,1354,1488,91.0,1437,1604,89.6,305,497,61.4,10,7.1,6.7,2.9,86,250,46,13,289
vs Udinese,26,7.0,2414,3063,78.8,45935,16616,959,1100,87.2,1102,1265,87.1,313,557,56.2,9,5.8,4.2,3.2,52,194,34,9,218
