Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Atalanta,22,26.6,7,630,90,100,7.0,77,82,43,34,24,52,0.71,5,11,-6,-0.86,6.1,10.6,-4.5,-0.65
vs Bologna,25,26.3,7,630,90,100,7.0,77,79,43,33,28,55,1.0,5,11,-6,-0.86,5.9,9.4,-3.5,-0.49
vs Cagliari,23,27.2,7,630,90,100,7.0,77,79,44,33,22,66,1.57,8,6,2,0.29,11.9,6.4,5.5,0.79
vs Como,22,27.1,7,630,90,100,7.0,77,79,45,32,23,52,0.86,5,9,-4,-0.57,6.7,9.1,-2.4,-0.35
vs Cremonese,26,26.8,7,630,90,100,7.0,77,79,45,32,24,61,1.0,9,8,1,0.14,11.0,5.4,5.6,0.79
vs Fiorentina,22,27.1,7,630,90,100,7.0,77,80,44,33,19,51,2.14,10,5,5,0.71,10.2,7.7,2.4,0.35
vs Genoa,23,26.9,7,630,90,100,7.0,77,80,40,35,22,49,2.14,9,3,6,0.86,7.2,7.9,-0.8,-0.11
vs Hellas Verona,25,26.9,7,630,90,100,7.0,77,81,44,33,23,59,1.86,9,2,7,1.0,8.7,8.0,0.7,0.1
vs Inter,24,26.9,7,630,90,100,7.0,77,81,42,35,24,57,0.86,8,18,-10,-1.43,5.7,13.1,-7.4,-1.06
vs Juventus,22,27.2,7,630,90,100,7.0,77,81,46,30,18,54,0.86,7,9,-2,-0.29,7.5,7.9,-0.4,-0.05
vs Lazio,24,26.4,7,630,90,100,7.0,77,79,43,34,21,59,1.57,7,10,-3,-0.43,9.9,8.8,1.1,0.15
vs Lecce,22,26.3,7,630,90,100,7.0,77,81,46,32,20,56,1.71,10,5,5,0.71,9.0,5.1,4.0,0.56
vs Milan,24,27.3,8,720,90,100,8.0,88,83,50,38,22,63,0.63,6,13,-7,-0.87,7.2,12.2,-5.0,-0.62
vs Napoli,24,26.7,7,630,90,100,7.0,77,82,40,35,19,53,0.86,7,12,-5,-0.71,8.2,12.4,-4.2,-0.59
vs Parma,20,26.7,7,630,90,100,7.0,77,82,43,33,22,56,1.71,7,3,4,0.57,7.7,5.9,1.8,0.26
vs Pisa,25,27.3,8,720,90,100,8.0,88,79,54,34,20,66,2.0,12,5,7,0.87,12.4,6.9,5.5,0.69
vs Roma,22,28.3,7,630,90,100,7.0,77,81,41,35,24,61,0.86,3,7,-4,-0.57,5.8,8.2,-2.5,-0.35
vs Sassuolo,25,27.5,7,630,90,100,7.0,77,81,43,34,20,60,1.43,8,8,0,0.0,9.5,7.1,2.3,0.33
vs Torino,24,27.5,7,630,90,100,7.0,77,81,44,33,22,49,1.57,13,6,7,1.0,10.7,8.5,2.2,0.31
vs Udinese,26,27.4,7,630,90,100,7.0,77,80,43,34,22,59,1.29,10,7,3,0.43,7.5,8.0,-0.5,-0.07
