Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Alverca,25,9.0,25,2,2,123,132,10,120,75,112,1,4,0,348,111,93,54.4
Arouca,22,8.0,23,3,2,121,106,5,135,46,69,0,3,0,252,101,115,46.8
AVS Futebol,26,8.0,16,1,0,129,93,11,159,63,82,1,2,0,327,126,113,52.7
Benfica,24,8.0,21,1,1,106,114,9,159,58,76,3,0,0,306,141,121,53.8
Braga,23,8.0,16,0,0,76,97,10,175,56,58,3,2,0,337,100,105,48.8
Casa Pia,25,8.0,28,0,0,123,122,12,135,55,96,1,1,0,337,134,111,54.7
Estoril,20,8.0,28,0,0,106,101,10,94,52,77,0,4,0,295,123,125,49.6
Estrela,27,8.0,21,2,1,108,123,12,138,57,71,1,3,0,319,113,112,50.2
Famalicão,22,8.0,24,1,1,148,135,13,168,49,81,0,1,0,322,117,118,49.8
Gil Vicente FC,23,9.0,25,3,1,140,126,11,144,63,99,3,2,0,347,129,154,45.6
Moreirense,23,8.0,25,1,0,121,112,12,122,66,66,0,5,0,300,98,121,44.7
Nacional,23,8.0,23,3,2,122,88,18,145,84,72,0,1,0,326,152,154,49.7
Porto,23,8.0,25,1,1,111,75,12,125,58,64,1,0,1,332,111,83,57.2
Rio Ave,25,8.0,23,1,1,117,116,8,94,72,76,1,0,0,310,102,92,52.6
Santa Clara,22,8.0,23,1,0,110,127,14,143,64,65,3,1,0,282,127,118,51.8
Sporting CP,22,8.0,17,0,0,97,114,17,135,52,84,3,1,0,391,81,82,49.7
Tondela,25,8.0,23,2,1,117,98,28,191,77,87,3,2,1,347,88,118,42.7
Vitória,27,8.0,19,0,0,118,111,14,178,67,66,2,1,1,296,99,118,45.6
