Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Alverca,2,9.0,11,2,0,2,1,10.2,0.26,0.2,0.02,28,89,31.5,195,38,30.8,33.1,50,58.0,44.7,96,9,9.4,15,1.67,15.7
vs Arouca,1,8.0,10,0,0,2,0,7.8,0.3,-2.2,-0.28,30,97,30.9,210,27,31.9,32.5,64,46.9,37.5,113,5,4.4,12,1.5,15.5
vs AVS Futebol,1,8.0,5,0,0,0,0,5.3,0.28,0.3,0.04,29,98,29.6,175,41,33.1,33.5,73,54.8,39.5,125,11,8.8,14,1.75,16.1
vs Benfica,2,8.0,13,3,0,0,0,14.0,0.29,1.0,0.12,32,116,27.6,199,27,38.7,35.3,66,59.1,47.0,118,1,0.8,5,0.63,14.5
vs Braga,1,8.0,12,4,0,2,0,12.8,0.22,0.8,0.09,41,135,30.4,234,29,44.9,37.9,61,49.2,39.8,131,3,2.3,7,0.88,13.7
vs Casa Pia,2,8.0,8,1,0,1,0,6.3,0.22,-1.7,-0.21,21,98,21.4,183,29,38.3,35.7,65,43.1,34.6,100,4,4.0,13,1.63,17.9
vs Estoril,1,8.0,10,0,0,1,1,10.0,0.34,1.0,0.12,52,132,39.4,200,33,45.0,38.9,73,57.5,43.3,72,3,4.2,13,1.63,20.2
vs Estrela,1,8.0,6,0,1,0,0,9.1,0.33,3.1,0.39,35,114,30.7,150,27,42.7,39.1,64,78.1,53.0,109,6,5.5,9,1.13,13.8
vs Famalicão,1,8.0,8,0,1,3,0,8.0,0.31,0.0,0.0,39,99,39.4,252,47,26.2,30.9,73,45.2,39.3,129,7,5.4,15,1.88,13.6
vs Gil Vicente FC,2,9.0,14,2,1,0,0,13.9,0.27,-0.1,-0.01,35,95,36.8,236,37,27.1,29.8,62,50.0,41.7,119,7,5.9,11,1.22,13.3
vs Moreirense,2,8.0,12,0,0,2,0,10.2,0.41,-1.8,-0.22,32,89,36.0,210,32,33.3,32.6,41,46.3,40.3,98,6,6.1,8,1.0,13.5
vs Nacional,2,8.0,9,3,0,1,0,10.3,0.24,1.3,0.16,33,97,34.0,210,45,33.3,33.1,54,50.0,40.8,124,6,4.8,17,2.13,15.6
vs Porto,1,8.0,19,1,0,5,0,19.2,0.4,0.2,0.03,27,99,27.3,170,38,38.2,35.9,74,45.9,39.1,100,2,2.0,9,1.13,14.8
vs Rio Ave,1,8.0,11,1,0,0,0,11.1,0.3,0.1,0.02,20,67,29.9,182,23,29.1,31.4,41,34.1,31.5,76,1,1.3,18,2.25,18.6
vs Santa Clara,1,8.0,6,3,0,1,0,8.4,0.19,2.4,0.3,19,96,19.8,173,29,39.3,36.1,59,47.5,37.5,117,6,5.1,13,1.63,17.1
vs Sporting CP,2,8.0,20,3,0,1,1,18.7,0.32,-0.3,-0.04,52,160,32.5,238,25,43.7,36.8,85,65.9,46.1,107,2,1.9,16,2.0,13.8
vs Tondela,1,8.0,4,1,0,1,0,11.5,0.29,7.5,0.94,31,95,32.6,233,54,28.3,31.6,74,39.2,37.1,156,10,6.4,10,1.25,12.9
vs Vitória,2,8.0,9,1,0,1,0,9.5,0.26,0.5,0.06,42,124,33.9,232,36,36.2,34.0,80,50.0,39.4,145,8,5.5,12,1.5,15.4
