Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Alverca,2,9.0,16,2,1,1,0,13.5,0.33,-2.5,-0.28,25,113,22.1,155,28,47.7,27.3,70,55.7,40.4,152,9,5.9,3,0.33,17.5
Arouca,1,8.0,19,2,1,1,0,15.3,0.32,-3.7,-0.47,28,104,26.9,232,51,28.0,29.5,76,51.3,41.1,133,4,3.0,18,2.25,16.7
AVS Futebol,1,8.0,20,2,0,3,0,16.0,0.36,-4.0,-0.5,42,110,38.2,196,28,37.8,34.2,75,48.0,37.9,113,4,3.5,12,1.5,14.7
Benfica,2,8.0,4,0,1,0,0,7.5,0.25,3.5,0.44,21,73,28.8,131,32,32.8,30.3,65,46.2,40.6,96,3,3.1,6,0.75,15.6
Braga,1,8.0,8,1,0,0,0,9.2,0.29,1.2,0.15,17,72,23.6,275,37,20.7,27.0,46,32.6,35.1,74,5,6.8,32,4.0,18.8
Casa Pia,2,8.0,13,0,0,4,0,14.6,0.43,1.6,0.21,35,103,34.0,199,36,33.7,34.2,64,56.3,42.0,102,2,2.0,17,2.13,17.8
Estoril,1,8.0,13,4,0,1,0,14.5,0.36,1.5,0.19,60,165,36.4,176,38,50.0,38.6,83,92.8,58.0,131,5,3.8,23,2.88,17.5
Estrela,1,8.0,8,2,0,0,0,10.7,0.24,2.7,0.34,32,119,26.9,229,44,40.2,35.9,71,38.0,35.9,121,9,7.4,7,0.88,12.7
Famalicão,1,8.0,4,1,0,0,0,7.1,0.22,3.1,0.38,19,74,25.7,196,32,28.1,29.2,61,31.1,28.7,109,5,4.6,10,1.25,14.7
Gil Vicente FC,2,9.0,4,1,0,1,0,7.3,0.18,3.3,0.37,45,142,31.7,256,37,35.5,33.7,75,68.0,50.4,126,10,7.9,14,1.56,15.1
Moreirense,2,8.0,11,5,0,0,0,12.7,0.22,1.7,0.22,22,97,22.7,188,35,38.3,33.5,74,33.8,32.2,120,10,8.3,4,0.5,7.3
Nacional,2,8.0,12,1,0,1,0,9.5,0.27,-2.5,-0.32,53,161,32.9,178,25,59.6,42.3,58,94.8,60.3,114,6,5.3,12,1.5,14.7
Porto,1,8.0,1,0,0,0,1,2.6,0.2,2.6,0.32,44,95,46.3,295,21,24.7,28.5,49,44.9,38.3,93,2,2.2,18,2.25,18.8
Rio Ave,1,8.0,13,0,0,4,0,15.2,0.3,2.2,0.27,45,138,32.6,225,42,46.7,37.2,85,38.8,35.0,182,4,2.2,5,0.63,10.4
Santa Clara,1,8.0,10,0,0,2,0,10.3,0.32,0.3,0.04,33,109,30.3,167,40,41.9,36.4,61,63.9,48.8,102,8,7.8,3,0.38,10.4
Sporting CP,2,8.0,5,1,0,2,0,5.6,0.22,0.6,0.08,11,31,35.5,187,39,12.3,26.0,36,22.2,24.7,69,6,8.7,13,1.63,18.9
Tondela,1,8.0,14,2,0,1,1,14.3,0.32,1.3,0.17,37,101,36.6,219,33,37.0,36.2,50,40.0,36.1,112,3,2.7,12,1.5,17.0
Vitória,2,8.0,12,1,0,2,1,10.3,0.28,-0.7,-0.09,29,93,31.2,178,19,36.5,32.1,60,46.7,39.0,86,2,2.3,8,1.0,14.2
