Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Alverca,25,25.9,9,810,90,100,9.0,99,81,53,43,26,38,1.78,16,11,5,0.56,12.6,11.4,1.2,0.13
vs Arouca,22,26.3,8,720,90,100,8.0,88,79,49,37,21,34,1.5,19,10,9,1.13,14.7,5.5,9.2,1.15
vs AVS Futebol,26,25.5,8,720,90,100,8.0,88,78,49,38,18,34,2.75,20,5,15,1.87,13.5,6.6,6.9,0.87
vs Benfica,24,25.5,8,720,90,100,8.0,88,84,48,39,22,33,0.38,4,13,-9,-1.13,6.6,14.0,-7.4,-0.93
vs Braga,23,25.5,8,720,90,100,8.0,88,80,48,40,19,32,1.25,8,12,-4,-0.5,10.4,12.1,-1.7,-0.22
vs Casa Pia,25,26.4,8,720,90,100,8.0,88,79,50,38,25,34,1.75,13,8,5,0.62,12.2,7.8,4.4,0.54
vs Estoril,20,26.4,8,720,90,100,8.0,88,78,50,39,21,33,1.88,13,10,3,0.37,13.6,7.8,5.8,0.72
vs Estrela,27,25.7,8,720,90,100,8.0,88,80,45,40,21,31,1.63,8,6,2,0.25,10.9,10.3,0.5,0.07
vs Famalicão,22,26.1,8,720,90,100,8.0,88,83,47,40,21,32,0.88,4,8,-4,-0.5,8.0,10.5,-2.5,-0.31
vs Gil Vicente FC,23,26.1,9,810,90,100,9.0,99,79,57,42,27,39,0.78,4,14,-10,-1.11,8.8,12.4,-3.6,-0.4
vs Moreirense,23,25.6,8,720,90,100,8.0,88,81,50,38,22,34,1.13,11,12,-1,-0.12,13.2,9.9,3.4,0.42
vs Nacional,23,25.9,8,720,90,100,8.0,88,82,49,38,26,34,1.63,12,9,3,0.37,11.0,10.9,0.1,0.02
vs Porto,23,26.3,8,720,90,100,8.0,88,78,53,35,23,37,0.13,1,19,-18,-2.25,3.9,15.8,-11.9,-1.49
vs Rio Ave,25,26.2,8,720,90,100,8.0,88,81,50,36,23,36,1.38,13,11,2,0.25,13.6,8.3,5.3,0.66
vs Santa Clara,22,25.9,8,720,90,100,8.0,88,78,51,37,22,34,1.75,10,6,4,0.5,8.9,9.8,-0.9,-0.11
vs Sporting CP,22,26.2,8,720,90,100,8.0,88,81,46,40,21,32,0.5,5,20,-15,-1.87,5.4,19.0,-13.6,-1.7
vs Tondela,25,25.2,8,720,90,100,8.0,88,79,47,40,22,32,2.13,14,4,10,1.25,14.5,10.9,3.6,0.45
vs Vitória,27,25.9,8,720,90,100,8.0,88,79,51,37,19,35,1.38,12,9,3,0.37,10.3,9.0,1.3,0.16
