Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alverca,25,45.4,9.0,4563,540,1759,2005,850,106,4560,147,61,41.5,71,48.3,2491,11766,5740,86,72,19,167,73,2721,206
Arouca,22,49.9,8.0,4243,603,1717,1808,750,94,4243,104,45,43.3,54,51.9,2262,11584,5559,74,59,13,112,55,2689,208
AVS Futebol,26,43.9,8.0,3999,517,1443,1738,868,115,3998,128,61,47.7,60,46.9,1984,10272,5302,92,80,14,138,55,2272,229
Benfica,24,59.9,8.0,5213,386,1296,2393,1573,235,5210,157,81,51.6,66,42.0,3219,17763,9450,184,121,48,111,70,3626,412
Braga,23,65.1,8.0,6112,418,1573,2986,1588,210,6108,121,47,38.8,60,49.6,3759,17055,8345,156,107,39,121,54,4391,369
Casa Pia,25,45.0,8.0,3889,510,1496,1654,780,123,3888,114,56,49.1,46,40.4,1917,9106,4356,82,51,14,134,53,2153,188
Estoril,20,50.3,8.0,4366,458,1346,2138,919,157,4366,153,59,38.6,82,53.6,2365,10165,4878,84,56,24,133,66,2591,249
Estrela,27,49.3,8.0,3984,542,1654,1677,700,115,3983,119,46,38.7,60,50.4,1969,10753,5612,99,57,13,122,64,2350,220
Famalicão,22,50.1,8.0,4256,411,1352,1739,1209,222,4256,111,44,39.6,50,45.0,2278,11045,6061,127,71,47,130,60,2532,306
Gil Vicente FC,23,45.7,9.0,4466,540,1632,1832,1047,164,4463,162,67,41.4,78,48.1,2330,11355,5573,117,80,29,141,71,2549,229
Moreirense,23,49.3,8.0,4470,600,1881,1790,840,133,4470,110,39,35.5,55,50.0,2316,10700,5151,90,88,21,119,62,2859,232
Nacional,23,44.1,8.0,3698,453,1307,1579,858,128,3694,126,62,49.2,53,42.1,1648,8138,4090,65,61,17,107,77,1881,185
Porto,23,54.9,8.0,4812,470,1439,2246,1180,207,4811,157,72,45.9,74,47.1,2898,14925,8231,144,102,43,132,60,3220,298
Rio Ave,25,43.4,8.0,4224,723,1922,1671,672,125,4223,166,65,39.2,81,48.8,2188,11459,6191,107,80,36,115,55,2543,187
Santa Clara,22,48.5,8.0,4306,433,1432,2024,897,132,4303,153,60,39.2,75,49.0,2379,11420,5885,91,69,27,121,62,2648,241
Sporting CP,22,59.8,8.0,5321,402,1438,2493,1442,246,5318,170,80,47.1,78,45.9,3194,16257,9130,181,137,61,110,59,3748,398
Tondela,25,46.6,8.0,4103,475,1360,1761,1019,140,4100,128,61,47.7,55,43.0,2180,11114,5774,114,93,19,145,48,2335,263
Vitória,27,50.1,8.0,4282,412,1340,1875,1098,135,4280,99,38,38.4,44,44.4,2238,10060,4929,100,63,16,138,48,2637,290
